LGA_NAME16	Year	Sex	IndigenousStatus	persons
Peppermint Grove (S)	2006	M	Torres Strait Islander	0
Peppermint Grove (S)	2011	F	Aboriginal	6
Peppermint Grove (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2011	F	Non-indigenous	837
Peppermint Grove (S)	2011	F	Torres Strait Islander	0
Peppermint Grove (S)	2011	M	Aboriginal	0
Peppermint Grove (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2011	M	Non-indigenous	688
Peppermint Grove (S)	2011	M	Torres Strait Islander	0
Peppermint Grove (S)	2016	F	Aboriginal	27
Peppermint Grove (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2016	F	Non-indigenous	916
Peppermint Grove (S)	2016	F	Torres Strait Islander	0
Peppermint Grove (S)	2016	M	Aboriginal	0
Peppermint Grove (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2016	M	Non-indigenous	692
Peppermint Grove (S)	2016	M	Torres Strait Islander	0
Perenjori (S)	2006	F	Aboriginal	26
Perenjori (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2006	F	Non-indigenous	233
Perenjori (S)	2006	F	Torres Strait Islander	0
Perenjori (S)	2006	M	Aboriginal	26
Perenjori (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2006	M	Non-indigenous	246
Perenjori (S)	2006	M	Torres Strait Islander	0
Perenjori (S)	2011	F	Aboriginal	20
Perenjori (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2011	F	Non-indigenous	275
Perenjori (S)	2011	F	Torres Strait Islander	0
Perenjori (S)	2011	M	Aboriginal	33
Perenjori (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2011	M	Non-indigenous	573
Perenjori (S)	2011	M	Torres Strait Islander	0
Perenjori (S)	2016	F	Aboriginal	19
Perenjori (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2016	F	Non-indigenous	200
Perenjori (S)	2016	F	Torres Strait Islander	0
Perenjori (S)	2016	M	Aboriginal	21
Perenjori (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Perenjori (S)	2016	M	Non-indigenous	376
Perenjori (S)	2016	M	Torres Strait Islander	0
Perth (C)	2006	F	Aboriginal	49
Perth (C)	2006	F	Both Aboriginal & Torres Strait Islander	0
Perth (C)	2006	F	Non-indigenous	4954
Perth (C)	2006	F	Torres Strait Islander	3
Perth (C)	2006	M	Aboriginal	63
Perth (C)	2006	M	Both Aboriginal & Torres Strait Islander	5
Perth (C)	2006	M	Non-indigenous	6406
Perth (C)	2006	M	Torres Strait Islander	7
Perth (C)	2011	F	Aboriginal	41
Perth (C)	2011	F	Both Aboriginal & Torres Strait Islander	4
Perth (C)	2011	F	Non-indigenous	7400
Perth (C)	2011	F	Torres Strait Islander	0
Perth (C)	2011	M	Aboriginal	43
Perth (C)	2011	M	Both Aboriginal & Torres Strait Islander	3
Perth (C)	2011	M	Non-indigenous	9222
Perth (C)	2011	M	Torres Strait Islander	0
Perth (C)	2016	F	Aboriginal	71
Perth (C)	2016	F	Both Aboriginal & Torres Strait Islander	5
Perth (C)	2016	F	Non-indigenous	10251
Perth (C)	2016	F	Torres Strait Islander	5
Perth (C)	2016	M	Aboriginal	89
Perth (C)	2016	M	Both Aboriginal & Torres Strait Islander	3
Perth (C)	2016	M	Non-indigenous	11367
Perth (C)	2016	M	Torres Strait Islander	4
Pingelly (S)	2006	F	Aboriginal	57
Pingelly (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Pingelly (S)	2006	F	Non-indigenous	524
Pingelly (S)	2006	F	Torres Strait Islander	0
Pingelly (S)	2006	M	Aboriginal	54
Pingelly (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Pingelly (S)	2006	M	Non-indigenous	531
Pingelly (S)	2006	M	Torres Strait Islander	0
Pingelly (S)	2011	F	Aboriginal	62
Pingelly (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Pingelly (S)	2011	F	Non-indigenous	509
Pingelly (S)	2011	F	Torres Strait Islander	0
Pingelly (S)	2011	M	Aboriginal	68
Pingelly (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Pingelly (S)	2011	M	Non-indigenous	522
Pingelly (S)	2011	M	Torres Strait Islander	0
Pingelly (S)	2016	F	Aboriginal	76
Pingelly (S)	2016	F	Both Aboriginal & Torres Strait Islander	4
Pingelly (S)	2016	F	Non-indigenous	486
Pingelly (S)	2016	F	Torres Strait Islander	0
Pingelly (S)	2016	M	Aboriginal	56
Pingelly (S)	2016	M	Both Aboriginal & Torres Strait Islander	3
Pingelly (S)	2016	M	Non-indigenous	523
Pingelly (S)	2016	M	Torres Strait Islander	0
Plantagenet (S)	2006	F	Aboriginal	55
Plantagenet (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2006	F	Non-indigenous	2174
Plantagenet (S)	2006	F	Torres Strait Islander	0
Plantagenet (S)	2006	M	Aboriginal	38
Plantagenet (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2006	M	Non-indigenous	2215
Plantagenet (S)	2006	M	Torres Strait Islander	0
Plantagenet (S)	2011	F	Aboriginal	73
Plantagenet (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2011	F	Non-indigenous	2313
Plantagenet (S)	2011	F	Torres Strait Islander	0
Plantagenet (S)	2011	M	Aboriginal	73
Plantagenet (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2011	M	Non-indigenous	2424
Plantagenet (S)	2011	M	Torres Strait Islander	0
Plantagenet (S)	2016	F	Aboriginal	73
Plantagenet (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2016	F	Non-indigenous	2394
Plantagenet (S)	2016	F	Torres Strait Islander	0
Plantagenet (S)	2016	M	Aboriginal	80
Plantagenet (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Plantagenet (S)	2016	M	Non-indigenous	2534
Plantagenet (S)	2016	M	Torres Strait Islander	0
Port Hedland (T)	2006	F	Aboriginal	856
Port Hedland (T)	2006	F	Both Aboriginal & Torres Strait Islander	27
Port Hedland (T)	2006	F	Non-indigenous	4637
Port Hedland (T)	2006	F	Torres Strait Islander	10
Port Hedland (T)	2006	M	Aboriginal	843
Port Hedland (T)	2006	M	Both Aboriginal & Torres Strait Islander	23
Port Hedland (T)	2006	M	Non-indigenous	5544
Port Hedland (T)	2006	M	Torres Strait Islander	21
Port Hedland (T)	2011	F	Aboriginal	1045
Port Hedland (T)	2011	F	Both Aboriginal & Torres Strait Islander	38
Port Hedland (T)	2011	F	Non-indigenous	5348
Port Hedland (T)	2011	F	Torres Strait Islander	38
Port Hedland (T)	2011	M	Aboriginal	993
Port Hedland (T)	2011	M	Both Aboriginal & Torres Strait Islander	44
Port Hedland (T)	2011	M	Non-indigenous	7476
Port Hedland (T)	2011	M	Torres Strait Islander	60
Port Hedland (T)	2016	F	Aboriginal	1119
Port Hedland (T)	2016	F	Both Aboriginal & Torres Strait Islander	66
Port Hedland (T)	2016	F	Non-indigenous	5514
Port Hedland (T)	2016	F	Torres Strait Islander	45
Port Hedland (T)	2016	M	Aboriginal	1045
Port Hedland (T)	2016	M	Both Aboriginal & Torres Strait Islander	65
Port Hedland (T)	2016	M	Non-indigenous	6545
Port Hedland (T)	2016	M	Torres Strait Islander	72
Quairading (S)	2006	F	Aboriginal	66
Quairading (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2006	F	Non-indigenous	434
Quairading (S)	2006	F	Torres Strait Islander	0
Quairading (S)	2006	M	Aboriginal	62
Quairading (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2006	M	Non-indigenous	454
Quairading (S)	2006	M	Torres Strait Islander	0
Quairading (S)	2011	F	Aboriginal	85
Quairading (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2011	F	Non-indigenous	453
Quairading (S)	2011	F	Torres Strait Islander	0
Quairading (S)	2011	M	Aboriginal	65
Quairading (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2011	M	Non-indigenous	439
Quairading (S)	2011	M	Torres Strait Islander	0
Quairading (S)	2016	F	Aboriginal	41
Quairading (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2016	F	Non-indigenous	475
Quairading (S)	2016	F	Torres Strait Islander	0
Quairading (S)	2016	M	Aboriginal	35
Quairading (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Quairading (S)	2016	M	Non-indigenous	469
Quairading (S)	2016	M	Torres Strait Islander	0
Ravensthorpe (S)	2006	F	Aboriginal	12
Ravensthorpe (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2006	F	Non-indigenous	769
Ravensthorpe (S)	2006	F	Torres Strait Islander	0
Ravensthorpe (S)	2006	M	Aboriginal	18
Ravensthorpe (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2006	M	Non-indigenous	1151
Ravensthorpe (S)	2006	M	Torres Strait Islander	3
Ravensthorpe (S)	2011	F	Aboriginal	10
Ravensthorpe (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2011	F	Non-indigenous	943
Ravensthorpe (S)	2011	F	Torres Strait Islander	0
Ravensthorpe (S)	2011	M	Aboriginal	10
Ravensthorpe (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2011	M	Non-indigenous	1160
Ravensthorpe (S)	2011	M	Torres Strait Islander	4
Ravensthorpe (S)	2016	F	Aboriginal	11
Ravensthorpe (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2016	F	Non-indigenous	779
Ravensthorpe (S)	2016	F	Torres Strait Islander	0
Ravensthorpe (S)	2016	M	Aboriginal	17
Ravensthorpe (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Ravensthorpe (S)	2016	M	Non-indigenous	924
Ravensthorpe (S)	2016	M	Torres Strait Islander	0
Rockingham (C)	2006	F	Aboriginal	595
Rockingham (C)	2006	F	Both Aboriginal & Torres Strait Islander	8
Rockingham (C)	2006	F	Non-indigenous	41786
Rockingham (C)	2006	F	Torres Strait Islander	17
Rockingham (C)	2006	M	Aboriginal	516
Rockingham (C)	2006	M	Both Aboriginal & Torres Strait Islander	7
Rockingham (C)	2006	M	Non-indigenous	41365
Rockingham (C)	2006	M	Torres Strait Islander	16
Rockingham (C)	2011	F	Aboriginal	859
Rockingham (C)	2011	F	Both Aboriginal & Torres Strait Islander	15
Rockingham (C)	2011	F	Non-indigenous	51363
Rockingham (C)	2011	F	Torres Strait Islander	16
Rockingham (C)	2011	M	Aboriginal	819
Rockingham (C)	2011	M	Both Aboriginal & Torres Strait Islander	9
Rockingham (C)	2011	M	Non-indigenous	51003
Rockingham (C)	2011	M	Torres Strait Islander	22
Rockingham (C)	2016	F	Aboriginal	1264
Rockingham (C)	2016	F	Both Aboriginal & Torres Strait Islander	22
Rockingham (C)	2016	F	Non-indigenous	61767
Rockingham (C)	2016	F	Torres Strait Islander	30
Rockingham (C)	2016	M	Aboriginal	1185
Rockingham (C)	2016	M	Both Aboriginal & Torres Strait Islander	23
Rockingham (C)	2016	M	Non-indigenous	60786
Rockingham (C)	2016	M	Torres Strait Islander	34
Sandstone (S)	2006	F	Aboriginal	14
Sandstone (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2006	F	Non-indigenous	36
Sandstone (S)	2006	F	Torres Strait Islander	0
Sandstone (S)	2006	M	Aboriginal	9
Sandstone (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2006	M	Non-indigenous	61
Sandstone (S)	2006	M	Torres Strait Islander	0
Sandstone (S)	2011	F	Aboriginal	3
Sandstone (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2011	F	Non-indigenous	48
Sandstone (S)	2011	F	Torres Strait Islander	0
Sandstone (S)	2011	M	Aboriginal	4
Sandstone (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2011	M	Non-indigenous	50
Sandstone (S)	2011	M	Torres Strait Islander	0
Sandstone (S)	2016	F	Aboriginal	0
Sandstone (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2016	F	Non-indigenous	34
Sandstone (S)	2016	F	Torres Strait Islander	0
Sandstone (S)	2016	M	Aboriginal	0
Sandstone (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Sandstone (S)	2016	M	Non-indigenous	53
Sandstone (S)	2016	M	Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2006	F	Aboriginal	48
Serpentine-Jarrahdale (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2006	F	Non-indigenous	6228
Serpentine-Jarrahdale (S)	2006	F	Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2006	M	Aboriginal	59
Serpentine-Jarrahdale (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2006	M	Non-indigenous	6559
Serpentine-Jarrahdale (S)	2006	M	Torres Strait Islander	4
Serpentine-Jarrahdale (S)	2011	F	Aboriginal	113
Serpentine-Jarrahdale (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2011	F	Non-indigenous	8609
Serpentine-Jarrahdale (S)	2011	F	Torres Strait Islander	8
Serpentine-Jarrahdale (S)	2011	M	Aboriginal	129
Serpentine-Jarrahdale (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2011	M	Non-indigenous	8885
Serpentine-Jarrahdale (S)	2011	M	Torres Strait Islander	5
Serpentine-Jarrahdale (S)	2016	F	Aboriginal	252
Serpentine-Jarrahdale (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Serpentine-Jarrahdale (S)	2016	F	Non-indigenous	12963
Serpentine-Jarrahdale (S)	2016	F	Torres Strait Islander	9
Serpentine-Jarrahdale (S)	2016	M	Aboriginal	274
Serpentine-Jarrahdale (S)	2016	M	Both Aboriginal & Torres Strait Islander	4
Serpentine-Jarrahdale (S)	2016	M	Non-indigenous	13329
Serpentine-Jarrahdale (S)	2016	M	Torres Strait Islander	5
Shark Bay (S)	2006	F	Aboriginal	42
Shark Bay (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Shark Bay (S)	2006	F	Non-indigenous	360
Shark Bay (S)	2006	F	Torres Strait Islander	3
Shark Bay (S)	2006	M	Aboriginal	42
Shark Bay (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Shark Bay (S)	2006	M	Non-indigenous	410
Shark Bay (S)	2006	M	Torres Strait Islander	0
Shark Bay (S)	2011	F	Aboriginal	28
Shark Bay (S)	2011	F	Both Aboriginal & Torres Strait Islander	3
Shark Bay (S)	2011	F	Non-indigenous	370
Shark Bay (S)	2011	F	Torres Strait Islander	0
Shark Bay (S)	2011	M	Aboriginal	45
Shark Bay (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Shark Bay (S)	2011	M	Non-indigenous	414
Shark Bay (S)	2011	M	Torres Strait Islander	0
Shark Bay (S)	2016	F	Aboriginal	31
Shark Bay (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Shark Bay (S)	2016	F	Non-indigenous	402
Shark Bay (S)	2016	F	Torres Strait Islander	0
Shark Bay (S)	2016	M	Aboriginal	40
Shark Bay (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Shark Bay (S)	2016	M	Non-indigenous	470
Shark Bay (S)	2016	M	Torres Strait Islander	0
South Perth (C)	2006	F	Aboriginal	168
South Perth (C)	2006	F	Both Aboriginal & Torres Strait Islander	9
South Perth (C)	2006	F	Non-indigenous	19429
South Perth (C)	2006	F	Torres Strait Islander	3
South Perth (C)	2006	M	Aboriginal	161
South Perth (C)	2006	M	Both Aboriginal & Torres Strait Islander	6
South Perth (C)	2006	M	Non-indigenous	18584
South Perth (C)	2006	M	Torres Strait Islander	3
South Perth (C)	2011	F	Aboriginal	207
South Perth (C)	2011	F	Both Aboriginal & Torres Strait Islander	3
South Perth (C)	2011	F	Non-indigenous	20624
South Perth (C)	2011	F	Torres Strait Islander	0
South Perth (C)	2011	M	Aboriginal	220
South Perth (C)	2011	M	Both Aboriginal & Torres Strait Islander	4
South Perth (C)	2011	M	Non-indigenous	19678
South Perth (C)	2011	M	Torres Strait Islander	3
South Perth (C)	2016	F	Aboriginal	242
South Perth (C)	2016	F	Both Aboriginal & Torres Strait Islander	3
South Perth (C)	2016	F	Non-indigenous	21195
South Perth (C)	2016	F	Torres Strait Islander	0
South Perth (C)	2016	M	Aboriginal	267
South Perth (C)	2016	M	Both Aboriginal & Torres Strait Islander	10
South Perth (C)	2016	M	Non-indigenous	20264
South Perth (C)	2016	M	Torres Strait Islander	3
Stirling (C)	2006	F	Aboriginal	1062
Stirling (C)	2006	F	Both Aboriginal & Torres Strait Islander	16
Stirling (C)	2006	F	Non-indigenous	89403
Stirling (C)	2006	F	Torres Strait Islander	29
Stirling (C)	2006	M	Aboriginal	848
Stirling (C)	2006	M	Both Aboriginal & Torres Strait Islander	32
Stirling (C)	2006	M	Non-indigenous	84689
Stirling (C)	2006	M	Torres Strait Islander	24
Stirling (C)	2011	F	Aboriginal	1213
Stirling (C)	2011	F	Both Aboriginal & Torres Strait Islander	20
Stirling (C)	2011	F	Non-indigenous	98262
Stirling (C)	2011	F	Torres Strait Islander	37
Stirling (C)	2011	M	Aboriginal	1017
Stirling (C)	2011	M	Both Aboriginal & Torres Strait Islander	23
Stirling (C)	2011	M	Non-indigenous	95104
Stirling (C)	2011	M	Torres Strait Islander	31
Stirling (C)	2016	F	Aboriginal	1120
Stirling (C)	2016	F	Both Aboriginal & Torres Strait Islander	9
Stirling (C)	2016	F	Non-indigenous	106383
Stirling (C)	2016	F	Torres Strait Islander	30
Stirling (C)	2016	M	Aboriginal	1000
Stirling (C)	2016	M	Both Aboriginal & Torres Strait Islander	22
Stirling (C)	2016	M	Non-indigenous	101602
Stirling (C)	2016	M	Torres Strait Islander	40
Subiaco (C)	2006	F	Aboriginal	33
Subiaco (C)	2006	F	Both Aboriginal & Torres Strait Islander	0
Subiaco (C)	2006	F	Non-indigenous	8350
Subiaco (C)	2006	F	Torres Strait Islander	3
Subiaco (C)	2006	M	Aboriginal	42
Subiaco (C)	2006	M	Both Aboriginal & Torres Strait Islander	0
Subiaco (C)	2006	M	Non-indigenous	7946
Subiaco (C)	2006	M	Torres Strait Islander	4
Subiaco (C)	2011	F	Aboriginal	42
Subiaco (C)	2011	F	Both Aboriginal & Torres Strait Islander	0
Subiaco (C)	2011	F	Non-indigenous	9031
Subiaco (C)	2011	F	Torres Strait Islander	4
Subiaco (C)	2011	M	Aboriginal	38
Subiaco (C)	2011	M	Both Aboriginal & Torres Strait Islander	0
Subiaco (C)	2011	M	Non-indigenous	8454
Subiaco (C)	2011	M	Torres Strait Islander	3
Subiaco (C)	2016	F	Aboriginal	69
Subiaco (C)	2016	F	Both Aboriginal & Torres Strait Islander	4
Subiaco (C)	2016	F	Non-indigenous	9855
Subiaco (C)	2016	F	Torres Strait Islander	6
Subiaco (C)	2016	M	Aboriginal	56
Subiaco (C)	2016	M	Both Aboriginal & Torres Strait Islander	6
Subiaco (C)	2016	M	Non-indigenous	9356
Subiaco (C)	2016	M	Torres Strait Islander	3
Swan (C)	2006	F	Aboriginal	1320
Swan (C)	2006	F	Both Aboriginal & Torres Strait Islander	18
Swan (C)	2006	F	Non-indigenous	45538
Swan (C)	2006	F	Torres Strait Islander	33
Swan (C)	2006	M	Aboriginal	1160
Swan (C)	2006	M	Both Aboriginal & Torres Strait Islander	19
Swan (C)	2006	M	Non-indigenous	45161
Swan (C)	2006	M	Torres Strait Islander	36
Swan (C)	2011	F	Aboriginal	1696
Swan (C)	2011	F	Both Aboriginal & Torres Strait Islander	23
Swan (C)	2011	F	Non-indigenous	52691
Swan (C)	2011	F	Torres Strait Islander	33
Swan (C)	2011	M	Aboriginal	1438
Swan (C)	2011	M	Both Aboriginal & Torres Strait Islander	26
Swan (C)	2011	M	Non-indigenous	52525
Swan (C)	2011	M	Torres Strait Islander	29
Swan (C)	2016	F	Aboriginal	1915
Swan (C)	2016	F	Both Aboriginal & Torres Strait Islander	48
Swan (C)	2016	F	Non-indigenous	65363
Swan (C)	2016	F	Torres Strait Islander	46
Swan (C)	2016	M	Aboriginal	1728
Swan (C)	2016	M	Both Aboriginal & Torres Strait Islander	30
Swan (C)	2016	M	Non-indigenous	64667
Swan (C)	2016	M	Torres Strait Islander	55
Tammin (S)	2006	F	Aboriginal	25
Tammin (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2006	F	Non-indigenous	156
Tammin (S)	2006	F	Torres Strait Islander	0
Tammin (S)	2006	M	Aboriginal	24
Tammin (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2006	M	Non-indigenous	185
Tammin (S)	2006	M	Torres Strait Islander	0
Tammin (S)	2011	F	Aboriginal	26
Tammin (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2011	F	Non-indigenous	146
Tammin (S)	2011	F	Torres Strait Islander	0
Tammin (S)	2011	M	Aboriginal	24
Tammin (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2011	M	Non-indigenous	206
Tammin (S)	2011	M	Torres Strait Islander	0
Tammin (S)	2016	F	Aboriginal	21
Tammin (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2016	F	Non-indigenous	164
Tammin (S)	2016	F	Torres Strait Islander	0
Tammin (S)	2016	M	Aboriginal	24
Tammin (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Tammin (S)	2016	M	Non-indigenous	193
Tammin (S)	2016	M	Torres Strait Islander	0
Three Springs (S)	2006	F	Aboriginal	26
Three Springs (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2006	F	Non-indigenous	285
Three Springs (S)	2006	F	Torres Strait Islander	0
Three Springs (S)	2006	M	Aboriginal	7
Three Springs (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2006	M	Non-indigenous	338
Three Springs (S)	2006	M	Torres Strait Islander	3
Three Springs (S)	2011	F	Aboriginal	26
Three Springs (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2011	F	Non-indigenous	280
Three Springs (S)	2011	F	Torres Strait Islander	0
Three Springs (S)	2011	M	Aboriginal	13
Three Springs (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2011	M	Non-indigenous	299
Three Springs (S)	2011	M	Torres Strait Islander	0
Three Springs (S)	2016	F	Aboriginal	30
Three Springs (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2016	F	Non-indigenous	260
Three Springs (S)	2016	F	Torres Strait Islander	0
Three Springs (S)	2016	M	Aboriginal	14
Three Springs (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Three Springs (S)	2016	M	Non-indigenous	292
Three Springs (S)	2016	M	Torres Strait Islander	0
Toodyay (S)	2006	F	Aboriginal	40
Toodyay (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2006	F	Non-indigenous	1964
Toodyay (S)	2006	F	Torres Strait Islander	0
Toodyay (S)	2006	M	Aboriginal	46
Toodyay (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2006	M	Non-indigenous	2063
Toodyay (S)	2006	M	Torres Strait Islander	0
Toodyay (S)	2011	F	Aboriginal	63
Toodyay (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2011	F	Non-indigenous	2145
Toodyay (S)	2011	F	Torres Strait Islander	0
Toodyay (S)	2011	M	Aboriginal	47
Toodyay (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2011	M	Non-indigenous	2133
Toodyay (S)	2011	M	Torres Strait Islander	0
Toodyay (S)	2016	F	Aboriginal	51
Toodyay (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Toodyay (S)	2016	F	Non-indigenous	2137
Toodyay (S)	2016	F	Torres Strait Islander	0
Toodyay (S)	2016	M	Aboriginal	63
