LGA_NAME16	Year	LabourForceStatus	adults
Flinders (M) (Tas.)	2016	Unemployed (looking for work)	34
George Town (M)	2006		288
George Town (M)	2006	Employed (away from work)	185
George Town (M)	2006	Employed (full-time)	1389
George Town (M)	2006	Employed (part-time)	757
George Town (M)	2006	Not in the labour force	2178
George Town (M)	2006	Unemployed (looking for work)	270
George Town (M)	2011		209
George Town (M)	2011	Employed (away from work)	184
George Town (M)	2011	Employed (full-time)	1434
George Town (M)	2011	Employed (part-time)	809
George Town (M)	2011	Not in the labour force	2359
George Town (M)	2011	Unemployed (looking for work)	247
George Town (M)	2016		475
George Town (M)	2016	Employed (away from work)	146
George Town (M)	2016	Employed (full-time)	1247
George Town (M)	2016	Employed (part-time)	783
George Town (M)	2016	Not in the labour force	2550
George Town (M)	2016	Unemployed (looking for work)	310
Glamorgan/Spring Bay (M)	2006		229
Glamorgan/Spring Bay (M)	2006	Employed (away from work)	161
Glamorgan/Spring Bay (M)	2006	Employed (full-time)	911
Glamorgan/Spring Bay (M)	2006	Employed (part-time)	647
Glamorgan/Spring Bay (M)	2006	Not in the labour force	1476
Glamorgan/Spring Bay (M)	2006	Unemployed (looking for work)	92
Glamorgan/Spring Bay (M)	2011		165
Glamorgan/Spring Bay (M)	2011	Employed (away from work)	144
Glamorgan/Spring Bay (M)	2011	Employed (full-time)	832
Glamorgan/Spring Bay (M)	2011	Employed (part-time)	660
Glamorgan/Spring Bay (M)	2011	Not in the labour force	1666
Glamorgan/Spring Bay (M)	2011	Unemployed (looking for work)	125
Glamorgan/Spring Bay (M)	2016		352
Glamorgan/Spring Bay (M)	2016	Employed (away from work)	162
Glamorgan/Spring Bay (M)	2016	Employed (full-time)	816
Glamorgan/Spring Bay (M)	2016	Employed (part-time)	670
Glamorgan/Spring Bay (M)	2016	Not in the labour force	1767
Glamorgan/Spring Bay (M)	2016	Unemployed (looking for work)	93
Glenorchy (C)	2006		2315
Glenorchy (C)	2006	Employed (away from work)	1177
Glenorchy (C)	2006	Employed (full-time)	11019
Glenorchy (C)	2006	Employed (part-time)	5739
Glenorchy (C)	2006	Not in the labour force	13581
Glenorchy (C)	2006	Unemployed (looking for work)	1303
Glenorchy (C)	2011		1623
Glenorchy (C)	2011	Employed (away from work)	1246
Glenorchy (C)	2011	Employed (full-time)	11327
Glenorchy (C)	2011	Employed (part-time)	6545
Glenorchy (C)	2011	Not in the labour force	14097
Glenorchy (C)	2011	Unemployed (looking for work)	1372
Glenorchy (C)	2016		2617
Glenorchy (C)	2016	Employed (away from work)	1100
Glenorchy (C)	2016	Employed (full-time)	11118
Glenorchy (C)	2016	Employed (part-time)	7036
Glenorchy (C)	2016	Not in the labour force	14337
Glenorchy (C)	2016	Unemployed (looking for work)	1623
Hobart (C)	2006		2413
Hobart (C)	2006	Employed (away from work)	1488
Hobart (C)	2006	Employed (full-time)	14084
Hobart (C)	2006	Employed (part-time)	8201
Hobart (C)	2006	Not in the labour force	13059
Hobart (C)	2006	Unemployed (looking for work)	1388
Hobart (C)	2011		2137
Hobart (C)	2011	Employed (away from work)	1393
Hobart (C)	2011	Employed (full-time)	14103
Hobart (C)	2011	Employed (part-time)	8968
Hobart (C)	2011	Not in the labour force	13518
Hobart (C)	2011	Unemployed (looking for work)	1428
Hobart (C)	2016		2613
Hobart (C)	2016	Employed (away from work)	1234
Hobart (C)	2016	Employed (full-time)	13507
Hobart (C)	2016	Employed (part-time)	9519
Hobart (C)	2016	Not in the labour force	14594
Hobart (C)	2016	Unemployed (looking for work)	1741
Huon Valley (M)	2006		552
Huon Valley (M)	2006	Employed (away from work)	413
Huon Valley (M)	2006	Employed (full-time)	3042
Huon Valley (M)	2006	Employed (part-time)	2022
Huon Valley (M)	2006	Not in the labour force	4464
Huon Valley (M)	2006	Unemployed (looking for work)	432
Huon Valley (M)	2011		442
Huon Valley (M)	2011	Employed (away from work)	425
Huon Valley (M)	2011	Employed (full-time)	3345
Huon Valley (M)	2011	Employed (part-time)	2414
Huon Valley (M)	2011	Not in the labour force	5011
Huon Valley (M)	2011	Unemployed (looking for work)	437
Huon Valley (M)	2016		875
Huon Valley (M)	2016	Employed (away from work)	404
Huon Valley (M)	2016	Employed (full-time)	3445
Huon Valley (M)	2016	Employed (part-time)	2536
Huon Valley (M)	2016	Not in the labour force	5577
Huon Valley (M)	2016	Unemployed (looking for work)	458
Kentish (M)	2006		236
Kentish (M)	2006	Employed (away from work)	184
Kentish (M)	2006	Employed (full-time)	1347
Kentish (M)	2006	Employed (part-time)	800
Kentish (M)	2006	Not in the labour force	1705
Kentish (M)	2006	Unemployed (looking for work)	245
Kentish (M)	2011		161
Kentish (M)	2011	Employed (away from work)	200
Kentish (M)	2011	Employed (full-time)	1414
Kentish (M)	2011	Employed (part-time)	873
Kentish (M)	2011	Not in the labour force	2049
Kentish (M)	2011	Unemployed (looking for work)	200
Kentish (M)	2016		358
Kentish (M)	2016	Employed (away from work)	205
Kentish (M)	2016	Employed (full-time)	1284
Kentish (M)	2016	Employed (part-time)	959
Kentish (M)	2016	Not in the labour force	2123
Kentish (M)	2016	Unemployed (looking for work)	180
King Island (M)	2006		70
King Island (M)	2006	Employed (away from work)	73
King Island (M)	2006	Employed (full-time)	603
King Island (M)	2006	Employed (part-time)	240
King Island (M)	2006	Not in the labour force	347
King Island (M)	2006	Unemployed (looking for work)	20
King Island (M)	2011		55
King Island (M)	2011	Employed (away from work)	65
King Island (M)	2011	Employed (full-time)	545
King Island (M)	2011	Employed (part-time)	241
King Island (M)	2011	Not in the labour force	389
King Island (M)	2011	Unemployed (looking for work)	28
King Island (M)	2016		121
King Island (M)	2016	Employed (away from work)	65
King Island (M)	2016	Employed (full-time)	506
King Island (M)	2016	Employed (part-time)	230
King Island (M)	2016	Not in the labour force	387
King Island (M)	2016	Unemployed (looking for work)	27
Kingborough (M)	2006		898
Kingborough (M)	2006	Employed (away from work)	965
Kingborough (M)	2006	Employed (full-time)	8395
Kingborough (M)	2006	Employed (part-time)	5084
Kingborough (M)	2006	Not in the labour force	8379
Kingborough (M)	2006	Unemployed (looking for work)	678
Kingborough (M)	2011		925
Kingborough (M)	2011	Employed (away from work)	1000
Kingborough (M)	2011	Employed (full-time)	9042
Kingborough (M)	2011	Employed (part-time)	6004
Kingborough (M)	2011	Not in the labour force	9133
Kingborough (M)	2011	Unemployed (looking for work)	769
Kingborough (M)	2016		1328
Kingborough (M)	2016	Employed (away from work)	892
Kingborough (M)	2016	Employed (full-time)	8976
Kingborough (M)	2016	Employed (part-time)	6464
Kingborough (M)	2016	Not in the labour force	10199
Kingborough (M)	2016	Unemployed (looking for work)	865
Latrobe (M) (Tas.)	2006		288
Latrobe (M) (Tas.)	2006	Employed (away from work)	299
Latrobe (M) (Tas.)	2006	Employed (full-time)	2281
Latrobe (M) (Tas.)	2006	Employed (part-time)	1187
Latrobe (M) (Tas.)	2006	Not in the labour force	2630
Latrobe (M) (Tas.)	2006	Unemployed (looking for work)	286
Latrobe (M) (Tas.)	2011		296
Latrobe (M) (Tas.)	2011	Employed (away from work)	326
Latrobe (M) (Tas.)	2011	Employed (full-time)	2530
Latrobe (M) (Tas.)	2011	Employed (part-time)	1459
Latrobe (M) (Tas.)	2011	Not in the labour force	3133
Latrobe (M) (Tas.)	2011	Unemployed (looking for work)	267
Latrobe (M) (Tas.)	2016		568
Latrobe (M) (Tas.)	2016	Employed (away from work)	311
Latrobe (M) (Tas.)	2016	Employed (full-time)	2603
Latrobe (M) (Tas.)	2016	Employed (part-time)	1570
Latrobe (M) (Tas.)	2016	Not in the labour force	3555
Latrobe (M) (Tas.)	2016	Unemployed (looking for work)	306
Launceston (C)	2006		2930
Launceston (C)	2006	Employed (away from work)	1816
Launceston (C)	2006	Employed (full-time)	16171
Launceston (C)	2006	Employed (part-time)	8883
Launceston (C)	2006	Not in the labour force	18487
Launceston (C)	2006	Unemployed (looking for work)	2016
Launceston (C)	2011		2370
Launceston (C)	2011	Employed (away from work)	1783
Launceston (C)	2011	Employed (full-time)	16471
Launceston (C)	2011	Employed (part-time)	10048
Launceston (C)	2011	Not in the labour force	19443
Launceston (C)	2011	Unemployed (looking for work)	2210
Launceston (C)	2016		3817
Launceston (C)	2016	Employed (away from work)	1567
Launceston (C)	2016	Employed (full-time)	15384
Launceston (C)	2016	Employed (part-time)	10587
Launceston (C)	2016	Not in the labour force	19867
Launceston (C)	2016	Unemployed (looking for work)	2486
Meander Valley (M)	2006		783
Meander Valley (M)	2006	Employed (away from work)	550
Meander Valley (M)	2006	Employed (full-time)	5070
Meander Valley (M)	2006	Employed (part-time)	2584
Meander Valley (M)	2006	Not in the labour force	5071
Meander Valley (M)	2006	Unemployed (looking for work)	430
Meander Valley (M)	2011		549
Meander Valley (M)	2011	Employed (away from work)	579
Meander Valley (M)	2011	Employed (full-time)	5048
Meander Valley (M)	2011	Employed (part-time)	2988
Meander Valley (M)	2011	Not in the labour force	5697
Meander Valley (M)	2011	Unemployed (looking for work)	455
Meander Valley (M)	2016		1021
Meander Valley (M)	2016	Employed (away from work)	543
Meander Valley (M)	2016	Employed (full-time)	4793
Meander Valley (M)	2016	Employed (part-time)	3126
Meander Valley (M)	2016	Not in the labour force	5947
Meander Valley (M)	2016	Unemployed (looking for work)	522
Northern Midlands (M)	2006		478
Northern Midlands (M)	2006	Employed (away from work)	368
Northern Midlands (M)	2006	Employed (full-time)	3167
Northern Midlands (M)	2006	Employed (part-time)	1643
Northern Midlands (M)	2006	Not in the labour force	3574
Northern Midlands (M)	2006	Unemployed (looking for work)	274
Northern Midlands (M)	2011		368
Northern Midlands (M)	2011	Employed (away from work)	351
Northern Midlands (M)	2011	Employed (full-time)	3196
Northern Midlands (M)	2011	Employed (part-time)	1849
Northern Midlands (M)	2011	Not in the labour force	3804
Northern Midlands (M)	2011	Unemployed (looking for work)	314
Northern Midlands (M)	2016		812
Northern Midlands (M)	2016	Employed (away from work)	327
Northern Midlands (M)	2016	Employed (full-time)	3204
Northern Midlands (M)	2016	Employed (part-time)	1966
Northern Midlands (M)	2016	Not in the labour force	3946
Northern Midlands (M)	2016	Unemployed (looking for work)	357
Sorell (M)	2006		413
Sorell (M)	2006	Employed (away from work)	385
Sorell (M)	2006	Employed (full-time)	3090
Sorell (M)	2006	Employed (part-time)	1727
Sorell (M)	2006	Not in the labour force	3448
Sorell (M)	2006	Unemployed (looking for work)	373
Sorell (M)	2011		497
Sorell (M)	2011	Employed (away from work)	419
Sorell (M)	2011	Employed (full-time)	3571
Sorell (M)	2011	Employed (part-time)	1958
Sorell (M)	2011	Not in the labour force	3723
Sorell (M)	2011	Unemployed (looking for work)	418
Sorell (M)	2016		754
Sorell (M)	2016	Employed (away from work)	399
Sorell (M)	2016	Employed (full-time)	3547
Sorell (M)	2016	Employed (part-time)	2372
Sorell (M)	2016	Not in the labour force	4219
Sorell (M)	2016	Unemployed (looking for work)	442
Southern Midlands (M)	2006		245
Southern Midlands (M)	2006	Employed (away from work)	181
Southern Midlands (M)	2006	Employed (full-time)	1460
Southern Midlands (M)	2006	Employed (part-time)	732
Southern Midlands (M)	2006	Not in the labour force	1637
Southern Midlands (M)	2006	Unemployed (looking for work)	161
Southern Midlands (M)	2011		260
Southern Midlands (M)	2011	Employed (away from work)	197
Southern Midlands (M)	2011	Employed (full-time)	1503
Southern Midlands (M)	2011	Employed (part-time)	844
Southern Midlands (M)	2011	Not in the labour force	1831
Southern Midlands (M)	2011	Unemployed (looking for work)	162
Southern Midlands (M)	2016		361
Southern Midlands (M)	2016	Employed (away from work)	195
Southern Midlands (M)	2016	Employed (full-time)	1531
Southern Midlands (M)	2016	Employed (part-time)	870
Southern Midlands (M)	2016	Not in the labour force	1807
Southern Midlands (M)	2016	Unemployed (looking for work)	151
Tasman (M)	2006		111
Tasman (M)	2006	Employed (away from work)	93
Tasman (M)	2006	Employed (full-time)	388
Tasman (M)	2006	Employed (part-time)	338
Tasman (M)	2006	Not in the labour force	846
Tasman (M)	2006	Unemployed (looking for work)	86
Tasman (M)	2011		117
Tasman (M)	2011	Employed (away from work)	77
Tasman (M)	2011	Employed (full-time)	425
Tasman (M)	2011	Employed (part-time)	359
Tasman (M)	2011	Not in the labour force	926
Tasman (M)	2011	Unemployed (looking for work)	70
Tasman (M)	2016		243
Tasman (M)	2016	Employed (away from work)	65
Tasman (M)	2016	Employed (full-time)	360
Tasman (M)	2016	Employed (part-time)	371
Tasman (M)	2016	Not in the labour force	955
Tasman (M)	2016	Unemployed (looking for work)	53
Waratah/Wynyard (M)	2006		409
Waratah/Wynyard (M)	2006	Employed (away from work)	411
Waratah/Wynyard (M)	2006	Employed (full-time)	3199
Waratah/Wynyard (M)	2006	Employed (part-time)	1672
Waratah/Wynyard (M)	2006	Not in the labour force	4524
Waratah/Wynyard (M)	2006	Unemployed (looking for work)	466
Waratah/Wynyard (M)	2011		451
Waratah/Wynyard (M)	2011	Employed (away from work)	417
Waratah/Wynyard (M)	2011	Employed (full-time)	3294
Waratah/Wynyard (M)	2011	Employed (part-time)	1944
Waratah/Wynyard (M)	2011	Not in the labour force	4615
Waratah/Wynyard (M)	2011	Unemployed (looking for work)	422
Waratah/Wynyard (M)	2016		705
Waratah/Wynyard (M)	2016	Employed (away from work)	328
Waratah/Wynyard (M)	2016	Employed (full-time)	2997
Waratah/Wynyard (M)	2016	Employed (part-time)	2011
Waratah/Wynyard (M)	2016	Not in the labour force	4762
Waratah/Wynyard (M)	2016	Unemployed (looking for work)	435
West Coast (M)	2006		194
West Coast (M)	2006	Employed (away from work)	175
West Coast (M)	2006	Employed (full-time)	1297
West Coast (M)	2006	Employed (part-time)	584
West Coast (M)	2006	Not in the labour force	1444
West Coast (M)	2006	Unemployed (looking for work)	202
West Coast (M)	2011		212
West Coast (M)	2011	Employed (away from work)	165
West Coast (M)	2011	Employed (full-time)	1304
West Coast (M)	2011	Employed (part-time)	544
West Coast (M)	2011	Not in the labour force	1324
West Coast (M)	2011	Unemployed (looking for work)	166
West Coast (M)	2016		255
West Coast (M)	2016	Employed (away from work)	120
West Coast (M)	2016	Employed (full-time)	887
West Coast (M)	2016	Employed (part-time)	514
West Coast (M)	2016	Not in the labour force	1364
West Coast (M)	2016	Unemployed (looking for work)	243
West Tamar (M)	2006		767
West Tamar (M)	2006	Employed (away from work)	640
West Tamar (M)	2006	Employed (full-time)	5410
West Tamar (M)	2006	Employed (part-time)	3048
West Tamar (M)	2006	Not in the labour force	6192
West Tamar (M)	2006	Unemployed (looking for work)	502
West Tamar (M)	2011		695
West Tamar (M)	2011	Employed (away from work)	645
West Tamar (M)	2011	Employed (full-time)	5711
West Tamar (M)	2011	Employed (part-time)	3561
West Tamar (M)	2011	Not in the labour force	6404
West Tamar (M)	2011	Unemployed (looking for work)	570
West Tamar (M)	2016		1106
West Tamar (M)	2016	Employed (away from work)	651
West Tamar (M)	2016	Employed (full-time)	5427
West Tamar (M)	2016	Employed (part-time)	3773
West Tamar (M)	2016	Not in the labour force	7104
West Tamar (M)	2016	Unemployed (looking for work)	671
No usual address (Tas.)	2006		62
No usual address (Tas.)	2006	Employed (away from work)	31
No usual address (Tas.)	2006	Employed (full-time)	176
No usual address (Tas.)	2006	Employed (part-time)	67
No usual address (Tas.)	2006	Not in the labour force	325
No usual address (Tas.)	2006	Unemployed (looking for work)	106
No usual address (Tas.)	2011		137
No usual address (Tas.)	2011	Employed (away from work)	31
No usual address (Tas.)	2011	Employed (full-time)	179
No usual address (Tas.)	2011	Employed (part-time)	90
No usual address (Tas.)	2011	Not in the labour force	426
No usual address (Tas.)	2011	Unemployed (looking for work)	113
No usual address (Tas.)	2016		163
No usual address (Tas.)	2016	Employed (away from work)	18
No usual address (Tas.)	2016	Employed (full-time)	139
No usual address (Tas.)	2016	Employed (part-time)	91
No usual address (Tas.)	2016	Not in the labour force	329
No usual address (Tas.)	2016	Unemployed (looking for work)	95
Migratory - Offshore - Shipping (Tas.)	2006		6
Migratory - Offshore - Shipping (Tas.)	2006	Employed (away from work)	3
Migratory - Offshore - Shipping (Tas.)	2006	Employed (full-time)	70
Migratory - Offshore - Shipping (Tas.)	2006	Employed (part-time)	5
Migratory - Offshore - Shipping (Tas.)	2006	Not in the labour force	5
Migratory - Offshore - Shipping (Tas.)	2006	Unemployed (looking for work)	0
Migratory - Offshore - Shipping (Tas.)	2011		14
Migratory - Offshore - Shipping (Tas.)	2011	Employed (away from work)	12
Migratory - Offshore - Shipping (Tas.)	2011	Employed (full-time)	59
Migratory - Offshore - Shipping (Tas.)	2011	Employed (part-time)	4
Migratory - Offshore - Shipping (Tas.)	2011	Not in the labour force	15
Migratory - Offshore - Shipping (Tas.)	2011	Unemployed (looking for work)	6
Migratory - Offshore - Shipping (Tas.)	2016		14
Migratory - Offshore - Shipping (Tas.)	2016	Employed (away from work)	3
Migratory - Offshore - Shipping (Tas.)	2016	Employed (full-time)	40
Migratory - Offshore - Shipping (Tas.)	2016	Employed (part-time)	4
Migratory - Offshore - Shipping (Tas.)	2016	Not in the labour force	12
Migratory - Offshore - Shipping (Tas.)	2016	Unemployed (looking for work)	0
Alice Springs (T)	2006		1870
Alice Springs (T)	2006	Employed (away from work)	875
Alice Springs (T)	2006	Employed (full-time)	8943
Alice Springs (T)	2006	Employed (part-time)	2603
Alice Springs (T)	2006	Not in the labour force	3708
Alice Springs (T)	2006	Unemployed (looking for work)	319
