STE_NAME16	Year	Age5yr	LabourForceStatus	Sex	adults
Other Territories	2011	40-44	Employed (full-time)	M	58
Other Territories	2011	40-44	Employed (hours worked not stated)	F	0
Other Territories	2011	40-44	Employed (hours worked not stated)	M	0
Other Territories	2011	40-44	Employed (part-time)	F	17
Other Territories	2011	40-44	Employed (part-time)	M	7
Other Territories	2011	40-44	Not in the labour force	F	19
Other Territories	2011	40-44	Not in the labour force	M	42
Other Territories	2011	40-44	Unemployed (looking for full-time work)	F	0
Other Territories	2011	40-44	Unemployed (looking for full-time work)	M	0
Other Territories	2011	40-44	Unemployed (looking for part-time work)	F	0
Other Territories	2011	40-44	Unemployed (looking for part-time work)	M	0
Other Territories	2011	45-49		F	3
Other Territories	2011	45-49		M	6
Other Territories	2011	45-49	Employed (away from work)	F	5
Other Territories	2011	45-49	Employed (away from work)	M	4
Other Territories	2011	45-49	Employed (full-time)	F	38
Other Territories	2011	45-49	Employed (full-time)	M	82
Other Territories	2011	45-49	Employed (hours worked not stated)	F	3
Other Territories	2011	45-49	Employed (hours worked not stated)	M	3
Other Territories	2011	45-49	Employed (part-time)	F	24
Other Territories	2011	45-49	Employed (part-time)	M	9
Other Territories	2011	45-49	Not in the labour force	F	23
Other Territories	2011	45-49	Not in the labour force	M	25
Other Territories	2011	45-49	Unemployed (looking for full-time work)	F	0
Other Territories	2011	45-49	Unemployed (looking for full-time work)	M	0
Other Territories	2011	45-49	Unemployed (looking for part-time work)	F	0
Other Territories	2011	45-49	Unemployed (looking for part-time work)	M	0
Other Territories	2011	50-54		F	0
Other Territories	2011	50-54		M	0
Other Territories	2011	50-54	Employed (away from work)	F	0
Other Territories	2011	50-54	Employed (away from work)	M	3
Other Territories	2011	50-54	Employed (full-time)	F	41
Other Territories	2011	50-54	Employed (full-time)	M	61
Other Territories	2011	50-54	Employed (hours worked not stated)	F	0
Other Territories	2011	50-54	Employed (hours worked not stated)	M	0
Other Territories	2011	50-54	Employed (part-time)	F	14
Other Territories	2011	50-54	Employed (part-time)	M	14
Other Territories	2011	50-54	Not in the labour force	F	28
Other Territories	2011	50-54	Not in the labour force	M	22
Other Territories	2011	50-54	Unemployed (looking for full-time work)	F	0
Other Territories	2011	50-54	Unemployed (looking for full-time work)	M	3
Other Territories	2011	50-54	Unemployed (looking for part-time work)	F	0
Other Territories	2011	50-54	Unemployed (looking for part-time work)	M	0
Other Territories	2011	55-59		F	3
Other Territories	2011	55-59		M	4
Other Territories	2011	55-59	Employed (away from work)	F	3
Other Territories	2011	55-59	Employed (away from work)	M	4
Other Territories	2011	55-59	Employed (full-time)	F	25
Other Territories	2011	55-59	Employed (full-time)	M	74
Other Territories	2011	55-59	Employed (hours worked not stated)	F	0
Other Territories	2011	55-59	Employed (hours worked not stated)	M	3
Other Territories	2011	55-59	Employed (part-time)	F	9
Other Territories	2011	55-59	Employed (part-time)	M	8
Other Territories	2011	55-59	Not in the labour force	F	41
Other Territories	2011	55-59	Not in the labour force	M	15
Other Territories	2011	55-59	Unemployed (looking for full-time work)	F	0
Other Territories	2011	55-59	Unemployed (looking for full-time work)	M	0
Other Territories	2011	55-59	Unemployed (looking for part-time work)	F	0
Other Territories	2011	55-59	Unemployed (looking for part-time work)	M	0
Other Territories	2011	60-64		F	6
Other Territories	2011	60-64		M	4
Other Territories	2011	60-64	Employed (away from work)	F	0
Other Territories	2011	60-64	Employed (away from work)	M	3
Other Territories	2011	60-64	Employed (full-time)	F	13
Other Territories	2011	60-64	Employed (full-time)	M	55
Other Territories	2011	60-64	Employed (hours worked not stated)	F	0
Other Territories	2011	60-64	Employed (hours worked not stated)	M	6
Other Territories	2011	60-64	Employed (part-time)	F	6
Other Territories	2011	60-64	Employed (part-time)	M	5
Other Territories	2011	60-64	Not in the labour force	F	19
Other Territories	2011	60-64	Not in the labour force	M	21
Other Territories	2011	60-64	Unemployed (looking for full-time work)	F	0
Other Territories	2011	60-64	Unemployed (looking for full-time work)	M	0
Other Territories	2011	60-64	Unemployed (looking for part-time work)	F	0
Other Territories	2011	60-64	Unemployed (looking for part-time work)	M	0
Other Territories	2011	65-69		F	0
Other Territories	2011	65-69		M	5
Other Territories	2011	65-69	Employed (away from work)	F	0
Other Territories	2011	65-69	Employed (away from work)	M	0
Other Territories	2011	65-69	Employed (full-time)	F	4
Other Territories	2011	65-69	Employed (full-time)	M	9
Other Territories	2011	65-69	Employed (hours worked not stated)	F	0
Other Territories	2011	65-69	Employed (hours worked not stated)	M	0
Other Territories	2011	65-69	Employed (part-time)	F	0
Other Territories	2011	65-69	Employed (part-time)	M	3
Other Territories	2011	65-69	Not in the labour force	F	22
Other Territories	2011	65-69	Not in the labour force	M	28
Other Territories	2011	65-69	Unemployed (looking for full-time work)	F	0
Other Territories	2011	65-69	Unemployed (looking for full-time work)	M	0
Other Territories	2011	65-69	Unemployed (looking for part-time work)	F	0
Other Territories	2011	65-69	Unemployed (looking for part-time work)	M	0
Other Territories	2011	70-74		F	0
Other Territories	2011	70-74		M	0
Other Territories	2011	70-74	Employed (away from work)	F	0
Other Territories	2011	70-74	Employed (away from work)	M	0
Other Territories	2011	70-74	Employed (full-time)	F	0
Other Territories	2011	70-74	Employed (full-time)	M	10
Other Territories	2011	70-74	Employed (hours worked not stated)	F	0
Other Territories	2011	70-74	Employed (hours worked not stated)	M	0
Other Territories	2011	70-74	Employed (part-time)	F	0
Other Territories	2011	70-74	Employed (part-time)	M	0
Other Territories	2011	70-74	Not in the labour force	F	13
Other Territories	2011	70-74	Not in the labour force	M	29
Other Territories	2011	70-74	Unemployed (looking for full-time work)	F	0
Other Territories	2011	70-74	Unemployed (looking for full-time work)	M	0
Other Territories	2011	70-74	Unemployed (looking for part-time work)	F	0
Other Territories	2011	70-74	Unemployed (looking for part-time work)	M	0
Other Territories	2011	75+		F	0
Other Territories	2011	75+		M	5
Other Territories	2011	75+	Employed (away from work)	F	0
Other Territories	2011	75+	Employed (away from work)	M	0
Other Territories	2011	75+	Employed (full-time)	F	0
Other Territories	2011	75+	Employed (full-time)	M	0
Other Territories	2011	75+	Employed (hours worked not stated)	F	0
Other Territories	2011	75+	Employed (hours worked not stated)	M	0
Other Territories	2011	75+	Employed (part-time)	F	0
Other Territories	2011	75+	Employed (part-time)	M	0
Other Territories	2011	75+	Not in the labour force	F	15
Other Territories	2011	75+	Not in the labour force	M	13
Other Territories	2011	75+	Unemployed (looking for full-time work)	F	0
Other Territories	2011	75+	Unemployed (looking for full-time work)	M	0
Other Territories	2011	75+	Unemployed (looking for part-time work)	F	0
Other Territories	2011	75+	Unemployed (looking for part-time work)	M	0
Other Territories	2016	15-19		F	12
Other Territories	2016	15-19		M	8
Other Territories	2016	15-19	Employed (away from work)	F	3
Other Territories	2016	15-19	Employed (away from work)	M	0
Other Territories	2016	15-19	Employed (full-time)	F	4
Other Territories	2016	15-19	Employed (full-time)	M	18
Other Territories	2016	15-19	Employed (hours worked not stated)	F	9
Other Territories	2016	15-19	Employed (hours worked not stated)	M	0
Other Territories	2016	15-19	Employed (part-time)	F	26
Other Territories	2016	15-19	Employed (part-time)	M	19
Other Territories	2016	15-19	Not in the labour force	F	48
Other Territories	2016	15-19	Not in the labour force	M	56
Other Territories	2016	15-19	Unemployed (looking for full-time work)	F	3
Other Territories	2016	15-19	Unemployed (looking for full-time work)	M	3
Other Territories	2016	15-19	Unemployed (looking for part-time work)	F	0
Other Territories	2016	15-19	Unemployed (looking for part-time work)	M	0
Other Territories	2016	20-24		F	6
Other Territories	2016	20-24		M	24
Other Territories	2016	20-24	Employed (away from work)	F	3
Other Territories	2016	20-24	Employed (away from work)	M	4
Other Territories	2016	20-24	Employed (full-time)	F	29
Other Territories	2016	20-24	Employed (full-time)	M	40
Other Territories	2016	20-24	Employed (hours worked not stated)	F	0
Other Territories	2016	20-24	Employed (hours worked not stated)	M	6
Other Territories	2016	20-24	Employed (part-time)	F	15
Other Territories	2016	20-24	Employed (part-time)	M	17
Other Territories	2016	20-24	Not in the labour force	F	15
Other Territories	2016	20-24	Not in the labour force	M	48
Other Territories	2016	20-24	Unemployed (looking for full-time work)	F	3
Other Territories	2016	20-24	Unemployed (looking for full-time work)	M	0
Other Territories	2016	20-24	Unemployed (looking for part-time work)	F	0
Other Territories	2016	20-24	Unemployed (looking for part-time work)	M	0
Other Territories	2016	25-29		F	12
Other Territories	2016	25-29		M	21
Other Territories	2016	25-29	Employed (away from work)	F	6
Other Territories	2016	25-29	Employed (away from work)	M	4
Other Territories	2016	25-29	Employed (full-time)	F	46
Other Territories	2016	25-29	Employed (full-time)	M	59
Other Territories	2016	25-29	Employed (hours worked not stated)	F	0
Other Territories	2016	25-29	Employed (hours worked not stated)	M	3
Other Territories	2016	25-29	Employed (part-time)	F	16
Other Territories	2016	25-29	Employed (part-time)	M	11
Other Territories	2016	25-29	Not in the labour force	F	15
Other Territories	2016	25-29	Not in the labour force	M	56
Other Territories	2016	25-29	Unemployed (looking for full-time work)	F	3
Other Territories	2016	25-29	Unemployed (looking for full-time work)	M	0
Other Territories	2016	25-29	Unemployed (looking for part-time work)	F	0
Other Territories	2016	25-29	Unemployed (looking for part-time work)	M	0
Other Territories	2016	30-34		F	18
Other Territories	2016	30-34		M	24
Other Territories	2016	30-34	Employed (away from work)	F	12
Other Territories	2016	30-34	Employed (away from work)	M	3
Other Territories	2016	30-34	Employed (full-time)	F	43
Other Territories	2016	30-34	Employed (full-time)	M	76
Other Territories	2016	30-34	Employed (hours worked not stated)	F	0
Other Territories	2016	30-34	Employed (hours worked not stated)	M	4
Other Territories	2016	30-34	Employed (part-time)	F	43
Other Territories	2016	30-34	Employed (part-time)	M	10
Other Territories	2016	30-34	Not in the labour force	F	34
Other Territories	2016	30-34	Not in the labour force	M	47
Other Territories	2016	30-34	Unemployed (looking for full-time work)	F	4
Other Territories	2016	30-34	Unemployed (looking for full-time work)	M	0
Other Territories	2016	30-34	Unemployed (looking for part-time work)	F	0
Other Territories	2016	30-34	Unemployed (looking for part-time work)	M	0
Other Territories	2016	35-39		F	5
Other Territories	2016	35-39		M	11
Other Territories	2016	35-39	Employed (away from work)	F	8
Other Territories	2016	35-39	Employed (away from work)	M	6
Other Territories	2016	35-39	Employed (full-time)	F	53
Other Territories	2016	35-39	Employed (full-time)	M	97
Other Territories	2016	35-39	Employed (hours worked not stated)	F	3
Other Territories	2016	35-39	Employed (hours worked not stated)	M	4
Other Territories	2016	35-39	Employed (part-time)	F	32
Other Territories	2016	35-39	Employed (part-time)	M	16
Other Territories	2016	35-39	Not in the labour force	F	32
Other Territories	2016	35-39	Not in the labour force	M	42
Other Territories	2016	35-39	Unemployed (looking for full-time work)	F	3
Other Territories	2016	35-39	Unemployed (looking for full-time work)	M	0
Other Territories	2016	35-39	Unemployed (looking for part-time work)	F	0
Other Territories	2016	35-39	Unemployed (looking for part-time work)	M	0
Other Territories	2016	40-44		F	12
Other Territories	2016	40-44		M	12
Other Territories	2016	40-44	Employed (away from work)	F	8
Other Territories	2016	40-44	Employed (away from work)	M	0
Other Territories	2016	40-44	Employed (full-time)	F	60
Other Territories	2016	40-44	Employed (full-time)	M	105
Other Territories	2016	40-44	Employed (hours worked not stated)	F	0
Other Territories	2016	40-44	Employed (hours worked not stated)	M	4
Other Territories	2016	40-44	Employed (part-time)	F	42
Other Territories	2016	40-44	Employed (part-time)	M	3
Other Territories	2016	40-44	Not in the labour force	F	23
Other Territories	2016	40-44	Not in the labour force	M	36
Other Territories	2016	40-44	Unemployed (looking for full-time work)	F	3
Other Territories	2016	40-44	Unemployed (looking for full-time work)	M	0
Other Territories	2016	40-44	Unemployed (looking for part-time work)	F	3
Other Territories	2016	40-44	Unemployed (looking for part-time work)	M	3
Other Territories	2016	45-49		F	18
Other Territories	2016	45-49		M	18
Other Territories	2016	45-49	Employed (away from work)	F	7
Other Territories	2016	45-49	Employed (away from work)	M	4
Other Territories	2016	45-49	Employed (full-time)	F	70
Other Territories	2016	45-49	Employed (full-time)	M	103
Other Territories	2016	45-49	Employed (hours worked not stated)	F	4
Other Territories	2016	45-49	Employed (hours worked not stated)	M	4
