SA2_NAME16	Year	persons
Cambridge	2011	7217
Cambridge	2016	7657
Geilston Bay - Risdon	2006	2971
Geilston Bay - Risdon	2011	3182
Geilston Bay - Risdon	2016	3221
Howrah - Tranmere	2006	8878
Howrah - Tranmere	2011	9634
Howrah - Tranmere	2016	10387
Lindisfarne - Rose Bay	2006	6782
Lindisfarne - Rose Bay	2011	6716
Lindisfarne - Rose Bay	2016	7283
Mornington - Warrane	2006	4332
Mornington - Warrane	2011	4594
Mornington - Warrane	2016	4703
Risdon Vale	2006	2868
Risdon Vale	2011	2905
Risdon Vale	2016	3095
Rokeby	2006	5001
Rokeby	2011	5492
Rokeby	2016	6107
South Arm	2006	3814
South Arm	2011	4076
South Arm	2016	4205
Austins Ferry - Granton	2006	3278
Austins Ferry - Granton	2011	3746
Austins Ferry - Granton	2016	3985
Berriedale - Chigwell	2006	5192
Berriedale - Chigwell	2011	5339
Berriedale - Chigwell	2016	5525
Claremont (Tas.)	2006	7502
Claremont (Tas.)	2011	7681
Claremont (Tas.)	2016	7750
Derwent Park - Lutana	2006	4200
Derwent Park - Lutana	2011	4144
Derwent Park - Lutana	2016	4148
Glenorchy	2006	10060
Glenorchy	2011	10533
Glenorchy	2016	11063
Montrose - Rosetta	2006	4508
Montrose - Rosetta	2011	4576
Montrose - Rosetta	2016	4879
Moonah	2006	5084
Moonah	2011	5127
Moonah	2016	5284
New Norfolk	2006	6229
New Norfolk	2011	6332
New Norfolk	2016	6605
West Moonah	2006	3893
West Moonah	2011	3773
West Moonah	2016	3919
Kingston - Huntingfield	2006	9460
Kingston - Huntingfield	2011	10753
Kingston - Huntingfield	2016	11309
Kingston Beach - Blackmans Bay	2006	9506
Kingston Beach - Blackmans Bay	2011	9742
Kingston Beach - Blackmans Bay	2016	10288
Margate - Snug	2006	5813
Margate - Snug	2011	7085
Margate - Snug	2016	7709
Mount Wellington	2006	0
Mount Wellington	2011	0
Mount Wellington	2016	0
Taroona - Bonnet Hill	2006	3445
Taroona - Bonnet Hill	2011	3510
Taroona - Bonnet Hill	2016	3574
Hobart	2006	6978
Hobart	2011	7445
Hobart	2016	7809
Lenah Valley - Mount Stuart	2006	8367
Lenah Valley - Mount Stuart	2011	8134
Lenah Valley - Mount Stuart	2016	8323
Mount Nelson - Dynnyrne	2006	3833
Mount Nelson - Dynnyrne	2011	4402
Mount Nelson - Dynnyrne	2016	4656
New Town	2006	5869
New Town	2011	5969
New Town	2016	6032
Sandy Bay	2006	11333
Sandy Bay	2011	11158
Sandy Bay	2016	11773
South Hobart - Fern Tree	2006	5797
South Hobart - Fern Tree	2011	5905
South Hobart - Fern Tree	2016	6095
West Hobart	2006	5523
West Hobart	2011	5800
West Hobart	2016	5873
Dodges Ferry - Lewisham	2006	6424
Dodges Ferry - Lewisham	2011	7083
Dodges Ferry - Lewisham	2016	7530
Sorell - Richmond	2006	7425
Sorell - Richmond	2011	7771
Sorell - Richmond	2016	8553
Invermay	2006	3117
Invermay	2011	3086
Invermay	2016	3061
Kings Meadows - Punchbowl	2006	3838
Kings Meadows - Punchbowl	2011	3910
Kings Meadows - Punchbowl	2016	4221
Launceston	2006	5143
Launceston	2011	5136
Launceston	2016	5142
Legana	2006	2971
Legana	2011	3680
Legana	2016	4073
Mowbray	2006	3240
Mowbray	2011	3751
Mowbray	2016	3733
Newnham - Mayfield	2006	8033
Newnham - Mayfield	2011	8575
Newnham - Mayfield	2016	8990
Newstead	2006	4717
Newstead	2011	4967
Newstead	2016	5214
Norwood (Tas.)	2006	3763
Norwood (Tas.)	2011	3794
Norwood (Tas.)	2016	3881
Prospect Vale - Blackstone	2006	5920
Prospect Vale - Blackstone	2011	6314
Prospect Vale - Blackstone	2016	6418
Ravenswood	2006	4145
Ravenswood	2011	3975
Ravenswood	2016	3625
Riverside	2006	5759
Riverside	2011	6071
Riverside	2016	6424
South Launceston	2006	4257
South Launceston	2011	4446
South Launceston	2016	4609
Summerhill - Prospect	2006	4493
Summerhill - Prospect	2011	4495
Summerhill - Prospect	2016	4681
Trevallyn	2006	4440
Trevallyn	2011	4639
Trevallyn	2016	4562
Waverley - St Leonards	2006	3371
Waverley - St Leonards	2011	3469
Waverley - St Leonards	2016	3506
West Launceston	2006	4127
West Launceston	2011	4030
West Launceston	2016	4131
Youngtown - Relbia	2006	4388
Youngtown - Relbia	2011	4697
Youngtown - Relbia	2016	4643
Beauty Point - Beaconsfield	2006	3771
Beauty Point - Beaconsfield	2011	3727
Beauty Point - Beaconsfield	2016	3761
Deloraine	2006	5416
Deloraine	2011	5584
Deloraine	2016	5718
Grindelwald - Lanena	2006	5708
Grindelwald - Lanena	2011	5559
Grindelwald - Lanena	2016	5709
Hadspen - Carrick	2006	3035
Hadspen - Carrick	2011	3174
Hadspen - Carrick	2016	3240
Westbury	2006	3977
Westbury	2011	3959
Westbury	2016	4025
Dilston - Lilydale	2006	3741
Dilston - Lilydale	2011	3931
Dilston - Lilydale	2016	3954
George Town	2006	6529
George Town	2011	6694
George Town	2016	6853
Longford	2006	3832
Longford	2011	3756
Longford	2016	4013
Northern Midlands	2006	3481
Northern Midlands	2011	3618
Northern Midlands	2016	3633
Perth - Evandale	2006	4781
Perth - Evandale	2011	4735
Perth - Evandale	2016	5067
St Helens - Scamander	2006	6068
St Helens - Scamander	2011	6176
St Helens - Scamander	2016	6083
Flinders and Cape Barren Islands	2006	859
Flinders and Cape Barren Islands	2011	776
Flinders and Cape Barren Islands	2016	906
Scottsdale - Bridport	2006	6996
Scottsdale - Bridport	2011	6829
Scottsdale - Bridport	2016	6618
Central Highlands	2006	2244
Central Highlands	2011	2170
Central Highlands	2016	2058
Derwent Valley	2006	2936
Derwent Valley	2011	3095
Derwent Valley	2016	3100
Southern Midlands	2006	5673
Southern Midlands	2011	6071
Southern Midlands	2016	6058
Wilderness - East	2006	0
Wilderness - East	2011	6
Wilderness - East	2016	15
Bruny Island - Kettering	2006	2617
Bruny Island - Kettering	2011	2796
Bruny Island - Kettering	2016	2942
Cygnet	2006	3641
Cygnet	2011	3887
Cygnet	2016	4230
Geeveston - Dover	2006	3298
Geeveston - Dover	2011	3492
Geeveston - Dover	2016	3664
Huonville - Franklin	2006	7066
Huonville - Franklin	2011	7762
Huonville - Franklin	2016	8305
Forestier - Tasman	2006	2241
Forestier - Tasman	2011	2355
Forestier - Tasman	2016	2372
Triabunna - Bicheno	2006	4188
Triabunna - Bicheno	2011	4165
Triabunna - Bicheno	2016	4375
Acton - Upper Burnie	2006	3331
Acton - Upper Burnie	2011	3306
Acton - Upper Burnie	2016	3169
Burnie - Ulverstone Region	2006	4868
Burnie - Ulverstone Region	2011	5108
Burnie - Ulverstone Region	2016	4975
Burnie - Wivenhoe	2006	3752
Burnie - Wivenhoe	2011	3787
Burnie - Wivenhoe	2016	3606
Parklands - Camdale	2006	6230
Parklands - Camdale	2011	6304
Parklands - Camdale	2016	6329
Penguin - Sulphur Creek	2006	4886
Penguin - Sulphur Creek	2011	4935
Penguin - Sulphur Creek	2016	5023
Romaine - Havenview	2006	3526
Romaine - Havenview	2011	3501
Romaine - Havenview	2016	3399
Somerset	2006	4075
Somerset	2011	3975
Somerset	2016	3903
Ulverstone	2006	6559
Ulverstone	2011	6717
Ulverstone	2016	6852
West Ulverstone	2006	4143
West Ulverstone	2011	4339
West Ulverstone	2016	4191
Wynyard	2006	5704
Wynyard	2011	5991
Wynyard	2016	6089
Devonport	2006	13946
Devonport	2011	14009
Devonport	2016	13759
East Devonport	2006	4928
East Devonport	2011	4913
East Devonport	2016	4711
Latrobe	2006	3572
Latrobe	2011	4224
Latrobe	2016	4510
Miandetta - Don	2006	2453
Miandetta - Don	2011	3075
Miandetta - Don	2016	3497
Port Sorell	2006	4588
Port Sorell	2011	5021
Port Sorell	2016	5625
Quoiba - Spreyton	2006	2950
Quoiba - Spreyton	2011	2824
Quoiba - Spreyton	2016	2910
Sheffield - Railton	2006	5759
Sheffield - Railton	2011	6097
Sheffield - Railton	2016	6133
Turners Beach - Forth	2006	2620
Turners Beach - Forth	2011	3054
Turners Beach - Forth	2016	3112
King Island	2006	1641
King Island	2011	1563
King Island	2016	1585
North West	2006	4593
North West	2011	4038
North West	2016	4034
Smithton	2006	3361
Smithton	2011	3933
Smithton	2016	3881
Waratah	2006	3626
Waratah	2011	3735
Waratah	2016	3589
West Coast (Tas.)	2006	5003
West Coast (Tas.)	2011	4679
West Coast (Tas.)	2016	4149
Wilderness - West	2006	0
Wilderness - West	2011	0
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2006	89
Migratory - Offshore - Shipping (Tas.)	2011	113
Migratory - Offshore - Shipping (Tas.)	2016	68
No usual address (Tas.)	2006	872
No usual address (Tas.)	2011	1072
No usual address (Tas.)	2016	912
Darwin Airport	2006	17
Darwin Airport	2011	450
Darwin Airport	2016	18
Darwin City	2006	2482
Darwin City	2011	4545
Darwin City	2016	6464
East Point	2006	0
East Point	2011	42
East Point	2016	14
Fannie Bay - The Gardens	2006	3004
Fannie Bay - The Gardens	2011	3256
Fannie Bay - The Gardens	2016	3351
Larrakeyah	2006	3037
Larrakeyah	2011	3244
Larrakeyah	2016	3729
Ludmilla - The Narrows	2006	3533
Ludmilla - The Narrows	2011	2864
Ludmilla - The Narrows	2016	2545
Parap	2006	1804
Parap	2011	1976
Parap	2016	2747
Stuart Park	2006	3494
Stuart Park	2011	3748
Stuart Park	2016	4149
Woolner - Bayview - Winnellie	2006	2066
Woolner - Bayview - Winnellie	2011	2651
Woolner - Bayview - Winnellie	2016	2821
Alawa	2006	2122
Alawa	2011	2124
Alawa	2016	2127
Anula	2006	2393
Anula	2011	2405
Anula	2016	2369
Berrimah	2006	1974
Berrimah	2011	2524
Berrimah	2016	1277
Brinkin - Nakara	2006	2951
Brinkin - Nakara	2011	3055
Brinkin - Nakara	2016	3581
Buffalo Creek	2006	0
Buffalo Creek	2011	4
Buffalo Creek	2016	0
Charles Darwin	2006	0
Charles Darwin	2011	11
Charles Darwin	2016	0
Coconut Grove	2006	2592
Coconut Grove	2011	2851
Coconut Grove	2016	3050
East Arm	2006	0
East Arm	2011	9
East Arm	2016	13
Jingili	2006	1823
Jingili	2011	1819
Jingili	2016	1757
Karama	2006	4779
Karama	2011	4845
Karama	2016	4944
Leanyer	2006	4590
Leanyer	2011	4693
Leanyer	2016	4578
Lyons (NT)	2006	130
Lyons (NT)	2011	2074
Lyons (NT)	2016	4799
Malak - Marrara	2006	4665
Malak - Marrara	2011	4756
Malak - Marrara	2016	4549
Millner	2006	2371
Millner	2011	2467
Millner	2016	2548
Moil	2006	2093
Moil	2011	2027
Moil	2016	2000
Nightcliff	2006	3357
Nightcliff	2011	3655
Nightcliff	2016	3853
Rapid Creek	2006	2935
Rapid Creek	2011	3270
Rapid Creek	2016	3282
Tiwi	2006	2514
Tiwi	2011	2510
Tiwi	2016	2562
Wagaman	2006	2037
Wagaman	2011	2111
Wagaman	2016	2163
Wanguri	2006	1858
Wanguri	2011	1777
Wanguri	2016	1876
Wulagi	2006	2552
Wulagi	2011	2621
Wulagi	2016	2435
Howard Springs	2006	3567
Howard Springs	2011	4299
Howard Springs	2016	6981
Humpty Doo	2006	6396
Humpty Doo	2011	7799
Humpty Doo	2016	8711
Koolpinyah	2006	0
Koolpinyah	2011	20
Koolpinyah	2016	25
Virginia	2006	2474
Virginia	2011	2851
Virginia	2016	3292
Weddell	2006	2746
Weddell	2011	3647
Weddell	2016	4527
Bakewell	2006	2990
Bakewell	2011	3190
Bakewell	2016	3069
Driver	2006	2717
Driver	2011	2961
Driver	2016	2884
Durack - Marlow Lagoon	2006	3272
Durack - Marlow Lagoon	2011	3665
Durack - Marlow Lagoon	2016	4287
Gray	2006	3291
Gray	2011	3311
Gray	2016	3288
Moulden	2006	3363
Moulden	2011	3191
Moulden	2016	2959
Palmerston - North	2006	3023
Palmerston - North	2011	4132
Palmerston - North	2016	4231
Palmerston - South	2006	0
Palmerston - South	2011	7
Palmerston - South	2016	3069
Rosebery - Bellamack	2006	1529
Rosebery - Bellamack	2011	3744
Rosebery - Bellamack	2016	6678
Woodroffe	2006	3455
Woodroffe	2011	3419
Woodroffe	2016	3233
Charles	2006	3846
Charles	2011	4457
Charles	2016	4257
East Side	2006	5183
East Side	2011	5233
East Side	2016	5051
Flynn (NT)	2006	4604
Flynn (NT)	2011	4505
Flynn (NT)	2016	4384
Larapinta	2006	4350
Larapinta	2011	5042
Larapinta	2016	4886
Mount Johns	2006	3759
Mount Johns	2011	3642
Mount Johns	2016	3740
Petermann - Simpson	2006	2389
Petermann - Simpson	2011	2164
Petermann - Simpson	2016	2465
Ross	2006	2146
Ross	2011	2304
Ross	2016	2436
Sandover - Plenty	2006	4073
Sandover - Plenty	2011	3727
Sandover - Plenty	2016	4034
Tanami	2006	2829
Tanami	2011	2930
Tanami	2016	2747
Yuendumu - Anmatjere	2006	2159
Yuendumu - Anmatjere	2011	2060
Yuendumu - Anmatjere	2016	2079
Barkly	2006	2471
Barkly	2011	2660
Barkly	2016	2539
Tennant Creek	2006	2924
Tennant Creek	2011	3061
Tennant Creek	2016	2991
Alligator	2006	3740
Alligator	2011	4234
Alligator	2016	4566
Daly	2006	1789
Daly	2011	1925
Daly	2016	1834
Thamarrurr	2006	1930
Thamarrurr	2011	2305
Thamarrurr	2016	2477
Tiwi Islands	2006	2129
Tiwi Islands	2011	2579
Tiwi Islands	2016	2453
West Arnhem	2006	4231
West Arnhem	2011	4705
West Arnhem	2016	4773
Anindilyakwa	2006	2357
Anindilyakwa	2011	2572
Anindilyakwa	2016	2489
East Arnhem	2006	6779
East Arnhem	2011	7511
East Arnhem	2016	7436
Nhulunbuy	2006	4111
Nhulunbuy	2011	3933
Nhulunbuy	2016	3088
Elsey	2006	1847
Elsey	2011	2053
Elsey	2016	2301
Gulf	2006	3733
Gulf	2011	4044
Gulf	2016	4151
Katherine	2006	8773
Katherine	2011	9210
Katherine	2016	9777
Victoria River	2006	2762
Victoria River	2011	2517
Victoria River	2016	2487
Migratory - Offshore - Shipping (NT)	2006	94
Migratory - Offshore - Shipping (NT)	2011	107
Migratory - Offshore - Shipping (NT)	2016	70
No usual address (NT)	2006	1901
No usual address (NT)	2011	1870
No usual address (NT)	2016	2489
Aranda	2006	2412
Aranda	2011	2483
Aranda	2016	2393
Belconnen	2006	3055
Belconnen	2011	4436
Belconnen	2016	6657
Bruce	2006	3384
Bruce	2011	6390
Bruce	2016	6997
Charnwood	2006	3017
Charnwood	2011	3069
Charnwood	2016	2979
Cook	2006	2816
Cook	2011	2903
Cook	2016	2805
Dunlop	2006	5846
Dunlop	2011	7111
Dunlop	2016	7197
Evatt	2006	5495
Evatt	2011	5412
Evatt	2016	5327
Florey	2006	5109
Florey	2011	5040
Florey	2016	4764
Flynn (ACT)	2006	3548
Flynn (ACT)	2011	3556
Flynn (ACT)	2016	3360
Fraser	2006	2159
Fraser	2011	2121
Fraser	2016	2026
Giralang	2006	3305
Giralang	2011	3303
Giralang	2016	3316
Gooromon	2006	0
Gooromon	2011	3
Gooromon	2016	4
Hawker	2006	2826
Hawker	2011	2876
Hawker	2016	2952
Higgins	2006	3025
Higgins	2011	3092
Higgins	2016	3073
Holt	2006	4694
Holt	2011	4814
Holt	2016	4619
Kaleen	2006	7589
Kaleen	2011	7312
Kaleen	2016	7271
Latham	2006	3686
Latham	2011	3603
Latham	2016	3634
Lawson	2006	0
Lawson	2011	0
Lawson	2016	148
Macgregor (ACT)	2006	3488
Macgregor (ACT)	2011	5504
Macgregor (ACT)	2016	6796
Macquarie	2006	2382
Macquarie	2011	2556
Macquarie	2016	2700
McKellar	2006	2602
McKellar	2011	2798
McKellar	2016	2746
Melba	2006	3266
Melba	2011	3200
Melba	2016	3147
Page	2006	2692
Page	2011	2878
Page	2016	3025
Scullin	2006	2795
Scullin	2011	2814
Scullin	2016	2929
Spence	2006	2595
Spence	2011	2559
Spence	2016	2585
Weetangera	2006	2543
Weetangera	2011	2608
Weetangera	2016	2576
Molonglo Corridor	2006	46
Molonglo Corridor	2011	14
Molonglo Corridor	2016	12
West Belconnen	2006	0
West Belconnen	2011	16
West Belconnen	2016	18
Hume	2006	6
Hume	2011	309
Hume	2016	430
Kowen	2006	52
Kowen	2011	36
Kowen	2016	38
Canberra East	2006	824
Canberra East	2011	877
Canberra East	2016	840
Canberra Airport	2006	68
Canberra Airport	2011	77
Canberra Airport	2016	103
Majura	2006	162
Majura	2011	173
Majura	2016	171
Amaroo	2006	5505
Amaroo	2011	5570
Amaroo	2016	5710
Bonner	2006	0
Bonner	2011	1493
Bonner	2016	6730
Casey	2006	0
Casey	2011	1490
Casey	2016	5758
Crace	2006	0
Crace	2011	562
Crace	2016	4459
Forde	2006	0
Forde	2011	2324
Forde	2016	4308
Franklin	2006	0
Franklin	2011	3805
Franklin	2016	6419
Gungahlin	2006	3695
Gungahlin	2011	5616
Gungahlin	2016	6134
Hall	2006	338
Hall	2011	334
Hall	2016	271
Harrison	2006	464
Harrison	2011	4440
Harrison	2016	7687
Mitchell	2006	3
Mitchell	2011	6
Mitchell	2016	6
Ngunnawal	2006	8941
Ngunnawal	2011	8983
Ngunnawal	2016	10486
Nicholls	2006	6992
Nicholls	2011	6950
Nicholls	2016	6865
Palmerston	2006	5707
Palmerston	2011	5681
Palmerston	2016	5525
Gungahlin - East	2006	15
Gungahlin - East	2011	0
Gungahlin - East	2016	0
Gungahlin - West	2006	0
Gungahlin - West	2011	0
Gungahlin - West	2016	0
Jacka	2006	0
Jacka	2011	0
Jacka	2016	670
Kenny	2006	0
Kenny	2011	35
Kenny	2016	8
Moncrieff	2006	0
Moncrieff	2011	0
Moncrieff	2016	105
Taylor	2006	0
Taylor	2011	0
Taylor	2016	0
Throsby	2006	0
Throsby	2011	0
Throsby	2016	0
Acton	2006	1805
Acton	2011	1968
Acton	2016	2086
Ainslie	2006	4814
Ainslie	2011	5102
Ainslie	2016	5189
Braddon	2006	3573
Braddon	2011	4559
Braddon	2016	5500
Civic	2006	719
Civic	2011	2823
Civic	2016	4276
Dickson	2006	1947
Dickson	2011	2140
Dickson	2016	2149
Downer	2006	3373
Downer	2011	3555
Downer	2016	3662
Hackett	2006	2883
Hackett	2011	2913
Hackett	2016	2991
Lyneham	2006	4322
Lyneham	2011	4486
Lyneham	2016	5112
O'Connor (ACT)	2006	4908
O'Connor (ACT)	2011	5250
O'Connor (ACT)	2016	5481
Turner	2006	3005
Turner	2011	3594
Turner	2016	4047
Watson	2006	4190
Watson	2011	5122
Watson	2016	5862
Black Mountain	2006	0
Black Mountain	2011	0
Black Mountain	2016	0
Campbell	2006	3116
Campbell	2011	3218
Campbell	2016	3226
Duntroon	2006	1683
Duntroon	2011	1712
Duntroon	2016	1775
Parkes (ACT) - North	2006	0
Parkes (ACT) - North	2011	3
Parkes (ACT) - North	2016	4
Reid	2006	1607
Reid	2011	1578
Reid	2016	1636
Russell	2006	0
Russell	2011	0
Russell	2016	0
Deakin	2006	2606
Deakin	2011	2783
Deakin	2016	2878
Forrest	2006	1190
Forrest	2011	1467
Forrest	2016	1615
Griffith (ACT)	2006	3904
Griffith (ACT)	2011	3901
Griffith (ACT)	2016	4575
Lake Burley Griffin	2006	0
Lake Burley Griffin	2011	0
Lake Burley Griffin	2016	0
Narrabundah	2006	5528
Narrabundah	2011	5671
Narrabundah	2016	5960
Parkes (ACT) - South	2006	3
Parkes (ACT) - South	2011	0
Parkes (ACT) - South	2016	8
Red Hill (ACT)	2006	3144
Red Hill (ACT)	2011	3249
Red Hill (ACT)	2016	3170
Yarralumla	2006	2907
Yarralumla	2011	2922
Yarralumla	2016	2890
Barton	2006	940
Barton	2011	1181
Barton	2016	1435
Fyshwick	2006	57
Fyshwick	2011	37
Fyshwick	2016	56
Kingston (ACT)	2006	2454
Kingston (ACT)	2011	2980
Kingston (ACT)	2016	4424
Banks	2006	4903
Banks	2011	5060
Banks	2016	4967
Bonython	2006	3361
Bonython	2011	3837
Bonython	2016	3786
Calwell	2006	5927
Calwell	2011	5832
Calwell	2016	5758
Chisholm	2006	5378
Chisholm	2011	5237
Chisholm	2016	5121
Conder	2006	5049
Conder	2011	5315
Conder	2016	5059
Fadden	2006	3212
Fadden	2011	3082
Fadden	2016	2949
Gilmore	2006	2905
Gilmore	2011	2841
Gilmore	2016	2750
Gordon (ACT)	2006	7869
Gordon (ACT)	2011	7767
Gordon (ACT)	2016	7611
Gowrie (ACT)	2006	3224
Gowrie (ACT)	2011	3070
Gowrie (ACT)	2016	3056
Greenway	2006	1129
Greenway	2011	1452
Greenway	2016	1894
Isabella Plains	2006	4314
Isabella Plains	2011	4315
Isabella Plains	2016	4405
Kambah	2006	15581
Kambah	2011	15448
Kambah	2016	14900
Macarthur	2006	1582
Macarthur	2011	1459
Macarthur	2016	1427
Monash	2006	5547
Monash	2011	5423
Monash	2016	5431
Mount Taylor	2006	11
Mount Taylor	2011	4
Mount Taylor	2016	3
Oxley (ACT)	2006	1792
Oxley (ACT)	2011	1783
Oxley (ACT)	2016	1693
Richardson	2006	3231
Richardson	2011	3133
Richardson	2016	3006
Theodore	2006	4111
Theodore	2011	4019
Theodore	2016	3799
Tuggeranong	2006	54
Tuggeranong	2011	29
Tuggeranong	2016	21
Wanniassa	2006	7929
Wanniassa	2011	7787
Wanniassa	2016	7512
Tuggeranong - West	2006	0
Tuggeranong - West	2011	5
Tuggeranong - West	2016	12
Chapman	2006	2690
Chapman	2011	2722
Chapman	2016	2684
Duffy	2006	2941
Duffy	2011	3241
Duffy	2016	3162
Fisher	2006	2974
Fisher	2011	3014
Fisher	2016	3004
Holder	2006	2607
Holder	2011	2710
Holder	2016	2606
Rivett	2006	3072
Rivett	2011	3121
Rivett	2016	3193
Stirling	2006	2041
Stirling	2011	2085
Stirling	2016	2134
Waramanga	2006	2532
Waramanga	2011	2596
Waramanga	2016	2629
Weston	2006	3177
Weston	2011	3255
Weston	2016	3576
Scrivener	2006	16
Scrivener	2011	9
Scrivener	2016	3
Chifley	2006	2326
Chifley	2011	2488
Chifley	2016	2407
Curtin	2006	5134
Curtin	2011	5175
Curtin	2016	5238
Farrer	2006	3359
Farrer	2011	3357
Farrer	2016	3231
Garran	2006	3174
Garran	2011	3197
Garran	2016	3497
Hughes	2006	2895
Hughes	2011	2955
Hughes	2016	2990
Isaacs	2006	2426
Isaacs	2011	2351
Isaacs	2016	2341
Lyons (ACT)	2006	2445
Lyons (ACT)	2011	2734
Lyons (ACT)	2016	3085
Mawson	2006	2864
Mawson	2011	2919
Mawson	2016	3252
O'Malley	2006	684
O'Malley	2011	873
O'Malley	2016	991
Pearce	2006	2508
Pearce	2011	2543
Pearce	2016	2579
Phillip	2006	1912
Phillip	2011	2084
Phillip	2016	2936
Torrens	2006	2264
Torrens	2011	2284
Torrens	2016	2206
Arboretum	2006	0
Arboretum	2011	0
Arboretum	2016	7
Coombs	2006	0
Coombs	2011	0
Coombs	2016	1811
Denman Prospect	2006	0
Denman Prospect	2011	0
Denman Prospect	2016	0
Molonglo	2006	0
Molonglo	2011	0
Molonglo	2016	3
Molonglo - North	2006	0
Molonglo - North	2011	3
Molonglo - North	2016	4
Wright	2006	0
Wright	2011	7
Wright	2016	2753
ACT - South West	2006	257
ACT - South West	2011	464
ACT - South West	2016	564
Namadgi	2006	78
Namadgi	2011	33
Namadgi	2016	42
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2006	709
No usual address (ACT)	2011	630
No usual address (ACT)	2016	538
Christmas Island	2006	1347
Christmas Island	2011	2072
Christmas Island	2016	1843
Cocos (Keeling) Islands	2006	573
Cocos (Keeling) Islands	2011	549
Cocos (Keeling) Islands	2016	544
Jervis Bay	2006	374
Jervis Bay	2011	377
Jervis Bay	2016	391
Norfolk Island	2006	0
