SA2_NAME16	Year	averageHouseholdSize
Glenside - Beaumont	2016	2.7
Toorak Gardens	2016	2.3
Athelstone	2016	2.7
Paradise - Newton	2016	2.4
Rostrevor - Magill	2016	2.5
Norwood (SA)	2016	2
Payneham - Felixstow	2016	2.2
St Peters - Marden	2016	2.4
Nailsworth - Broadview	2016	2.4
Prospect	2016	2.5
Walkerville	2016	2.3
Goodwood - Millswood	2016	2.4
Unley - Parkside	2016	2.3
Gawler - North	2016	2.7
Gawler - South	2016	2.4
Lewiston - Two Wells	2016	2.9
Craigmore - Blakeview	2016	2.8
Davoren Park	2016	2.7
Elizabeth	2016	2.3
Elizabeth East	2016	2.5
Munno Para West - Angle Vale	2016	2.9
One Tree Hill	2016	2.9
Smithfield - Elizabeth North	2016	2.4
Virginia - Waterloo Corner	2016	2.5
Enfield - Blair Athol	2016	2.5
Northgate - Oakden - Gilles Plains	2016	2.5
Windsor Gardens	2016	2.4
Dry Creek - North	2016	0
Ingle Farm	2016	2.5
Para Hills	2016	2.6
Parafield	2016	0
Parafield Gardens	2016	2.8
Paralowie	2016	2.9
Salisbury	2016	2.5
Salisbury East	2016	2.5
Salisbury North	2016	2.7
Mawson Lakes - Globe Derby Park	2016	2.7
Pooraka - Cavan	2016	2.5
Golden Grove	2016	2.6
Greenwith	2016	2.7
Highbury - Dernancourt	2016	2.7
Hope Valley - Modbury	2016	2.3
Modbury Heights	2016	2.6
Redwood Park	2016	2.6
St Agnes - Ridgehaven	2016	2.4
Brighton (SA)	2016	2.3
Glenelg (SA)	2016	2.1
Edwardstown	2016	2.2
Hallett Cove	2016	2.7
Marino - Seaview Downs	2016	2.5
Mitchell Park	2016	2.2
Morphettville	2016	2.2
Sheidow Park - Trott Park	2016	2.8
Warradale	2016	2.2
Belair	2016	2.6
Bellevue Heights	2016	2.6
Blackwood	2016	2.6
Colonel Light Gardens	2016	2.6
Mitcham (SA)	2016	2.5
Panorama	2016	2.4
Aberfoyle Park	2016	2.7
Aldinga	2016	2.5
Christie Downs	2016	2.3
Christies Beach	2016	2.2
Clarendon	2016	2.8
Coromandel Valley	2016	2.8
Flagstaff Hill	2016	2.7
Hackham - Onkaparinga Hills	2016	2.6
Hackham West - Huntfield Heights	2016	2.4
Happy Valley	2016	2.5
Happy Valley Reservoir	2016	0
Lonsdale	2016	2
McLaren Vale	2016	2.5
Morphett Vale - East	2016	2.3
Morphett Vale - West	2016	2.3
Reynella	2016	2.4
Seaford (SA)	2016	2.5
Willunga	2016	2.6
Woodcroft	2016	2.7
Beverley	2016	2.4
Flinders Park	2016	2.4
Henley Beach	2016	2.4
Hindmarsh - Brompton	2016	2.3
Royal Park - Hendon - Albert Park	2016	2.3
Seaton - Grange	2016	2.3
West Lakes	2016	2.3
Woodville - Cheltenham	2016	2.5
Dry Creek - South	2016	0
Largs Bay - Semaphore	2016	2.2
North Haven	2016	2.3
Port Adelaide	2016	2.2
The Parks	2016	2.6
Torrens Island	2016	0
Adelaide Airport	2016	0
Fulham	2016	2.4
Lockleys	2016	2.4
Plympton	2016	2.3
Richmond (SA)	2016	2.3
West Beach	2016	2.4
Barossa - Angaston	2016	2.4
Light	2016	2.6
Lyndoch	2016	2.7
Mallala	2016	2.5
Nuriootpa	2016	2.3
Tanunda	2016	2.3
Clare	2016	2.3
Gilbert Valley	2016	2.3
Goyder	2016	2.3
Wakefield - Barunga West	2016	2.3
Jamestown	2016	2.3
Peterborough - Mount Remarkable	2016	2.1
Port Pirie	2016	2.2
Port Pirie Region	2016	2.4
Kadina	2016	2.3
Moonta	2016	2.1
Wallaroo	2016	2.1
Yorke Peninsula - North	2016	2.1
Yorke Peninsula - South	2016	2.1
Ceduna	2016	2.4
Eyre Peninsula	2016	2.3
Kimba - Cleve - Franklin Harbour	2016	2.3
Le Hunte - Elliston	2016	2.3
Port Lincoln	2016	2.3
West Coast (SA)	2016	2.4
Western	2016	3.7
Whyalla	2016	2.3
Whyalla - North	2016	0
APY Lands	2016	3.8
Coober Pedy	2016	2
Quorn - Lake Gilles	2016	2.1
Outback	2016	2
Port Augusta	2016	2.3
Roxby Downs	2016	2.7
Goolwa - Port Elliot	2016	2.1
Kangaroo Island	2016	2.2
Strathalbyn	2016	2.4
Strathalbyn Region	2016	2.5
Victor Harbor	2016	2.1
Yankalilla	2016	2.2
Grant	2016	2.6
Kingston - Robe	2016	2.2
Millicent	2016	2.2
Naracoorte	2016	2.4
Naracoorte Region	2016	2.5
Penola	2016	2.4
Tatiara	2016	2.4
Wattle Range	2016	2.4
Mount Gambier - East	2016	2.4
Mount Gambier - West	2016	2.3
Barmera	2016	2.3
Berri	2016	2.2
Karoonda - Lameroo	2016	2.3
Loxton	2016	2.3
Loxton Region	2016	2.5
Mannum	2016	2.1
Murray Bridge	2016	2.3
Murray Bridge Region	2016	2.5
Renmark	2016	2.2
Renmark Region	2016	2.5
The Coorong	2016	2.3
Waikerie	2016	2.3
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2016	0
Augusta	2016	2.4
Busselton	2016	2.5
Busselton Region	2016	2.6
Margaret River	2016	2.6
Australind - Leschenault	2016	2.8
Capel	2016	2.6
College Grove - Carey Park	2016	2.3
Collie	2016	2.4
Dardanup	2016	2.7
Davenport	2016	2
Eaton - Pelican Point	2016	2.6
Harvey	2016	2.6
East Bunbury - Glen Iris	2016	2.4
Waroona	2016	2.5
Dalyellup	2016	3
Gelorup - Stratham	2016	2.9
South Bunbury - Bunbury	2016	2.2
Withers - Usher	2016	2.3
Bridgetown - Boyup Brook	2016	2.3
Donnybrook - Balingup	2016	2.4
Manjimup	2016	2.4
Pemberton	2016	2.3
Dawesville - Bouvard	2016	2.6
Falcon - Wannanup	2016	2.4
Greenfields	2016	2.4
Halls Head - Erskine	2016	2.5
Mandurah	2016	1.9
Mandurah - East	2016	2.4
Mandurah - North	2016	2.8
Mandurah - South	2016	2.3
Pinjarra	2016	2.6
City Beach	2016	2.9
Claremont (WA)	2016	2.2
Cottesloe	2016	2.5
Floreat	2016	3
Mosman Park - Peppermint Grove	2016	2.4
Nedlands - Dalkeith - Crawley	2016	2.7
Swanbourne - Mount Claremont	2016	2.7
Kings Park (WA)	2016	1.6
Mount Hawthorn - Leederville	2016	2.5
Mount Lawley - Inglewood	2016	2.3
North Perth	2016	2.4
Perth City	2016	1.9
Subiaco - Shenton Park	2016	2.2
Wembley - West Leederville - Glendalough	2016	2.3
Bassendean - Eden Hill - Ashfield	2016	2.4
Bayswater - Embleton - Bedford	2016	2.4
Maylands	2016	2
Morley	2016	2.6
Noranda	2016	2.7
Chidlow	2016	2.7
Glen Forrest - Darlington	2016	2.7
Helena Valley - Koongamia	2016	2.6
Malmalling - Reservoir	2016	1.6
Mundaring	2016	2.7
Swan View - Greenmount - Midvale	2016	2.5
Avon Valley National Park	2016	0
Ballajura	2016	3
Beechboro	2016	3
Bullsbrook	2016	2.9
Ellenbrook	2016	2.9
Gidgegannup	2016	2.9
Hazelmere - Guildford	2016	2.5
Lockridge - Kiara	2016	2.7
Malaga	2016	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2016	2.5
Midland - Guildford	2016	2.2
Stratton - Jane Brook	2016	2.8
The Vines	2016	2.9
Walyunga National Park	2016	0
Craigie - Beldon	2016	2.5
Currambine - Kinross	2016	3
Duncraig	2016	2.8
Greenwood - Warwick	2016	2.6
Heathridge - Connolly	2016	2.6
Hillarys	2016	2.9
Iluka - Burns Beach	2016	3.2
Joondalup - Edgewater	2016	2.5
Kingsley	2016	2.7
Mullaloo - Kallaroo	2016	2.8
Ocean Reef	2016	3
Padbury	2016	2.6
Sorrento - Marmion	2016	2.7
Woodvale	2016	2.9
Balcatta - Hamersley	2016	2.4
Balga - Mirrabooka	2016	2.7
Dianella	2016	2.5
Herdsman	2016	0
Innaloo - Doubleview	2016	2.3
Karrinyup - Gwelup - Carine	2016	2.8
Nollamara - Westminster	2016	2.3
Osborne Park Industrial	2016	0
Scarborough	2016	2.1
Stirling - Osborne Park	2016	2.5
Trigg - North Beach - Watermans Bay	2016	2.5
Tuart Hill - Joondanna	2016	2
Wembley Downs - Churchlands - Woodlands	2016	2.7
Yokine - Coolbinia - Menora	2016	2.2
Alexander Heights - Koondoola	2016	3
Butler - Merriwa - Ridgewood	2016	2.8
Carramar	2016	3.1
Clarkson	2016	2.7
Girrawheen	2016	2.7
Madeley - Darch - Landsdale	2016	3.2
Marangaroo	2016	2.9
Mindarie - Quinns Rocks - Jindalee	2016	3
Neerabup National Park	2016	0
Tapping - Ashby - Sinagra	2016	3
Wanneroo	2016	2.7
Alkimos - Eglinton	2016	2.8
Carabooda - Pinjar	2016	3
Two Rocks	2016	2.6
Yanchep	2016	2.8
Armadale - Wungong - Brookdale	2016	2.5
Ashendon - Lesley	2016	0
Camillo - Champion Lakes	2016	2.6
Forrestdale - Harrisdale - Piara Waters	2016	3
Kelmscott	2016	2.5
Mount Nasura - Mount Richon - Bedfordale	2016	2.7
Roleystone	2016	2.8
Seville Grove	2016	3
Belmont - Ascot - Redcliffe	2016	2.4
East Victoria Park - Carlisle	2016	2.3
Kewdale Commercial	2016	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2016	2.4
Victoria Park - Lathlain - Burswood	2016	2.2
Bentley - Wilson - St James	2016	2.4
Canning Vale - West	2016	3.2
Canning Vale Commercial	2016	0
Cannington - Queens Park	2016	2.8
Parkwood - Ferndale - Lynwood	2016	2.5
Riverton - Shelley - Rossmoyne	2016	2.8
Welshpool	2016	0
Willetton	2016	3.1
Beckenham - Kenwick - Langford	2016	2.8
Canning Vale - East	2016	3.2
Gosnells	2016	2.6
Huntingdale - Southern River	2016	3.1
Maddington - Orange Grove - Martin	2016	2.7
Thornlie	2016	2.8
Forrestfield - Wattle Grove	2016	2.7
High Wycombe	2016	2.6
Kalamunda - Maida Vale - Gooseberry Hill	2016	2.6
Lesmurdie - Bickley - Carmel	2016	2.8
Byford	2016	3
Mundijong	2016	3.1
Serpentine - Jarrahdale	2016	2.7
Como	2016	2.1
Manning - Waterford	2016	2.7
South Perth - Kensington	2016	2.3
Banjup	2016	3.1
Bibra Industrial	2016	0
Bibra Lake	2016	0
Coogee	2016	2.8
Coolbellup	2016	2.4
Hamilton Hill	2016	2.3
Henderson	2016	1
North Coogee	2016	2.5
South Lake - Cockburn Central	2016	2.5
Spearwood	2016	2.4
Success - Hammond Park	2016	2.9
Yangebup	2016	2.7
Beeliar - Wattleup	2016	2.9
Jandakot	2016	2.9
East Fremantle	2016	2.5
Fremantle	2016	2.1
Fremantle - South	2016	2.4
O'Connor (WA)	2016	0
Bertram - Wellard (West)	2016	3
Calista	2016	2.5
Hope Valley - Postans	2016	2.1
Kwinana Industrial	2016	2
Parmelia - Orelia	2016	2.5
Casuarina - Wandi	2016	2.8
Applecross - Ardross	2016	2.6
Bateman	2016	2.9
Bicton - Palmyra	2016	2.3
Booragoon	2016	2.6
Bull Creek	2016	2.7
Leeming	2016	2.9
Melville	2016	2.6
Murdoch - Kardinya	2016	2.6
Willagee	2016	2.4
Winthrop	2016	3.1
Baldivis	2016	2.9
Cooloongup	2016	2.5
Port Kennedy	2016	3
Rockingham	2016	2.1
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2016	2.3
Singleton - Golden Bay - Secret Harbour	2016	3.1
Waikiki	2016	2.7
Warnbro	2016	2.7
Albany	2016	2.2
Albany Region	2016	2.6
Bayonet Head - Lower King	2016	2.6
Denmark	2016	2.3
Gnowangerup	2016	2.4
Katanning	2016	2.5
Kojonup	2016	2.4
Little Grove - Elleker	2016	2.5
McKail - Willyung	2016	2.6
Plantagenet	2016	2.4
Stirling Range National Park	2016	0
Chittering	2016	2.8
Cunderdin	2016	2.4
Dowerin	2016	2.3
Gingin - Dandaragan	2016	2.4
Merredin	2016	2.4
Moora	2016	2.5
Mukinbudin	2016	2.3
Northam	2016	2.4
Toodyay	2016	2.3
York - Beverley	2016	2.2
Brookton	2016	2.3
Kulin	2016	2.3
Murray	2016	2.5
Narrogin	2016	2.4
Wagin	2016	2.3
Broome	2016	2.6
Derby - West Kimberley	2016	3
Halls Creek	2016	3.2
Kununurra	2016	2.7
Roebuck	2016	3.1
East Pilbara	2016	3.5
Newman	2016	2.8
Port Hedland	2016	2.6
South Hedland	2016	2.8
Ashburton (WA)	2016	2.7
Karratha	2016	2.8
Roebourne	2016	2.9
Esperance	2016	2.4
Esperance Region	2016	2.5
Carnarvon	2016	2.5
Exmouth	2016	2.3
Boulder	2016	2.5
Kalgoorlie	2016	2.7
Kalgoorlie - North	2016	2.8
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2016	2.4
Leinster - Leonora	2016	3.1
Trafalgar (WA)	2016	0
Geraldton	2016	2.2
Geraldton - East	2016	2.8
Geraldton - North	2016	2.7
Geraldton - South	2016	2.7
Irwin	2016	2.3
Meekatharra	2016	2.4
Morawa	2016	2.2
Northampton - Mullewa - Greenough	2016	2.3
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2016	0
Bridgewater - Gagebrook	2016	2.6
Brighton - Pontville	2016	2.7
Old Beach - Otago	2016	2.6
Bellerive - Rosny	2016	2.1
Cambridge	2016	2.7
Geilston Bay - Risdon	2016	2.4
Howrah - Tranmere	2016	2.4
Lindisfarne - Rose Bay	2016	2.3
Mornington - Warrane	2016	2.3
Risdon Vale	2016	2.4
Rokeby	2016	2.5
South Arm	2016	2.6
Austins Ferry - Granton	2016	2.6
Berriedale - Chigwell	2016	2.4
Claremont (Tas.)	2016	2.3
Derwent Park - Lutana	2016	2.2
Glenorchy	2016	2.2
Montrose - Rosetta	2016	2.3
Moonah	2016	2.3
New Norfolk	2016	2.4
West Moonah	2016	2.4
Kingston - Huntingfield	2016	2.5
Kingston Beach - Blackmans Bay	2016	2.5
Margate - Snug	2016	2.7
Mount Wellington	2016	0
Taroona - Bonnet Hill	2016	2.6
Hobart	2016	2
Lenah Valley - Mount Stuart	2016	2.4
Mount Nelson - Dynnyrne	2016	2.5
New Town	2016	2.1
Sandy Bay	2016	2.4
South Hobart - Fern Tree	2016	2.3
West Hobart	2016	2.3
Dodges Ferry - Lewisham	2016	2.4
Sorell - Richmond	2016	2.4
Invermay	2016	2
Kings Meadows - Punchbowl	2016	2.3
Launceston	2016	2.1
Legana	2016	2.6
Mowbray	2016	2.4
Newnham - Mayfield	2016	2.4
Newstead	2016	2.3
Norwood (Tas.)	2016	2.4
Prospect Vale - Blackstone	2016	2.4
Ravenswood	2016	2.3
Riverside	2016	2.5
South Launceston	2016	2.1
Summerhill - Prospect	2016	2.3
Trevallyn	2016	2.4
Waverley - St Leonards	2016	2.4
West Launceston	2016	2.3
Youngtown - Relbia	2016	2.4
Beauty Point - Beaconsfield	2016	2.1
Deloraine	2016	2.3
Grindelwald - Lanena	2016	2.4
Hadspen - Carrick	2016	2.5
Westbury	2016	2.4
Dilston - Lilydale	2016	2.5
George Town	2016	2.3
Longford	2016	2.3
Northern Midlands	2016	2.3
Perth - Evandale	2016	2.4
St Helens - Scamander	2016	2.1
Flinders and Cape Barren Islands	2016	2
Scottsdale - Bridport	2016	2.2
Central Highlands	2016	2.1
Derwent Valley	2016	2.5
Southern Midlands	2016	2.5
Wilderness - East	2016	4
Bruny Island - Kettering	2016	2.2
Cygnet	2016	2.3
Geeveston - Dover	2016	2.3
Huonville - Franklin	2016	2.5
Forestier - Tasman	2016	2.1
Triabunna - Bicheno	2016	2
Acton - Upper Burnie	2016	2.1
Burnie - Ulverstone Region	2016	2.6
Burnie - Wivenhoe	2016	2.1
Parklands - Camdale	2016	2.4
Penguin - Sulphur Creek	2016	2.4
Romaine - Havenview	2016	2.4
Somerset	2016	2.3
Ulverstone	2016	2.2
West Ulverstone	2016	2.3
Wynyard	2016	2.2
Devonport	2016	2.2
East Devonport	2016	2.2
Latrobe	2016	2.3
Miandetta - Don	2016	2.6
Port Sorell	2016	2.3
Quoiba - Spreyton	2016	2.5
Sheffield - Railton	2016	2.4
Turners Beach - Forth	2016	2.5
King Island	2016	2.1
North West	2016	2.5
Smithton	2016	2.4
Waratah	2016	2.5
West Coast (Tas.)	2016	2.1
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2016	0
Darwin Airport	2016	1
Darwin City	2016	2
East Point	2016	2
Fannie Bay - The Gardens	2016	2.3
Larrakeyah	2016	2.3
Ludmilla - The Narrows	2016	2.7
Parap	2016	2.4
Stuart Park	2016	2.4
Woolner - Bayview - Winnellie	2016	2.5
Alawa	2016	2.9
Anula	2016	2.9
Berrimah	2016	2.6
Brinkin - Nakara	2016	3
Buffalo Creek	2016	0
Charles Darwin	2016	0
Coconut Grove	2016	2.3
East Arm	2016	0
Jingili	2016	3
Karama	2016	3
Leanyer	2016	2.7
Lyons (NT)	2016	3.3
Malak - Marrara	2016	2.7
Millner	2016	2.5
Moil	2016	3
Nightcliff	2016	2.4
Rapid Creek	2016	2.4
Tiwi	2016	2.7
Wagaman	2016	3.1
Wanguri	2016	3
Wulagi	2016	2.9
Howard Springs	2016	2.9
Humpty Doo	2016	3
Koolpinyah	2016	0
Virginia	2016	2.7
Weddell	2016	2.7
Bakewell	2016	2.6
Driver	2016	2.9
Durack - Marlow Lagoon	2016	3
Gray	2016	2.5
Moulden	2016	2.7
Palmerston - North	2016	3
Palmerston - South	2016	3
Rosebery - Bellamack	2016	3.1
Woodroffe	2016	2.7
Charles	2016	2.6
East Side	2016	2.5
Flynn (NT)	2016	2.8
Larapinta	2016	2.7
Mount Johns	2016	2.3
Petermann - Simpson	2016	2.2
Ross	2016	2.5
Sandover - Plenty	2016	4
Tanami	2016	4.2
Yuendumu - Anmatjere	2016	4.3
Barkly	2016	3.9
Tennant Creek	2016	2.7
Alligator	2016	2.3
Daly	2016	3.4
Thamarrurr	2016	5.3
Tiwi Islands	2016	3.8
West Arnhem	2016	5.1
Anindilyakwa	2016	3.9
East Arnhem	2016	5.4
Nhulunbuy	2016	2.8
Elsey	2016	3.8
Gulf	2016	4.5
Katherine	2016	2.8
Victoria River	2016	3.8
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2016	0
Aranda	2016	2.7
Belconnen	2016	1.9
Bruce	2016	2.3
Charnwood	2016	2.5
Cook	2016	2.3
Dunlop	2016	3
Evatt	2016	2.7
Florey	2016	2.6
Flynn (ACT)	2016	2.8
Fraser	2016	2.8
Giralang	2016	2.7
Gooromon	2016	0
Hawker	2016	2.6
Higgins	2016	2.6
Holt	2016	2.2
Kaleen	2016	2.8
Latham	2016	2.7
Lawson	2016	3.2
Macgregor (ACT)	2016	2.7
Macquarie	2016	2.4
McKellar	2016	2.8
Melba	2016	2.6
Page	2016	2.3
Scullin	2016	2.5
Spence	2016	2.7
Weetangera	2016	2.9
Molonglo Corridor	2016	0
West Belconnen	2016	0
Hume	2016	0
Kowen	2016	4.5
Canberra East	2016	1.6
Canberra Airport	2016	2.4
Majura	2016	2.5
Amaroo	2016	3.1
Bonner	2016	3.3
Casey	2016	2.8
Crace	2016	2.8
Forde	2016	3.2
Franklin	2016	2.8
Gungahlin	2016	2.8
Hall	2016	2.5
Harrison	2016	2.9
Mitchell	2016	0
Ngunnawal	2016	2.6
Nicholls	2016	3
Palmerston	2016	2.7
Gungahlin - East	2016	0
Gungahlin - West	2016	0
Jacka	2016	3
Kenny	2016	0
Moncrieff	2016	2.9
Taylor	2016	0
Throsby	2016	0
Acton	2016	0
Ainslie	2016	2.4
Braddon	2016	1.8
Civic	2016	1.8
Dickson	2016	2.3
Downer	2016	2.5
Hackett	2016	2.5
Lyneham	2016	2.1
O'Connor (ACT)	2016	2.5
Turner	2016	2
Watson	2016	2.4
Black Mountain	2016	0
Campbell	2016	2.4
Duntroon	2016	3.1
Parkes (ACT) - North	2016	0
Reid	2016	1.9
Russell	2016	0
Deakin	2016	2.5
Forrest	2016	2.3
Griffith (ACT)	2016	2.1
Lake Burley Griffin	2016	0
Narrabundah	2016	2.3
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2016	2.7
Yarralumla	2016	2.4
Barton	2016	1.8
Fyshwick	2016	2
Kingston (ACT)	2016	1.8
Banks	2016	2.8
Bonython	2016	2.6
Calwell	2016	2.8
Chisholm	2016	2.7
Conder	2016	2.9
Fadden	2016	2.8
Gilmore	2016	2.8
Gordon (ACT)	2016	2.7
Gowrie (ACT)	2016	2.7
Greenway	2016	2
Isabella Plains	2016	2.7
Kambah	2016	2.6
Macarthur	2016	2.9
Monash	2016	2.5
Mount Taylor	2016	0
Oxley (ACT)	2016	2.7
Richardson	2016	2.7
Theodore	2016	2.8
Tuggeranong	2016	1.5
Wanniassa	2016	2.6
Tuggeranong - West	2016	0
Chapman	2016	2.8
Duffy	2016	2.7
Fisher	2016	2.5
Holder	2016	2.5
Rivett	2016	2.5
Stirling	2016	2.6
Waramanga	2016	2.4
Weston	2016	2.5
Scrivener	2016	0
Chifley	2016	2.3
Curtin	2016	2.6
Farrer	2016	2.7
Garran	2016	2.6
Hughes	2016	2.5
Isaacs	2016	2.5
Lyons (ACT)	2016	2.2
Mawson	2016	2.4
O'Malley	2016	3.1
Pearce	2016	2.4
Phillip	2016	1.9
Torrens	2016	2.7
Arboretum	2016	0
Coombs	2016	2.7
Denman Prospect	2016	0
Molonglo	2016	0
Molonglo - North	2016	0
Wright	2016	2.3
ACT - South West	2016	3.2
Namadgi	2016	2
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	0
Christmas Island	2016	2.7
Cocos (Keeling) Islands	2016	3.7
Jervis Bay	2016	3.2
Norfolk Island	2016	2.2
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2016	0
