SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Port Hedland	2016	3576
South Hedland	2016	2760
Ashburton (WA)	2016	2889
Karratha	2016	2963
Roebourne	2016	2903
Esperance	2016	1696
Esperance Region	2016	1688
Carnarvon	2016	1621
Exmouth	2016	1756
Boulder	2016	2067
Kalgoorlie	2016	2395
Kalgoorlie - North	2016	2629
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2016	1988
Leinster - Leonora	2016	988
Trafalgar (WA)	2016	0
Geraldton	2016	1399
Geraldton - East	2016	1549
Geraldton - North	2016	1858
Geraldton - South	2016	2015
Irwin	2016	1351
Meekatharra	2016	1259
Morawa	2016	1401
Northampton - Mullewa - Greenough	2016	1361
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2016	0
Bridgewater - Gagebrook	2016	932
Brighton - Pontville	2016	1497
Old Beach - Otago	2016	1799
Bellerive - Rosny	2016	1683
Cambridge	2016	2035
Geilston Bay - Risdon	2016	1821
Howrah - Tranmere	2016	1857
Lindisfarne - Rose Bay	2016	1783
Mornington - Warrane	2016	1207
Risdon Vale	2016	1108
Rokeby	2016	1166
South Arm	2016	1859
Austins Ferry - Granton	2016	1660
Berriedale - Chigwell	2016	1297
Claremont (Tas.)	2016	1297
Derwent Park - Lutana	2016	1251
Glenorchy	2016	1183
Montrose - Rosetta	2016	1456
Moonah	2016	1310
New Norfolk	2016	1205
West Moonah	2016	1385
Kingston - Huntingfield	2016	1594
Kingston Beach - Blackmans Bay	2016	1804
Margate - Snug	2016	1717
Mount Wellington	2016	0
Taroona - Bonnet Hill	2016	2116
Hobart	2016	1959
Lenah Valley - Mount Stuart	2016	2057
Mount Nelson - Dynnyrne	2016	2054
New Town	2016	1858
Sandy Bay	2016	2128
South Hobart - Fern Tree	2016	1943
West Hobart	2016	2095
Dodges Ferry - Lewisham	2016	1369
Sorell - Richmond	2016	1459
Invermay	2016	1236
Kings Meadows - Punchbowl	2016	1329
Launceston	2016	1832
Legana	2016	1556
Mowbray	2016	1047
Newnham - Mayfield	2016	1121
Newstead	2016	1623
Norwood (Tas.)	2016	1554
Prospect Vale - Blackstone	2016	1526
Ravenswood	2016	890
Riverside	2016	1616
South Launceston	2016	1435
Summerhill - Prospect	2016	1395
Trevallyn	2016	1771
Waverley - St Leonards	2016	1208
West Launceston	2016	1685
Youngtown - Relbia	2016	1534
Beauty Point - Beaconsfield	2016	973
Deloraine	2016	1176
Grindelwald - Lanena	2016	1347
Hadspen - Carrick	2016	1606
Westbury	2016	1231
Dilston - Lilydale	2016	1484
George Town	2016	1092
Longford	2016	1290
Northern Midlands	2016	1140
Perth - Evandale	2016	1474
St Helens - Scamander	2016	957
Flinders and Cape Barren Islands	2016	1362
Scottsdale - Bridport	2016	1114
Central Highlands	2016	1082
Derwent Valley	2016	1343
Southern Midlands	2016	1271
Wilderness - East	2016	0
Bruny Island - Kettering	2016	1271
Cygnet	2016	1113
Geeveston - Dover	2016	1075
Huonville - Franklin	2016	1392
Forestier - Tasman	2016	985
Triabunna - Bicheno	2016	1049
Acton - Upper Burnie	2016	1135
Burnie - Ulverstone Region	2016	1368
Burnie - Wivenhoe	2016	1180
Parklands - Camdale	2016	1367
Penguin - Sulphur Creek	2016	1356
Romaine - Havenview	2016	1324
Somerset	2016	1216
Ulverstone	2016	1241
West Ulverstone	2016	1171
Wynyard	2016	1229
Devonport	2016	1172
East Devonport	2016	1075
Latrobe	2016	1244
Miandetta - Don	2016	1505
Port Sorell	2016	1370
Quoiba - Spreyton	2016	1470
Sheffield - Railton	2016	1169
Turners Beach - Forth	2016	1516
King Island	2016	1642
North West	2016	1399
Smithton	2016	1370
Waratah	2016	1311
West Coast (Tas.)	2016	1258
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2016	0
Darwin Airport	2016	0
Darwin City	2016	2595
East Point	2016	2499
Fannie Bay - The Gardens	2016	2957
Larrakeyah	2016	2859
Ludmilla - The Narrows	2016	2159
Parap	2016	2917
Stuart Park	2016	2484
Woolner - Bayview - Winnellie	2016	3030
Alawa	2016	2038
Anula	2016	2359
Berrimah	2016	1888
Brinkin - Nakara	2016	2268
Buffalo Creek	2016	0
Charles Darwin	2016	0
Coconut Grove	2016	2005
East Arm	2016	0
Jingili	2016	2321
Karama	2016	2015
Leanyer	2016	2412
Lyons (NT)	2016	2784
Malak - Marrara	2016	2214
Millner	2016	1971
Moil	2016	2126
Nightcliff	2016	2398
Rapid Creek	2016	2302
Tiwi	2016	2220
Wagaman	2016	1941
Wanguri	2016	2416
Wulagi	2016	2373
Howard Springs	2016	2359
Humpty Doo	2016	2543
Koolpinyah	2016	0
Virginia	2016	2388
Weddell	2016	2192
Bakewell	2016	2248
Driver	2016	2188
Durack - Marlow Lagoon	2016	2686
Gray	2016	1857
Moulden	2016	1663
Palmerston - North	2016	2637
Palmerston - South	2016	2592
Rosebery - Bellamack	2016	2579
Woodroffe	2016	2190
Charles	2016	2175
East Side	2016	2179
Flynn (NT)	2016	2205
Larapinta	2016	2313
Mount Johns	2016	2515
Petermann - Simpson	2016	1299
Ross	2016	2173
Sandover - Plenty	2016	665
Tanami	2016	630
Yuendumu - Anmatjere	2016	792
Barkly	2016	804
Tennant Creek	2016	1592
Alligator	2016	1564
Daly	2016	813
Thamarrurr	2016	581
Tiwi Islands	2016	644
West Arnhem	2016	633
Anindilyakwa	2016	2634
East Arnhem	2016	644
Nhulunbuy	2016	2676
Elsey	2016	685
Gulf	2016	659
Katherine	2016	2074
Victoria River	2016	697
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2016	0
Aranda	2016	2903
Belconnen	2016	1920
Bruce	2016	2456
Charnwood	2016	1848
Cook	2016	2532
Dunlop	2016	2483
Evatt	2016	2339
Florey	2016	2134
Flynn (ACT)	2016	2517
Fraser	2016	2503
Giralang	2016	2300
Gooromon	2016	0
Hawker	2016	2503
Higgins	2016	2080
Holt	2016	1943
Kaleen	2016	2345
Latham	2016	2172
Lawson	2016	2299
Macgregor (ACT)	2016	2249
Macquarie	2016	2239
McKellar	2016	2562
Melba	2016	2304
Page	2016	2018
Scullin	2016	2044
Spence	2016	2190
Weetangera	2016	3074
Molonglo Corridor	2016	0
West Belconnen	2016	0
Hume	2016	0
Kowen	2016	3499
Canberra East	2016	1571
Canberra Airport	2016	2250
Majura	2016	3166
Amaroo	2016	2661
Bonner	2016	2394
Casey	2016	2462
Crace	2016	2745
Forde	2016	3094
Franklin	2016	2376
Gungahlin	2016	2247
Hall	2016	2550
Harrison	2016	2458
Mitchell	2016	0
Ngunnawal	2016	2193
Nicholls	2016	2908
Palmerston	2016	2322
Gungahlin - East	2016	0
Gungahlin - West	2016	0
Jacka	2016	1974
Kenny	2016	0
Moncrieff	2016	2124
Taylor	2016	0
Throsby	2016	0
Acton	2016	0
Ainslie	2016	3018
Braddon	2016	2654
Civic	2016	3085
Dickson	2016	2350
Downer	2016	2341
Hackett	2016	2763
Lyneham	2016	2287
O'Connor (ACT)	2016	2861
Turner	2016	2466
Watson	2016	2453
Black Mountain	2016	0
Campbell	2016	3444
Duntroon	2016	2460
Parkes (ACT) - North	2016	0
Reid	2016	2759
Russell	2016	0
Deakin	2016	3588
Forrest	2016	3767
Griffith (ACT)	2016	3083
Lake Burley Griffin	2016	0
Narrabundah	2016	2679
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2016	3684
Yarralumla	2016	3451
Barton	2016	3157
Fyshwick	2016	0
Kingston (ACT)	2016	3027
Banks	2016	2335
Bonython	2016	2311
Calwell	2016	2450
Chisholm	2016	2291
Conder	2016	2479
Fadden	2016	3009
Gilmore	2016	2371
Gordon (ACT)	2016	2323
Gowrie (ACT)	2016	2455
Greenway	2016	2142
Isabella Plains	2016	2125
Kambah	2016	2258
Macarthur	2016	2856
Monash	2016	2339
Mount Taylor	2016	0
Oxley (ACT)	2016	2380
Richardson	2016	2061
Theodore	2016	2382
Tuggeranong	2016	0
Wanniassa	2016	2294
Tuggeranong - West	2016	0
Chapman	2016	3192
Duffy	2016	2573
Fisher	2016	2548
Holder	2016	2493
Rivett	2016	2246
Stirling	2016	2303
Waramanga	2016	2503
Weston	2016	2550
Scrivener	2016	0
Chifley	2016	2386
Curtin	2016	2867
Farrer	2016	2619
Garran	2016	2925
Hughes	2016	3058
Isaacs	2016	2603
Lyons (ACT)	2016	2052
Mawson	2016	2369
O'Malley	2016	3819
Pearce	2016	2683
Phillip	2016	2165
Torrens	2016	2620
Arboretum	2016	0
Coombs	2016	2629
Denman Prospect	2016	0
Molonglo	2016	0
Molonglo - North	2016	0
Wright	2016	2780
ACT - South West	2016	2905
Namadgi	2016	2374
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	0
Christmas Island	2016	2389
Cocos (Keeling) Islands	2016	1375
Jervis Bay	2016	1424
Norfolk Island	2016	1290
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2016	0
