SA2_NAME16	Year	unemployment
Beauty Point - Beaconsfield	2016	9.4
Deloraine	2006	6.9
Deloraine	2011	5.9
Deloraine	2016	6.2
Grindelwald - Lanena	2006	4.9
Grindelwald - Lanena	2011	5.5
Grindelwald - Lanena	2016	6.1
Hadspen - Carrick	2006	4.3
Hadspen - Carrick	2011	4.4
Hadspen - Carrick	2016	5.1
Westbury	2006	5.4
Westbury	2011	5.5
Westbury	2016	7.1
Dilston - Lilydale	2006	5.1
Dilston - Lilydale	2011	5.3
Dilston - Lilydale	2016	5.9
George Town	2006	10.4
George Town	2011	9.4
George Town	2016	12.5
Longford	2006	5.1
Longford	2011	6.7
Longford	2016	7.1
Northern Midlands	2006	6.4
Northern Midlands	2011	5.3
Northern Midlands	2016	7.1
Perth - Evandale	2006	4.1
Perth - Evandale	2011	4.6
Perth - Evandale	2016	5.2
St Helens - Scamander	2006	9.1
St Helens - Scamander	2011	10.1
St Helens - Scamander	2016	11
Flinders and Cape Barren Islands	2006	3.6
Flinders and Cape Barren Islands	2011	5.7
Flinders and Cape Barren Islands	2016	7.3
Scottsdale - Bridport	2006	5.7
Scottsdale - Bridport	2011	9.2
Scottsdale - Bridport	2016	7.7
Central Highlands	2006	6.6
Central Highlands	2011	8.4
Central Highlands	2016	8.2
Derwent Valley	2006	9.6
Derwent Valley	2011	7.4
Derwent Valley	2016	8.3
Southern Midlands	2006	6.3
Southern Midlands	2011	5.9
Southern Midlands	2016	5.5
Wilderness - East	2006	0
Wilderness - East	2011	0
Wilderness - East	2016	0
Bruny Island - Kettering	2006	6.1
Bruny Island - Kettering	2011	6.1
Bruny Island - Kettering	2016	3.7
Cygnet	2006	8.7
Cygnet	2011	7.4
Cygnet	2016	6.7
Geeveston - Dover	2006	8.1
Geeveston - Dover	2011	7.7
Geeveston - Dover	2016	8.2
Huonville - Franklin	2006	6.1
Huonville - Franklin	2011	5.9
Huonville - Franklin	2016	6.2
Forestier - Tasman	2006	9.5
Forestier - Tasman	2011	7.5
Forestier - Tasman	2016	6.3
Triabunna - Bicheno	2006	5.1
Triabunna - Bicheno	2011	7
Triabunna - Bicheno	2016	5.4
Acton - Upper Burnie	2006	10.4
Acton - Upper Burnie	2011	9.9
Acton - Upper Burnie	2016	10.9
Burnie - Ulverstone Region	2006	6.7
Burnie - Ulverstone Region	2011	5.6
Burnie - Ulverstone Region	2016	6.4
Burnie - Wivenhoe	2006	10.9
Burnie - Wivenhoe	2011	11
Burnie - Wivenhoe	2016	11.6
Parklands - Camdale	2006	8.8
Parklands - Camdale	2011	8.3
Parklands - Camdale	2016	8.2
Penguin - Sulphur Creek	2006	7.2
Penguin - Sulphur Creek	2011	6
Penguin - Sulphur Creek	2016	5.9
Romaine - Havenview	2006	6.2
Romaine - Havenview	2011	7.3
Romaine - Havenview	2016	7.6
Somerset	2006	7.3
Somerset	2011	7.4
Somerset	2016	7.6
Ulverstone	2006	9.2
Ulverstone	2011	6.5
Ulverstone	2016	7.6
West Ulverstone	2006	9.5
West Ulverstone	2011	7.8
West Ulverstone	2016	8.8
Wynyard	2006	8.8
Wynyard	2011	7.3
Wynyard	2016	7.9
Devonport	2006	8.9
Devonport	2011	8.1
Devonport	2016	9.3
East Devonport	2006	12.4
East Devonport	2011	10
East Devonport	2016	10.8
Latrobe	2006	8.1
Latrobe	2011	6.3
Latrobe	2016	6.4
Miandetta - Don	2006	6.7
Miandetta - Don	2011	5.1
Miandetta - Don	2016	6.5
Port Sorell	2006	6.4
Port Sorell	2011	5.4
Port Sorell	2016	6.6
Quoiba - Spreyton	2006	5.6
Quoiba - Spreyton	2011	5.4
Quoiba - Spreyton	2016	5.4
Sheffield - Railton	2006	9.5
Sheffield - Railton	2011	7.4
Sheffield - Railton	2016	6.6
Turners Beach - Forth	2006	5
Turners Beach - Forth	2011	5.7
Turners Beach - Forth	2016	4.7
King Island	2006	2.1
King Island	2011	3.2
King Island	2016	3.3
North West	2006	3.9
North West	2011	4.7
North West	2016	4
Smithton	2006	4.8
Smithton	2011	4.7
Smithton	2016	5.5
Waratah	2006	8.3
Waratah	2011	6.1
Waratah	2016	7.1
West Coast (Tas.)	2006	8.9
West Coast (Tas.)	2011	7.6
West Coast (Tas.)	2016	13.8
Wilderness - West	2006	0
Wilderness - West	2011	0
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2006	0
Migratory - Offshore - Shipping (Tas.)	2011	7.3
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2006	27.6
No usual address (Tas.)	2011	27.3
No usual address (Tas.)	2016	27.5
Darwin Airport	2006	0
Darwin Airport	2011	0
Darwin Airport	2016	0
Darwin City	2006	3.1
Darwin City	2011	3.9
Darwin City	2016	4.2
East Point	2006	0
East Point	2011	0
East Point	2016	0
Fannie Bay - The Gardens	2006	2.9
Fannie Bay - The Gardens	2011	2.6
Fannie Bay - The Gardens	2016	3.8
Larrakeyah	2006	2
Larrakeyah	2011	3
Larrakeyah	2016	3.4
Ludmilla - The Narrows	2006	4
Ludmilla - The Narrows	2011	4.5
Ludmilla - The Narrows	2016	6.8
Parap	2006	3.4
Parap	2011	2.3
Parap	2016	3.7
Stuart Park	2006	3.1
Stuart Park	2011	2.5
Stuart Park	2016	3.5
Woolner - Bayview - Winnellie	2006	1.9
Woolner - Bayview - Winnellie	2011	2.3
Woolner - Bayview - Winnellie	2016	3
Alawa	2006	4.2
Alawa	2011	4.7
Alawa	2016	7.8
Anula	2006	2.9
Anula	2011	3.2
Anula	2016	5.9
Berrimah	2006	3.8
Berrimah	2011	5.3
Berrimah	2016	6.4
Brinkin - Nakara	2006	2.9
Brinkin - Nakara	2011	4.2
Brinkin - Nakara	2016	5.2
Buffalo Creek	2006	0
Buffalo Creek	2011	0
Buffalo Creek	2016	0
Charles Darwin	2006	0
Charles Darwin	2011	0
Charles Darwin	2016	0
Coconut Grove	2006	5.2
Coconut Grove	2011	5.3
Coconut Grove	2016	4.9
East Arm	2006	0
East Arm	2011	0
East Arm	2016	0
Jingili	2006	3.5
Jingili	2011	3.2
Jingili	2016	5.9
Karama	2006	4.6
Karama	2011	3.9
Karama	2016	5.5
Leanyer	2006	2.9
Leanyer	2011	2.7
Leanyer	2016	3.8
Lyons (NT)	2006	14.8
Lyons (NT)	2011	3.1
Lyons (NT)	2016	2.7
Malak - Marrara	2006	4.1
Malak - Marrara	2011	4.3
Malak - Marrara	2016	5.4
Millner	2006	4.6
Millner	2011	4.1
Millner	2016	6.4
Moil	2006	4.4
Moil	2011	3.5
Moil	2016	5.4
Nightcliff	2006	3.6
Nightcliff	2011	4.3
Nightcliff	2016	4.7
Rapid Creek	2006	3.8
Rapid Creek	2011	3.2
Rapid Creek	2016	5.4
Tiwi	2006	2.7
Tiwi	2011	4.2
Tiwi	2016	5.3
Wagaman	2006	4
Wagaman	2011	4.7
Wagaman	2016	6.5
Wanguri	2006	2.5
Wanguri	2011	3.7
Wanguri	2016	5.1
Wulagi	2006	2.8
Wulagi	2011	3.5
Wulagi	2016	4.2
Howard Springs	2006	1.8
Howard Springs	2011	2
Howard Springs	2016	2.2
Humpty Doo	2006	3
Humpty Doo	2011	3.6
Humpty Doo	2016	4
Koolpinyah	2006	0
Koolpinyah	2011	0
Koolpinyah	2016	0
Virginia	2006	2.8
Virginia	2011	3.2
Virginia	2016	4.3
Weddell	2006	4.9
Weddell	2011	5.4
Weddell	2016	6.1
Bakewell	2006	2.8
Bakewell	2011	3.1
Bakewell	2016	5.5
Driver	2006	4.2
Driver	2011	4
Driver	2016	5.5
Durack - Marlow Lagoon	2006	1.5
Durack - Marlow Lagoon	2011	2.7
Durack - Marlow Lagoon	2016	4.3
Gray	2006	6
Gray	2011	5
Gray	2016	7.7
Moulden	2006	7.5
Moulden	2011	7
Moulden	2016	8.6
Palmerston - North	2006	1.7
Palmerston - North	2011	2.3
Palmerston - North	2016	3.7
Palmerston - South	2006	0
Palmerston - South	2011	0
Palmerston - South	2016	2.8
Rosebery - Bellamack	2006	1.5
Rosebery - Bellamack	2011	2.4
Rosebery - Bellamack	2016	4.1
Woodroffe	2006	5
Woodroffe	2011	4.5
Woodroffe	2016	6
Charles	2006	2.7
Charles	2011	3.6
Charles	2016	3.8
East Side	2006	2.8
East Side	2011	3.3
East Side	2016	3.4
Flynn (NT)	2006	2.5
Flynn (NT)	2011	3.5
Flynn (NT)	2016	4.4
Larapinta	2006	2.2
Larapinta	2011	2.8
Larapinta	2016	3
Mount Johns	2006	2.4
Mount Johns	2011	1.7
Mount Johns	2016	2.1
Petermann - Simpson	2006	2.8
Petermann - Simpson	2011	2.5
Petermann - Simpson	2016	5.9
Ross	2006	1.7
Ross	2011	3.7
Ross	2016	3.7
Sandover - Plenty	2006	23
Sandover - Plenty	2011	19
Sandover - Plenty	2016	42.8
Tanami	2006	18
Tanami	2011	15.7
Tanami	2016	27.9
Yuendumu - Anmatjere	2006	9.6
Yuendumu - Anmatjere	2011	17.9
Yuendumu - Anmatjere	2016	52.3
Barkly	2006	5
Barkly	2011	11.2
Barkly	2016	24.2
Tennant Creek	2006	6.8
Tennant Creek	2011	7
Tennant Creek	2016	7.1
Alligator	2006	6.4
Alligator	2011	5.4
Alligator	2016	8.5
Daly	2006	2.6
Daly	2011	12.2
Daly	2016	19.4
Thamarrurr	2006	6.1
Thamarrurr	2011	23.2
Thamarrurr	2016	45.1
Tiwi Islands	2006	7.3
Tiwi Islands	2011	9
Tiwi Islands	2016	23.8
West Arnhem	2006	8
West Arnhem	2011	19.4
West Arnhem	2016	29.5
Anindilyakwa	2006	1.7
Anindilyakwa	2011	10.7
Anindilyakwa	2016	15.1
East Arnhem	2006	18.2
East Arnhem	2011	18.9
East Arnhem	2016	24.1
Nhulunbuy	2006	1.5
Nhulunbuy	2011	1.9
Nhulunbuy	2016	2.5
Elsey	2006	12.6
Elsey	2011	15.6
Elsey	2016	16.1
Gulf	2006	5.8
Gulf	2011	20.1
Gulf	2016	18.2
Katherine	2006	4.6
Katherine	2011	6
Katherine	2016	3.7
Victoria River	2006	5.1
Victoria River	2011	6.6
Victoria River	2016	17.3
Migratory - Offshore - Shipping (NT)	2006	0
Migratory - Offshore - Shipping (NT)	2011	3.6
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2006	12.4
No usual address (NT)	2011	13.5
No usual address (NT)	2016	11.7
Aranda	2006	3.4
Aranda	2011	2.8
Aranda	2016	3.3
Belconnen	2006	7.4
Belconnen	2011	6.2
Belconnen	2016	7.7
Bruce	2006	6.3
Bruce	2011	5.3
Bruce	2016	6
Charnwood	2006	5.3
Charnwood	2011	4.1
Charnwood	2016	6
Cook	2006	3.7
Cook	2011	3.9
Cook	2016	4.6
Dunlop	2006	2.1
Dunlop	2011	3.2
Dunlop	2016	3.8
Evatt	2006	3
Evatt	2011	3
Evatt	2016	4.3
Florey	2006	4.2
Florey	2011	4.6
Florey	2016	5.5
Flynn (ACT)	2006	2.8
Flynn (ACT)	2011	2.7
Flynn (ACT)	2016	4.6
Fraser	2006	3.1
Fraser	2011	2.4
Fraser	2016	4.1
Giralang	2006	3.7
Giralang	2011	3.8
Giralang	2016	5.1
Gooromon	2006	0
Gooromon	2011	0
Gooromon	2016	0
Hawker	2006	3.2
Hawker	2011	4.1
Hawker	2016	5.2
Higgins	2006	3.4
Higgins	2011	4
Higgins	2016	4.2
Holt	2006	3.8
Holt	2011	3.1
Holt	2016	5.5
Kaleen	2006	2.9
Kaleen	2011	3.2
Kaleen	2016	5.5
Latham	2006	3.3
Latham	2011	3.4
Latham	2016	4.6
Lawson	2006	0
Lawson	2011	0
Lawson	2016	9.1
Macgregor (ACT)	2006	3
Macgregor (ACT)	2011	3.7
Macgregor (ACT)	2016	3.8
Macquarie	2006	4.2
Macquarie	2011	4.1
Macquarie	2016	4.6
McKellar	2006	2.9
McKellar	2011	3.7
McKellar	2016	4.8
Melba	2006	2.4
Melba	2011	2.6
Melba	2016	3.8
Page	2006	4
Page	2011	4.6
Page	2016	5.4
Scullin	2006	3.9
Scullin	2011	3.5
Scullin	2016	6.3
Spence	2006	3.5
Spence	2011	3.6
Spence	2016	5.5
Weetangera	2006	2.4
Weetangera	2011	3.5
Weetangera	2016	4.3
Molonglo Corridor	2006	0
Molonglo Corridor	2011	0
Molonglo Corridor	2016	0
West Belconnen	2006	0
West Belconnen	2011	0
West Belconnen	2016	0
Hume	2006	0
Hume	2011	0
Hume	2016	0
Kowen	2006	0
Kowen	2011	0
Kowen	2016	0
Canberra East	2006	7.4
Canberra East	2011	7.2
Canberra East	2016	9.9
Canberra Airport	2006	0
Canberra Airport	2011	0
Canberra Airport	2016	6.2
Majura	2006	3.1
Majura	2011	0
Majura	2016	0
Amaroo	2006	1.8
Amaroo	2011	2.7
Amaroo	2016	4.2
Bonner	2006	0
Bonner	2011	2.3
Bonner	2016	4.4
Casey	2006	0
Casey	2011	3
Casey	2016	3.3
Crace	2006	0
Crace	2011	3.2
Crace	2016	2.9
Forde	2006	0
Forde	2011	2.6
Forde	2016	4
Franklin	2006	0
Franklin	2011	3.5
Franklin	2016	5.1
Gungahlin	2006	2.7
Gungahlin	2011	3.5
Gungahlin	2016	6.4
Hall	2006	3.2
Hall	2011	0
Hall	2016	2.3
Harrison	2006	4.6
Harrison	2011	3
Harrison	2016	4.4
Mitchell	2006	0
Mitchell	2011	0
Mitchell	2016	0
Ngunnawal	2006	3
Ngunnawal	2011	3.3
Ngunnawal	2016	4.1
Nicholls	2006	2.2
Nicholls	2011	2.4
Nicholls	2016	4
Palmerston	2006	2.7
Palmerston	2011	3.7
Palmerston	2016	5.1
Gungahlin - East	2006	0
Gungahlin - East	2011	0
Gungahlin - East	2016	0
Gungahlin - West	2006	0
Gungahlin - West	2011	0
Gungahlin - West	2016	0
Jacka	2006	0
Jacka	2011	0
Jacka	2016	4.8
Kenny	2006	0
Kenny	2011	33.3
Kenny	2016	75
Moncrieff	2006	0
Moncrieff	2011	0
Moncrieff	2016	0
Taylor	2006	0
Taylor	2011	0
Taylor	2016	0
Throsby	2006	0
Throsby	2011	0
Throsby	2016	0
Acton	2006	20.5
Acton	2011	24.9
Acton	2016	28.4
Ainslie	2006	3.7
Ainslie	2011	3
Ainslie	2016	4.3
Braddon	2006	5.7
Braddon	2011	6
Braddon	2016	6.1
Civic	2006	6.1
Civic	2011	12.9
Civic	2016	12.4
Dickson	2006	5.1
Dickson	2011	4
Dickson	2016	5.7
Downer	2006	4.1
Downer	2011	4.3
Downer	2016	5.7
Hackett	2006	3.3
Hackett	2011	3.8
Hackett	2016	4.5
Lyneham	2006	3.8
Lyneham	2011	4
Lyneham	2016	5.3
O'Connor (ACT)	2006	3.5
O'Connor (ACT)	2011	4.2
O'Connor (ACT)	2016	4.9
Turner	2006	4.9
Turner	2011	3.8
Turner	2016	5.5
Watson	2006	3.5
Watson	2011	3
Watson	2016	4.7
Black Mountain	2006	0
Black Mountain	2011	0
Black Mountain	2016	0
Campbell	2006	3.7
Campbell	2011	4.4
Campbell	2016	4.8
Duntroon	2006	0.2
Duntroon	2011	0.3
Duntroon	2016	0
Parkes (ACT) - North	2006	0
Parkes (ACT) - North	2011	0
Parkes (ACT) - North	2016	0
Reid	2006	7.7
Reid	2011	7.5
Reid	2016	8.2
Russell	2006	0
Russell	2011	0
Russell	2016	0
Deakin	2006	3
Deakin	2011	2.6
Deakin	2016	4.3
Forrest	2006	1.8
Forrest	2011	2.7
Forrest	2016	2.4
Griffith (ACT)	2006	3
Griffith (ACT)	2011	3.5
Griffith (ACT)	2016	3.5
Lake Burley Griffin	2006	0
Lake Burley Griffin	2011	0
Lake Burley Griffin	2016	0
Narrabundah	2006	3.8
Narrabundah	2011	4
Narrabundah	2016	5.5
Parkes (ACT) - South	2006	75
Parkes (ACT) - South	2011	0
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2006	3.9
Red Hill (ACT)	2011	4
Red Hill (ACT)	2016	5.8
Yarralumla	2006	2.6
Yarralumla	2011	3.4
Yarralumla	2016	4.7
Barton	2006	2.7
Barton	2011	3.3
Barton	2016	1.8
Fyshwick	2006	0
Fyshwick	2011	0
Fyshwick	2016	0
Kingston (ACT)	2006	2.8
Kingston (ACT)	2011	2
Kingston (ACT)	2016	2.4
Banks	2006	2.6
Banks	2011	3.3
Banks	2016	4.1
Bonython	2006	3.5
Bonython	2011	3.2
Bonython	2016	4.7
Calwell	2006	3
Calwell	2011	2.6
Calwell	2016	4
Chisholm	2006	3.4
Chisholm	2011	3.1
Chisholm	2016	3.9
Conder	2006	3.3
Conder	2011	2.6
Conder	2016	3.9
Fadden	2006	2.6
Fadden	2011	2.4
Fadden	2016	2.6
Gilmore	2006	3.3
Gilmore	2011	3.8
Gilmore	2016	4.1
Gordon (ACT)	2006	3
Gordon (ACT)	2011	2.8
Gordon (ACT)	2016	4.5
Gowrie (ACT)	2006	3.6
Gowrie (ACT)	2011	3
Gowrie (ACT)	2016	3.7
Greenway	2006	2.6
Greenway	2011	2.6
Greenway	2016	5.4
Isabella Plains	2006	3.2
Isabella Plains	2011	3.4
Isabella Plains	2016	4.4
Kambah	2006	3.2
Kambah	2011	3.4
Kambah	2016	4.5
Macarthur	2006	3
Macarthur	2011	2.5
Macarthur	2016	2.3
Monash	2006	2.8
Monash	2011	2.8
Monash	2016	3.7
Mount Taylor	2006	0
Mount Taylor	2011	0
Mount Taylor	2016	0
Oxley (ACT)	2006	3.7
Oxley (ACT)	2011	4
Oxley (ACT)	2016	5.5
Richardson	2006	3.6
Richardson	2011	4.8
Richardson	2016	5.2
Theodore	2006	2.9
Theodore	2011	2.8
Theodore	2016	4.5
Tuggeranong	2006	0
Tuggeranong	2011	0
Tuggeranong	2016	0
Wanniassa	2006	3.4
Wanniassa	2011	3
Wanniassa	2016	5.1
Tuggeranong - West	2006	0
Tuggeranong - West	2011	0
Tuggeranong - West	2016	0
Chapman	2006	2.5
Chapman	2011	2.4
Chapman	2016	3.3
Duffy	2006	3
Duffy	2011	2.8
Duffy	2016	3.7
Fisher	2006	3.2
Fisher	2011	4
Fisher	2016	3.5
Holder	2006	2.5
Holder	2011	3.1
Holder	2016	4.2
Rivett	2006	2.9
Rivett	2011	3.4
Rivett	2016	5.6
Stirling	2006	2.4
Stirling	2011	3.1
Stirling	2016	4.2
Waramanga	2006	3.3
Waramanga	2011	2.6
Waramanga	2016	3.8
Weston	2006	2.7
Weston	2011	2.9
Weston	2016	4
Scrivener	2006	18.8
Scrivener	2011	0
Scrivener	2016	0
Chifley	2006	3.7
Chifley	2011	2.8
Chifley	2016	4.9
Curtin	2006	2.8
Curtin	2011	3
Curtin	2016	3.2
Farrer	2006	2.2
Farrer	2011	3.5
Farrer	2016	3.8
Garran	2006	2.9
Garran	2011	2.9
Garran	2016	3.9
Hughes	2006	2.8
Hughes	2011	3.5
Hughes	2016	4.3
Isaacs	2006	2.9
Isaacs	2011	3.6
Isaacs	2016	4.4
Lyons (ACT)	2006	5
Lyons (ACT)	2011	4
Lyons (ACT)	2016	5.8
Mawson	2006	3.2
Mawson	2011	3.8
Mawson	2016	4.7
O'Malley	2006	2.4
O'Malley	2011	4
O'Malley	2016	2.7
Pearce	2006	3.1
Pearce	2011	2.2
Pearce	2016	4.4
Phillip	2006	3
Phillip	2011	3.5
Phillip	2016	4.6
Torrens	2006	3.6
Torrens	2011	3.3
Torrens	2016	4.8
Arboretum	2006	0
Arboretum	2011	0
Arboretum	2016	0
Coombs	2006	0
Coombs	2011	0
Coombs	2016	3.4
Denman Prospect	2006	0
Denman Prospect	2011	0
Denman Prospect	2016	0
Molonglo	2006	0
Molonglo	2011	0
Molonglo	2016	0
Molonglo - North	2006	0
Molonglo - North	2011	0
Molonglo - North	2016	150
Wright	2006	0
Wright	2011	0
Wright	2016	2
ACT - South West	2006	1.8
ACT - South West	2011	1.8
ACT - South West	2016	2.2
Namadgi	2006	0
Namadgi	2011	0
Namadgi	2016	0
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2006	14.2
No usual address (ACT)	2011	17.8
No usual address (ACT)	2016	17.7
Christmas Island	2006	4.8
Christmas Island	2011	1.2
Christmas Island	2016	1.9
Cocos (Keeling) Islands	2006	10.9
Cocos (Keeling) Islands	2011	6.6
Cocos (Keeling) Islands	2016	3.8
Jervis Bay	2006	7.3
Jervis Bay	2011	12.9
Jervis Bay	2016	8.9
Norfolk Island	2006	0
Norfolk Island	2011	0
Norfolk Island	2016	1.6
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2006	0
No usual address (OT)	2011	0
No usual address (OT)	2016	16.7
