SA2_NAME16	Year	adults
Toukley - Norah Head	2016	8254
Townsville - South	2006	2963
Townsville - South	2011	3291
Townsville - South	2016	3534
Townsville City - North Ward	2006	6638
Townsville City - North Ward	2011	7486
Townsville City - North Ward	2016	7997
Towong	2006	4861
Towong	2011	4810
Towong	2016	5003
Trafalgar (Vic.)	2006	4921
Trafalgar (Vic.)	2011	5757
Trafalgar (Vic.)	2016	6170
Trafalgar (WA)	2006	0
Trafalgar (WA)	2011	0
Trafalgar (WA)	2016	0
Traralgon	2006	18177
Traralgon	2011	20394
Traralgon	2016	21564
Trevallyn	2006	3588
Trevallyn	2011	3781
Trevallyn	2016	3678
Triabunna - Bicheno	2006	3510
Triabunna - Bicheno	2011	3573
Triabunna - Bicheno	2016	3842
Trigg - North Beach - Watermans Bay	2006	5711
Trigg - North Beach - Watermans Bay	2011	5696
Trigg - North Beach - Watermans Bay	2016	6194
Trinity Beach - Smithfield	2006	6329
Trinity Beach - Smithfield	2011	8712
Trinity Beach - Smithfield	2016	11106
Truganina	2006	2275
Truganina	2011	8312
Truganina	2016	16816
Tuart Hill - Joondanna	2006	9001
Tuart Hill - Joondanna	2011	9873
Tuart Hill - Joondanna	2016	10292
Tuggerah - Kangy Angy	2006	3752
Tuggerah - Kangy Angy	2011	3941
Tuggerah - Kangy Angy	2016	4175
Tuggeranong	2006	42
Tuggeranong	2011	21
Tuggeranong	2016	18
Tuggeranong - West	2006	0
Tuggeranong - West	2011	0
Tuggeranong - West	2016	5
Tullamarine	2006	5352
Tullamarine	2011	5385
Tullamarine	2016	5498
Tully	2006	7922
Tully	2011	8222
Tully	2016	8836
Tumbarumba	2006	2926
Tumbarumba	2011	2770
Tumbarumba	2016	2885
Tumut	2006	4817
Tumut	2011	5007
Tumut	2016	5072
Tumut Region	2006	3738
Tumut Region	2011	3734
Tumut Region	2016	3865
Tuncurry	2006	5049
Tuncurry	2011	5149
Tuncurry	2016	5572
Turner	2006	2781
Turner	2011	3343
Turner	2016	3729
Turners Beach - Forth	2006	2086
Turners Beach - Forth	2011	2462
Turners Beach - Forth	2016	2563
Turramurra	2006	13838
Turramurra	2011	14388
Turramurra	2016	15506
Tweed Heads	2006	14769
Tweed Heads	2011	15518
Tweed Heads	2016	16807
Tweed Heads South	2006	6312
Tweed Heads South	2011	6790
Tweed Heads South	2016	7098
Two Rocks	2006	1420
Two Rocks	2011	1696
Two Rocks	2016	2366
Ulladulla	2006	11403
Ulladulla	2011	11815
Ulladulla	2016	12922
Ulladulla Region	2006	3853
Ulladulla Region	2011	3902
Ulladulla Region	2016	4328
Ulverstone	2006	5399
Ulverstone	2011	5544
Ulverstone	2016	5712
Umina - Booker Bay - Patonga	2006	17787
Umina - Booker Bay - Patonga	2011	18539
Umina - Booker Bay - Patonga	2016	19735
Unanderra - Mount Kembla	2006	12276
Unanderra - Mount Kembla	2011	12137
Unanderra - Mount Kembla	2016	12491
Underwood	2006	3507
Underwood	2011	4124
Underwood	2016	4878
Unley - Parkside	2006	16172
Unley - Parkside	2011	16488
Unley - Parkside	2016	17013
Upper Caboolture	2006	1822
Upper Caboolture	2011	2092
Upper Caboolture	2016	2436
Upper Coomera - Willow Vale	2006	10190
Upper Coomera - Willow Vale	2011	17046
Upper Coomera - Willow Vale	2016	22696
Upper Kedron - Ferny Grove	2006	6224
Upper Kedron - Ferny Grove	2011	6813
Upper Kedron - Ferny Grove	2016	7519
Upper Mount Gravatt	2006	6813
Upper Mount Gravatt	2011	7547
Upper Mount Gravatt	2016	8039
Upper Yarra Valley	2006	225
Upper Yarra Valley	2011	184
Upper Yarra Valley	2016	155
Upwey - Tecoma	2006	7711
Upwey - Tecoma	2011	7864
Upwey - Tecoma	2016	7778
Uraidla - Summertown	2006	4057
Uraidla - Summertown	2011	4361
Uraidla - Summertown	2016	4431
Urangan - Wondunna	2006	7742
Urangan - Wondunna	2011	9233
Urangan - Wondunna	2016	10389
Urunga	2006	3467
Urunga	2011	3788
Urunga	2016	4020
Valentine - Eleebana	2006	9353
Valentine - Eleebana	2011	9738
Valentine - Eleebana	2016	9753
Varsity Lakes	2006	9251
Varsity Lakes	2011	11532
Varsity Lakes	2016	12267
Vermont	2006	8005
Vermont	2011	7965
Vermont	2016	8247
Vermont South	2006	9589
Vermont South	2011	9612
Vermont South	2016	9901
Victor Harbor	2006	10294
Victor Harbor	2011	11671
Victor Harbor	2016	12532
Victoria Park - Lathlain - Burswood	2006	9856
Victoria Park - Lathlain - Burswood	2011	11990
Victoria Park - Lathlain - Burswood	2016	12616
Victoria Point	2006	10836
Victoria Point	2011	11888
Victoria Point	2016	12425
Victoria River	2006	1877
Victoria River	2011	1691
Victoria River	2016	1753
Viewbank - Yallambie	2006	14582
Viewbank - Yallambie	2011	14853
Viewbank - Yallambie	2016	14793
Virginia	2006	1954
Virginia	2011	2298
Virginia	2016	2675
Virginia - Waterloo Corner	2006	2704
Virginia - Waterloo Corner	2011	3158
Virginia - Waterloo Corner	2016	3525
Wacol	2006	3693
Wacol	2011	4223
Wacol	2016	5133
Wagaman	2006	1588
Wagaman	2011	1623
Wagaman	2016	1732
Wagga Wagga - East	2006	12050
Wagga Wagga - East	2011	12509
Wagga Wagga - East	2016	13083
Wagga Wagga - North	2006	2476
Wagga Wagga - North	2011	2885
Wagga Wagga - North	2016	3576
Wagga Wagga - South	2006	14602
Wagga Wagga - South	2011	16021
Wagga Wagga - South	2016	16601
Wagga Wagga - West	2006	9885
Wagga Wagga - West	2011	9700
Wagga Wagga - West	2016	10191
Wagga Wagga Region	2006	10450
Wagga Wagga Region	2011	10885
Wagga Wagga Region	2016	11640
Wagin	2006	3628
Wagin	2011	3850
Wagin	2016	4005
Wahroonga (East) - Warrawee	2006	12364
Wahroonga (East) - Warrawee	2011	13784
Wahroonga (East) - Warrawee	2016	14408
Waikerie	2006	5356
Waikerie	2011	5208
Waikerie	2016	5619
Waikiki	2006	8483
Waikiki	2011	9377
Waikiki	2016	9763
Waitara - Wahroonga (West)	2006	6462
Waitara - Wahroonga (West)	2011	7033
Waitara - Wahroonga (West)	2016	7658
Wakefield - Barunga West	2006	7153
Wakefield - Barunga West	2011	7429
Wakefield - Barunga West	2016	7746
Wakerley	2006	2835
Wakerley	2011	5523
Wakerley	2016	6344
Walcha	2006	2514
Walcha	2011	2600
Walcha	2016	2660
Walgett - Lightning Ridge	2006	5697
Walgett - Lightning Ridge	2011	5366
Walgett - Lightning Ridge	2016	5120
Walkerston - Eton	2006	5946
Walkerston - Eton	2011	6531
Walkerston - Eton	2016	6656
Walkervale - Avenell Heights	2006	8080
Walkervale - Avenell Heights	2011	8702
Walkervale - Avenell Heights	2016	8657
Walkerville	2006	5935
Walkerville	2011	5963
Walkerville	2016	6430
Wallan	2006	8036
Wallan	2011	9030
Wallan	2016	12403
Wallaroo	2006	2598
Wallaroo	2011	3143
Wallaroo	2016	3470
Wallsend - Elermore Vale	2006	14494
Wallsend - Elermore Vale	2011	15595
Wallsend - Elermore Vale	2016	16269
Walyunga National Park	2006	0
Walyunga National Park	2011	0
Walyunga National Park	2016	0
Wamberal - Forresters Beach	2006	7327
Wamberal - Forresters Beach	2011	7166
Wamberal - Forresters Beach	2016	7643
Wambo	2006	11412
Wambo	2011	12553
Wambo	2016	13180
Wamuran	2006	3224
Wamuran	2011	2871
Wamuran	2016	3194
Wandin - Seville	2006	4886
Wandin - Seville	2011	5773
Wandin - Seville	2016	6073
Wangaratta	2006	13440
Wangaratta	2011	14285
Wangaratta	2016	15355
Wangaratta Region	2006	7646
Wangaratta Region	2011	7437
Wangaratta Region	2016	7858
Wangi Wangi - Rathmines	2006	7125
Wangi Wangi - Rathmines	2011	7261
Wangi Wangi - Rathmines	2016	7455
Wanguri	2006	1438
Wanguri	2011	1394
Wanguri	2016	1496
Wanneroo	2006	14443
Wanneroo	2011	18129
Wanneroo	2016	20382
Wanniassa	2006	6438
Wanniassa	2011	6281
Wanniassa	2016	6033
Wantirna	2006	11685
Wantirna	2011	11610
Wantirna	2016	11609
Wantirna South	2006	14723
Wantirna South	2011	14774
Wantirna South	2016	15190
Waramanga	2006	2096
Waramanga	2011	2118
Waramanga	2016	2100
Waratah	2006	2786
Waratah	2011	2985
Waratah	2016	2940
Waratah - North Lambton	2006	9490
Waratah - North Lambton	2011	9988
Waratah - North Lambton	2016	10176
Warilla	2006	16100
Warilla	2011	16328
Warilla	2016	16769
Warnbro	2006	8484
Warnbro	2011	8561
Warnbro	2016	8517
Warners Bay - Boolaroo	2006	10306
Warners Bay - Boolaroo	2011	10431
Warners Bay - Boolaroo	2016	11074
Warnervale - Wadalba	2006	6938
Warnervale - Wadalba	2011	9127
Warnervale - Wadalba	2016	11416
Waroona	2006	2688
Waroona	2011	2854
Waroona	2016	3373
Warradale	2006	9958
Warradale	2011	11240
Warradale	2016	12752
Warragamba - Silverdale	2006	3599
Warragamba - Silverdale	2011	3849
Warragamba - Silverdale	2016	4051
Warragul	2006	11826
Warragul	2011	13301
Warragul	2016	15247
Warrandyte - Wonga Park	2006	7976
Warrandyte - Wonga Park	2011	7950
Warrandyte - Wonga Park	2016	8215
Warriewood - Mona Vale	2006	15944
Warriewood - Mona Vale	2011	17329
Warriewood - Mona Vale	2016	19191
Warrnambool - North	2006	13850
Warrnambool - North	2011	15396
Warrnambool - North	2016	16929
Warrnambool - South	2006	10515
Warrnambool - South	2011	10563
Warrnambool - South	2016	10886
Warwick	2006	10894
Warwick	2011	11437
Warwick	2016	12002
Warwick Farm	2006	3159
Warwick Farm	2011	3634
Warwick Farm	2016	4748
Waterford West	2006	4703
Waterford West	2011	5363
Waterford West	2016	5677
Waterloo - Beaconsfield	2006	14746
Waterloo - Beaconsfield	2011	18983
Waterloo - Beaconsfield	2016	30244
Watson	2006	3505
Watson	2011	4229
Watson	2016	4760
Watsonia	2006	7177
Watsonia	2011	7363
Watsonia	2016	7436
Wattle Glen - Diamond Creek	2006	9022
Wattle Glen - Diamond Creek	2011	10583
Wattle Glen - Diamond Creek	2016	11010
Wattle Range	2006	2465
Wattle Range	2011	2598
Wattle Range	2016	2656
Wauchope	2006	7496
Wauchope	2011	8022
Wauchope	2016	8885
Wavell Heights	2006	7057
Wavell Heights	2011	7451
Wavell Heights	2016	7689
Waverley - St Leonards	2006	2685
Waverley - St Leonards	2011	2734
Waverley - St Leonards	2016	2814
Weddell	2006	2043
Weddell	2011	2795
Weddell	2016	3592
Weetangera	2006	2068
Weetangera	2011	2053
Weetangera	2016	2058
Weipa	2006	2036
Weipa	2011	2450
Weipa	2016	2869
Wellington	2006	6521
Wellington	2011	6833
Wellington	2016	7225
Wellington Point	2006	7913
Wellington Point	2011	8675
Wellington Point	2016	9331
Welshpool	2006	7
Welshpool	2011	16
Welshpool	2016	15
Wembley - West Leederville - Glendalough	2006	12994
Wembley - West Leederville - Glendalough	2011	13793
Wembley - West Leederville - Glendalough	2016	14700
Wembley Downs - Churchlands - Woodlands	2006	9608
Wembley Downs - Churchlands - Woodlands	2011	10176
Wembley Downs - Churchlands - Woodlands	2016	11044
Wendouree - Miners Rest	2006	10307
Wendouree - Miners Rest	2011	11445
Wendouree - Miners Rest	2016	11775
Wentworth - Buronga	2006	4837
Wentworth - Buronga	2011	4555
Wentworth - Buronga	2016	4823
Wentworth Falls	2006	4614
Wentworth Falls	2011	4885
Wentworth Falls	2016	5075
Wentworth-Balranald Region	2006	2788
Wentworth-Balranald Region	2011	2959
Wentworth-Balranald Region	2016	2918
Wentworthville - Westmead	2006	10286
Wentworthville - Westmead	2011	11452
Wentworthville - Westmead	2016	12334
Werribee - East	2006	14025
Werribee - East	2011	14919
Werribee - East	2016	15813
Werribee - South	2006	8451
Werribee - South	2011	8839
Werribee - South	2016	9473
Werribee - West	2006	8222
Werribee - West	2011	8654
Werribee - West	2016	9602
West Arnhem	2006	2805
West Arnhem	2011	3246
West Arnhem	2016	3462
West Beach	2006	3728
West Beach	2011	3801
West Beach	2016	4223
West Belconnen	2006	0
West Belconnen	2011	13
West Belconnen	2016	11
West Coast (SA)	2006	2831
West Coast (SA)	2011	2802
West Coast (SA)	2016	2803
West Coast (Tas.)	2006	3896
West Coast (Tas.)	2011	3723
West Coast (Tas.)	2016	3373
West End	2006	5500
West End	2011	7137
West End	2016	8391
West Footscray - Tottenham	2006	8191
West Footscray - Tottenham	2011	8508
West Footscray - Tottenham	2016	9520
West Gladstone	2006	4161
West Gladstone	2011	4175
West Gladstone	2016	3867
West Hobart	2006	4612
West Hobart	2011	4802
West Hobart	2016	4892
West Hoxton - Middleton Grange	2006	5743
West Hoxton - Middleton Grange	2011	7568
West Hoxton - Middleton Grange	2016	11154
West Lakes	2006	12338
West Lakes	2011	12311
West Lakes	2016	12443
West Launceston	2006	3338
West Launceston	2011	3277
West Launceston	2016	3382
West Mackay	2006	5158
West Mackay	2011	5280
West Mackay	2016	5062
West Melbourne	2006	0
West Melbourne	2011	0
West Melbourne	2016	0
West Moonah	2006	3187
West Moonah	2011	3089
West Moonah	2016	3181
West Pennant Hills	2006	10238
West Pennant Hills	2011	10297
West Pennant Hills	2016	10439
West Ryde - Meadowbank	2006	12883
West Ryde - Meadowbank	2011	14315
West Ryde - Meadowbank	2016	16279
West Ulverstone	2006	3334
West Ulverstone	2011	3499
West Ulverstone	2016	3480
West Wallsend - Barnsley - Killingworth	2006	4803
West Wallsend - Barnsley - Killingworth	2011	4783
West Wallsend - Barnsley - Killingworth	2016	5182
West Wimmera	2006	2487
West Wimmera	2011	2367
West Wimmera	2016	2283
West Wodonga	2006	10646
West Wodonga	2011	11158
West Wodonga	2016	11746
West Wyalong	2006	4743
West Wyalong	2011	4574
West Wyalong	2016	4707
Westbury	2006	3191
Westbury	2011	3222
Westbury	2016	3343
Westcourt - Bungalow	2006	4656
Westcourt - Bungalow	2011	5379
Westcourt - Bungalow	2016	5553
Western	2006	102
Western	2011	88
Western	2016	72
Westlake	2006	3700
Westlake	2011	3557
Westlake	2016	3571
Weston	2006	2650
Weston	2011	2692
Weston	2016	2892
Wetherill Park Industrial	2006	0
Wetherill Park Industrial	2011	19
Wetherill Park Industrial	2016	34
Wheelers Hill	2006	16811
Wheelers Hill	2011	16229
Wheelers Hill	2016	16664
White Hills - Ascot	2006	5046
White Hills - Ascot	2011	6837
White Hills - Ascot	2016	9066
White Rock	2006	2901
White Rock	2011	3393
White Rock	2016	3668
Whitfield - Edge Hill	2006	6523
Whitfield - Edge Hill	2011	6447
Whitfield - Edge Hill	2016	6572
Whittlesea	2006	5085
Whittlesea	2011	5812
Whittlesea	2016	6528
Whyalla	2006	16787
Whyalla	2011	17582
Whyalla	2016	17562
Whyalla - North	2006	0
Whyalla - North	2011	0
Whyalla - North	2016	0
Wickham - Carrington - Tighes Hill	2006	6060
Wickham - Carrington - Tighes Hill	2011	6515
Wickham - Carrington - Tighes Hill	2016	6818
Wilderness - East	2006	0
Wilderness - East	2011	7
Wilderness - East	2016	7
Wilderness - West	2006	0
Wilderness - West	2011	0
Wilderness - West	2016	0
Wiley Park	2006	6676
Wiley Park	2011	7345
Wiley Park	2016	7736
Willagee	2006	3490
Willagee	2011	3731
Willagee	2016	3840
Willetton	2006	14028
Willetton	2011	14184
Willetton	2016	14425
Williamstown	2006	11220
Williamstown	2011	11756
Williamstown	2016	12524
Williamtown - Medowie - Karuah	2006	8713
Williamtown - Medowie - Karuah	2011	9789
Williamtown - Medowie - Karuah	2016	10824
Willoughby - Castle Cove - Northbridge	2006	18056
Willoughby - Castle Cove - Northbridge	2011	18785
Willoughby - Castle Cove - Northbridge	2016	19647
Willunga	2006	2403
Willunga	2011	2643
Willunga	2016	2796
Wilsons Promontory	2006	0
Wilsons Promontory	2011	7
Wilsons Promontory	2016	3
Wilsonton	2006	9966
Wilsonton	2011	10227
Wilsonton	2016	10803
Wilston	2006	2844
Wilston	2011	3011
Wilston	2016	3108
Winchelsea	2006	3847
Winchelsea	2011	4519
Winchelsea	2016	4653
Windang - Primbee	2006	3403
Windang - Primbee	2011	3556
Windang - Primbee	2016	3719
Windsor	2006	5219
Windsor	2011	5372
Windsor	2016	6099
Windsor - Bligh Park	2006	11235
Windsor - Bligh Park	2011	11820
Windsor - Bligh Park	2016	12129
Windsor Gardens	2006	14151
Windsor Gardens	2011	15523
Windsor Gardens	2016	16753
Wingham	2006	4429
Wingham	2011	4243
Wingham	2016	4436
Winston Hills	2006	7740
Winston Hills	2011	8195
Winston Hills	2016	8392
Winthrop	2006	5203
Winthrop	2011	5124
Winthrop	2016	4925
Wishart	2006	8292
Wishart	2011	8439
Wishart	2016	8665
Withers - Usher	2006	4196
Withers - Usher	2011	4192
Withers - Usher	2016	4126
Wodonga	2006	15017
Wodonga	2011	16657
Wodonga	2016	19490
Wolffdene - Bahrs Scrub	2006	3609
Wolffdene - Bahrs Scrub	2011	4233
Wolffdene - Bahrs Scrub	2016	4790
Wollangambe - Wollemi	2006	0
Wollangambe - Wollemi	2011	0
Wollangambe - Wollemi	2016	0
Wollert	2006	472
Wollert	2011	423
Wollert	2016	6583
Wollongong - East	2006	9296
Wollongong - East	2011	11504
Wollongong - East	2016	12936
Wollongong - West	2006	12278
Wollongong - West	2011	12837
Wollongong - West	2016	14150
Wonthaggi - Inverloch	2006	15198
Wonthaggi - Inverloch	2011	16632
Wonthaggi - Inverloch	2016	18645
Woodcroft	2006	8256
Woodcroft	2011	8676
Woodcroft	2016	9176
Woodend	2006	4778
Woodend	2011	5051
Woodend	2016	5464
Woodford - D'Aguilar	2006	4947
Woodford - D'Aguilar	2011	5219
Woodford - D'Aguilar	2016	6571
Woodridge	2006	8960
Woodridge	2011	9585
Woodridge	2016	9567
Woodroffe	2006	2452
Woodroffe	2011	2542
Woodroffe	2016	2462
Woodvale	2006	7597
Woodvale	2011	7447
Woodvale	2016	7599
Woodville - Cheltenham	2006	11545
Woodville - Cheltenham	2011	12499
Woodville - Cheltenham	2016	14496
Woolaware - Burraneer	2006	5708
Woolaware - Burraneer	2011	5930
Woolaware - Burraneer	2016	6197
Woolgoolga - Arrawarra	2006	8239
Woolgoolga - Arrawarra	2011	9260
Woolgoolga - Arrawarra	2016	10276
Woollahra	2006	6297
Woollahra	2011	6142
Woollahra	2016	6546
Woolloongabba	2006	3443
Woolloongabba	2011	4255
Woolloongabba	2016	4996
Woolner - Bayview - Winnellie	2006	1714
Woolner - Bayview - Winnellie	2011	2230
Woolner - Bayview - Winnellie	2016	2372
Wooloowin - Lutwyche	2006	6799
Wooloowin - Lutwyche	2011	7252
Wooloowin - Lutwyche	2016	8170
Woonona - Bulli - Russell Vale	2006	13890
Woonona - Bulli - Russell Vale	2011	14821
Woonona - Bulli - Russell Vale	2016	15700
Wooroonooran	2006	0
Wooroonooran	2011	3
Wooroonooran	2016	0
Woree	2006	3032
Woree	2011	3757
Woree	2016	3850
Worongary - Tallai	2006	5799
Worongary - Tallai	2011	5960
Worongary - Tallai	2016	6395
Woronora Heights	2006	2923
Woronora Heights	2011	3041
Woronora Heights	2016	2971
Woy Woy - Blackwall	2006	10958
Woy Woy - Blackwall	2011	11173
Woy Woy - Blackwall	2016	11799
Wright	2006	0
Wright	2011	6
Wright	2016	2262
Wulagi	2006	1859
Wulagi	2011	1978
Wulagi	2016	1839
Wulguru - Roseneath	2006	4901
Wulguru - Roseneath	2011	4941
Wulguru - Roseneath	2016	5206
Wurtulla - Birtinya	2006	4270
Wurtulla - Birtinya	2011	4708
Wurtulla - Birtinya	2016	6308
Wyndham Vale	2006	7838
Wyndham Vale	2011	12683
Wyndham Vale	2016	16899
Wynnum	2006	9418
Wynnum	2011	10144
Wynnum	2016	10825
Wynnum West - Hemmant	2006	10838
Wynnum West - Hemmant	2011	11420
Wynnum West - Hemmant	2016	11879
Wynyard	2006	4597
Wynyard	2011	4928
Wynyard	2016	5092
Wyoming	2006	9100
Wyoming	2011	9056
Wyoming	2016	9340
Wyong	2006	5728
Wyong	2011	6512
Wyong	2016	7136
Yackandandah	2006	3172
Yackandandah	2011	3472
Yackandandah	2016	3598
Yagoona - Birrong	2006	13069
Yagoona - Birrong	2011	14746
Yagoona - Birrong	2016	16215
Yallourn North - Glengarry	2006	3350
Yallourn North - Glengarry	2011	3555
Yallourn North - Glengarry	2016	3645
Yanchep	2006	1949
Yanchep	2011	3462
Yanchep	2016	6673
Yangebup	2006	4705
Yangebup	2011	5548
Yangebup	2016	5950
Yankalilla	2006	3780
Yankalilla	2011	4245
Yankalilla	2016	4902
Yarra - North	2006	6585
Yarra - North	2011	6939
Yarra - North	2016	7639
Yarra Valley	2006	11858
Yarra Valley	2011	12738
Yarra Valley	2016	13080
Yarrabah	2006	1480
Yarrabah	2011	1572
Yarrabah	2016	1686
Yarralumla	2006	2463
Yarralumla	2011	2461
Yarralumla	2016	2479
Yarram	2006	4468
Yarram	2011	4392
Yarram	2016	4563
Yarramundi - Londonderry	2006	5542
Yarramundi - Londonderry	2011	5431
Yarramundi - Londonderry	2016	6065
Yarraville	2006	10531
Yarraville	2011	11234
Yarraville	2016	12002
Yarrawonga	2006	5277
Yarrawonga	2011	5805
Yarrawonga	2016	6557
Yarriambiack	2006	6087
Yarriambiack	2011	5803
Yarriambiack	2016	5594
Yass	2006	4481
Yass	2011	5003
Yass	2016	5190
Yass Region	2006	7049
Yass Region	2011	8097
Yass Region	2016	9082
Yea	2006	2781
Yea	2011	2850
Yea	2016	2975
Yennora Industrial	2006	0
Yennora Industrial	2011	6
Yennora Industrial	2016	6
Yeppoon	2006	10848
Yeppoon	2011	13014
Yeppoon	2016	14676
Yeronga	2006	6343
Yeronga	2011	6974
Yeronga	2016	8097
Yokine - Coolbinia - Menora	2006	11791
Yokine - Coolbinia - Menora	2011	12676
Yokine - Coolbinia - Menora	2016	13425
York - Beverley	2006	3791
York - Beverley	2011	4076
York - Beverley	2016	4465
Yorke Peninsula - North	2006	6088
Yorke Peninsula - North	2011	5926
Yorke Peninsula - North	2016	6100
Yorke Peninsula - South	2006	3200
Yorke Peninsula - South	2011	3402
Yorke Peninsula - South	2016	3427
Yorkeys Knob - Machans Beach	2006	4871
Yorkeys Knob - Machans Beach	2011	4967
Yorkeys Knob - Machans Beach	2016	5205
Young	2006	7850
Young	2011	7988
Young	2016	8351
Young Region	2006	5734
Young Region	2011	5928
Young Region	2016	6074
Youngtown - Relbia	2006	3515
