SA2_NAME16	Year	medianTotalHouseholdIncomeWeekly
Summerhill - Prospect	2016	1039
Trevallyn	2016	1354
Waverley - St Leonards	2016	1010
West Launceston	2016	1304
Youngtown - Relbia	2016	1235
Beauty Point - Beaconsfield	2016	815
Deloraine	2016	871
Grindelwald - Lanena	2016	1114
Hadspen - Carrick	2016	1263
Westbury	2016	954
Dilston - Lilydale	2016	1242
George Town	2016	858
Longford	2016	1008
Northern Midlands	2016	879
Perth - Evandale	2016	1206
St Helens - Scamander	2016	751
Flinders and Cape Barren Islands	2016	1043
Scottsdale - Bridport	2016	825
Central Highlands	2016	839
Derwent Valley	2016	1079
Southern Midlands	2016	1047
Wilderness - East	2016	1937
Bruny Island - Kettering	2016	1068
Cygnet	2016	900
Geeveston - Dover	2016	842
Huonville - Franklin	2016	1136
Forestier - Tasman	2016	792
Triabunna - Bicheno	2016	865
Acton - Upper Burnie	2016	797
Burnie - Ulverstone Region	2016	1171
Burnie - Wivenhoe	2016	900
Parklands - Camdale	2016	1047
Penguin - Sulphur Creek	2016	1083
Romaine - Havenview	2016	1105
Somerset	2016	921
Ulverstone	2016	897
West Ulverstone	2016	904
Wynyard	2016	888
Devonport	2016	884
East Devonport	2016	806
Latrobe	2016	1000
Miandetta - Don	2016	1276
Port Sorell	2016	1122
Quoiba - Spreyton	2016	1287
Sheffield - Railton	2016	997
Turners Beach - Forth	2016	1241
King Island	2016	1199
North West	2016	1113
Smithton	2016	1057
Waratah	2016	1073
West Coast (Tas.)	2016	952
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2016	0
Darwin Airport	2016	725
Darwin City	2016	2225
East Point	2016	1074
Fannie Bay - The Gardens	2016	2266
Larrakeyah	2016	2426
Ludmilla - The Narrows	2016	1856
Parap	2016	2402
Stuart Park	2016	2218
Woolner - Bayview - Winnellie	2016	2509
Alawa	2016	1933
Anula	2016	2208
Berrimah	2016	1649
Brinkin - Nakara	2016	2148
Buffalo Creek	2016	0
Charles Darwin	2016	0
Coconut Grove	2016	1623
East Arm	2016	0
Jingili	2016	2285
Karama	2016	1794
Leanyer	2016	2172
Lyons (NT)	2016	2616
Malak - Marrara	2016	1746
Millner	2016	1761
Moil	2016	2117
Nightcliff	2016	1972
Rapid Creek	2016	1960
Tiwi	2016	1975
Wagaman	2016	1955
Wanguri	2016	2292
Wulagi	2016	2281
Howard Springs	2016	1977
Humpty Doo	2016	2380
Koolpinyah	2016	1374
Virginia	2016	1977
Weddell	2016	1768
Bakewell	2016	2026
Driver	2016	2070
Durack - Marlow Lagoon	2016	2574
Gray	2016	1517
Moulden	2016	1434
Palmerston - North	2016	2494
Palmerston - South	2016	2464
Rosebery - Bellamack	2016	2453
Woodroffe	2016	1887
Charles	2016	1773
East Side	2016	1869
Flynn (NT)	2016	1963
Larapinta	2016	1997
Mount Johns	2016	2063
Petermann - Simpson	2016	1302
Ross	2016	1447
Sandover - Plenty	2016	1084
Tanami	2016	1148
Yuendumu - Anmatjere	2016	1230
Barkly	2016	1107
Tennant Creek	2016	1551
Alligator	2016	1301
Daly	2016	1147
Thamarrurr	2016	1060
Tiwi Islands	2016	786
West Arnhem	2016	1290
Anindilyakwa	2016	2483
East Arnhem	2016	1364
Nhulunbuy	2016	2331
Elsey	2016	1163
Gulf	2016	1077
Katherine	2016	1686
Victoria River	2016	1067
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2016	0
Aranda	2016	2385
Belconnen	2016	1591
Bruce	2016	1919
Charnwood	2016	1486
Cook	2016	1945
Dunlop	2016	2250
Evatt	2016	2052
Florey	2016	1738
Flynn (ACT)	2016	2265
Fraser	2016	2266
Giralang	2016	2017
Gooromon	2016	0
Hawker	2016	2022
Higgins	2016	1732
Holt	2016	1427
Kaleen	2016	2071
Latham	2016	1854
Lawson	2016	2437
Macgregor (ACT)	2016	2061
Macquarie	2016	1717
McKellar	2016	2244
Melba	2016	1950
Page	2016	1506
Scullin	2016	1628
Spence	2016	1976
Weetangera	2016	2675
Molonglo Corridor	2016	0
West Belconnen	2016	0
Hume	2016	0
Kowen	2016	3499
Canberra East	2016	834
Canberra Airport	2016	2042
Majura	2016	2625
Amaroo	2016	2447
Bonner	2016	2327
Casey	2016	2300
Crace	2016	2482
Forde	2016	2938
Franklin	2016	2111
Gungahlin	2016	2064
Hall	2016	2027
Harrison	2016	2268
Mitchell	2016	0
Ngunnawal	2016	1937
Nicholls	2016	2685
Palmerston	2016	2002
Gungahlin - East	2016	0
Gungahlin - West	2016	0
Jacka	2016	1867
Kenny	2016	0
Moncrieff	2016	2124
Taylor	2016	0
Throsby	2016	0
Acton	2016	0
Ainslie	2016	2020
Braddon	2016	1974
Civic	2016	2208
Dickson	2016	1740
Downer	2016	1859
Hackett	2016	2130
Lyneham	2016	1700
O'Connor (ACT)	2016	2127
Turner	2016	1929
Watson	2016	1956
Black Mountain	2016	0
Campbell	2016	2354
Duntroon	2016	2517
Parkes (ACT) - North	2016	0
Reid	2016	1489
Russell	2016	0
Deakin	2016	2540
Forrest	2016	3121
Griffith (ACT)	2016	2158
Lake Burley Griffin	2016	0
Narrabundah	2016	2049
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2016	2819
Yarralumla	2016	2600
Barton	2016	2354
Fyshwick	2016	2249
Kingston (ACT)	2016	2337
Banks	2016	2144
Bonython	2016	1966
Calwell	2016	2219
Chisholm	2016	2021
Conder	2016	2222
Fadden	2016	2754
Gilmore	2016	2159
Gordon (ACT)	2016	1988
Gowrie (ACT)	2016	2223
Greenway	2016	1702
Isabella Plains	2016	1837
Kambah	2016	1911
Macarthur	2016	2675
Monash	2016	1976
Mount Taylor	2016	0
Oxley (ACT)	2016	2099
Richardson	2016	1837
Theodore	2016	2116
Tuggeranong	2016	2250
Wanniassa	2016	1958
Tuggeranong - West	2016	0
Chapman	2016	2687
Duffy	2016	2115
Fisher	2016	1921
Holder	2016	2032
Rivett	2016	1795
Stirling	2016	1948
Waramanga	2016	1875
Weston	2016	2086
Scrivener	2016	0
Chifley	2016	1843
Curtin	2016	2250
Farrer	2016	2259
Garran	2016	2292
Hughes	2016	2263
Isaacs	2016	2234
Lyons (ACT)	2016	1496
Mawson	2016	1773
O'Malley	2016	3511
Pearce	2016	2042
Phillip	2016	1769
Torrens	2016	2208
Arboretum	2016	0
Coombs	2016	2320
Denman Prospect	2016	0
Molonglo	2016	0
Molonglo - North	2016	0
Wright	2016	2308
ACT - South West	2016	2714
Namadgi	2016	1937
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	0
Christmas Island	2016	2084
Cocos (Keeling) Islands	2016	1921
Jervis Bay	2016	1483
Norfolk Island	2016	1023
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2016	0
