SA2_NAME16	Year	employmentToPopulation
Trevallyn	2011	65.2
Trevallyn	2016	60.1
Waverley - St Leonards	2006	49.5
Waverley - St Leonards	2011	51.6
Waverley - St Leonards	2016	51.9
West Launceston	2006	62.2
West Launceston	2011	64.4
West Launceston	2016	61.4
Youngtown - Relbia	2006	59.3
Youngtown - Relbia	2011	59
Youngtown - Relbia	2016	56.1
Beauty Point - Beaconsfield	2006	41.2
Beauty Point - Beaconsfield	2011	43.7
Beauty Point - Beaconsfield	2016	38.7
Deloraine	2006	50.4
Deloraine	2011	49.8
Deloraine	2016	47
Grindelwald - Lanena	2006	54.6
Grindelwald - Lanena	2011	54.3
Grindelwald - Lanena	2016	50.7
Hadspen - Carrick	2006	65
Hadspen - Carrick	2011	65.3
Hadspen - Carrick	2016	62.8
Westbury	2006	54.3
Westbury	2011	53.4
Westbury	2016	50
Dilston - Lilydale	2006	59.8
Dilston - Lilydale	2011	59.5
Dilston - Lilydale	2016	56
George Town	2006	46
George Town	2011	46.2
George Town	2016	39.7
Longford	2006	49.8
Longford	2011	52
Longford	2016	48.6
Northern Midlands	2006	51.7
Northern Midlands	2011	51.8
Northern Midlands	2016	49
Perth - Evandale	2006	60.4
Perth - Evandale	2011	58.8
Perth - Evandale	2016	56.3
St Helens - Scamander	2006	40
St Helens - Scamander	2011	39.5
St Helens - Scamander	2016	36.9
Flinders and Cape Barren Islands	2006	63.6
Flinders and Cape Barren Islands	2011	60.2
Flinders and Cape Barren Islands	2016	55
Scottsdale - Bridport	2006	51.6
Scottsdale - Bridport	2011	48.8
Scottsdale - Bridport	2016	47
Central Highlands	2006	46.5
Central Highlands	2011	45.8
Central Highlands	2016	45.5
Derwent Valley	2006	51.5
Derwent Valley	2011	53.7
Derwent Valley	2016	48.6
Southern Midlands	2006	53.7
Southern Midlands	2011	52.9
Southern Midlands	2016	52.9
Wilderness - East	2006	0
Wilderness - East	2011	57.1
Wilderness - East	2016	73.3
Bruny Island - Kettering	2006	50.8
Bruny Island - Kettering	2011	48.8
Bruny Island - Kettering	2016	46.1
Cygnet	2006	48
Cygnet	2011	47.1
Cygnet	2016	44.9
Geeveston - Dover	2006	46.7
Geeveston - Dover	2011	46.2
Geeveston - Dover	2016	42.4
Huonville - Franklin	2006	53.2
Huonville - Franklin	2011	55.6
Huonville - Franklin	2016	52.3
Forestier - Tasman	2006	44
Forestier - Tasman	2011	43.6
Forestier - Tasman	2016	38.9
Triabunna - Bicheno	2006	48.9
Triabunna - Bicheno	2011	45.7
Triabunna - Bicheno	2016	42.7
Acton - Upper Burnie	2006	47.7
Acton - Upper Burnie	2011	47.2
Acton - Upper Burnie	2016	45.8
Burnie - Ulverstone Region	2006	58.9
Burnie - Ulverstone Region	2011	59.3
Burnie - Ulverstone Region	2016	55.9
Burnie - Wivenhoe	2006	49.4
Burnie - Wivenhoe	2011	51.2
Burnie - Wivenhoe	2016	47.5
Parklands - Camdale	2006	48.7
Parklands - Camdale	2011	48.3
Parklands - Camdale	2016	47.6
Penguin - Sulphur Creek	2006	52.1
Penguin - Sulphur Creek	2011	53
Penguin - Sulphur Creek	2016	51.9
Romaine - Havenview	2006	56.9
Romaine - Havenview	2011	57.1
Romaine - Havenview	2016	54.4
Somerset	2006	49.7
Somerset	2011	50.3
Somerset	2016	48.2
Ulverstone	2006	45.6
Ulverstone	2011	47.8
Ulverstone	2016	46.6
West Ulverstone	2006	45.4
West Ulverstone	2011	45.9
West Ulverstone	2016	44.3
Wynyard	2006	46
Wynyard	2011	47.5
Wynyard	2016	44.1
Devonport	2006	47.6
Devonport	2011	48.1
Devonport	2016	45.5
East Devonport	2006	44.2
East Devonport	2011	44.1
East Devonport	2016	41
Latrobe	2006	52.4
Latrobe	2011	52.2
Latrobe	2016	50.8
Miandetta - Don	2006	58.7
Miandetta - Don	2011	61.1
Miandetta - Don	2016	56.8
Port Sorell	2006	54.6
Port Sorell	2011	54.4
Port Sorell	2016	49
Quoiba - Spreyton	2006	61.1
Quoiba - Spreyton	2011	59.7
Quoiba - Spreyton	2016	59.8
Sheffield - Railton	2006	51.6
Sheffield - Railton	2011	50.8
Sheffield - Railton	2016	47.9
Turners Beach - Forth	2006	60
Turners Beach - Forth	2011	59.3
Turners Beach - Forth	2016	57.7
King Island	2006	67.7
King Island	2011	64.3
King Island	2016	60
North West	2006	65.2
North West	2011	60.4
North West	2016	59
Smithton	2006	57.1
Smithton	2011	58
Smithton	2016	55.5
Waratah	2006	54.7
Waratah	2011	56.8
Waratah	2016	52.8
West Coast (Tas.)	2006	52.8
West Coast (Tas.)	2011	54.2
West Coast (Tas.)	2016	45
Wilderness - West	2006	0
Wilderness - West	2011	0
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2006	87.6
Migratory - Offshore - Shipping (Tas.)	2011	68.2
Migratory - Offshore - Shipping (Tas.)	2016	64.4
No usual address (Tas.)	2006	35.7
No usual address (Tas.)	2011	30.7
No usual address (Tas.)	2016	29.7
Darwin Airport	2006	58.8
Darwin Airport	2011	9.1
Darwin Airport	2016	50
Darwin City	2006	58.2
Darwin City	2011	65.6
Darwin City	2016	68.2
East Point	2006	0
East Point	2011	28.6
East Point	2016	36.4
Fannie Bay - The Gardens	2006	62.7
Fannie Bay - The Gardens	2011	64.4
Fannie Bay - The Gardens	2016	64.3
Larrakeyah	2006	72.9
Larrakeyah	2011	71
Larrakeyah	2016	68.7
Ludmilla - The Narrows	2006	64.2
Ludmilla - The Narrows	2011	62.3
Ludmilla - The Narrows	2016	58
Parap	2006	61.6
Parap	2011	70.2
Parap	2016	69
Stuart Park	2006	70.3
Stuart Park	2011	73
Stuart Park	2016	71.2
Woolner - Bayview - Winnellie	2006	78.2
Woolner - Bayview - Winnellie	2011	79.2
Woolner - Bayview - Winnellie	2016	76.7
Alawa	2006	62.3
Alawa	2011	61.1
Alawa	2016	60.7
Anula	2006	67.4
Anula	2011	68.8
Anula	2016	65.7
Berrimah	2006	45.5
Berrimah	2011	30.3
Berrimah	2016	50.4
Brinkin - Nakara	2006	68.5
Brinkin - Nakara	2011	68.8
Brinkin - Nakara	2016	63.1
Buffalo Creek	2006	0
Buffalo Creek	2011	0
Buffalo Creek	2016	0
Charles Darwin	2006	0
Charles Darwin	2011	80
Charles Darwin	2016	0
Coconut Grove	2006	59.3
Coconut Grove	2011	60.6
Coconut Grove	2016	60.7
East Arm	2006	0
East Arm	2011	33.3
East Arm	2016	90.9
Jingili	2006	65.2
Jingili	2011	68.9
Jingili	2016	63.6
Karama	2006	64.2
Karama	2011	65.7
Karama	2016	60.5
Leanyer	2006	73.2
Leanyer	2011	68.4
Leanyer	2016	67.9
Lyons (NT)	2006	42
Lyons (NT)	2011	74.3
Lyons (NT)	2016	76.7
Malak - Marrara	2006	67.2
Malak - Marrara	2011	63.9
Malak - Marrara	2016	61.1
Millner	2006	64.6
Millner	2011	66.3
Millner	2016	64.1
Moil	2006	63.9
Moil	2011	66.2
Moil	2016	62.9
Nightcliff	2006	63.2
Nightcliff	2011	66.1
Nightcliff	2016	67.1
Rapid Creek	2006	70
Rapid Creek	2011	64
Rapid Creek	2016	65
Tiwi	2006	63.7
Tiwi	2011	57.9
Tiwi	2016	57.1
Wagaman	2006	61.5
Wagaman	2011	61.8
Wagaman	2016	59.8
Wanguri	2006	68.4
Wanguri	2011	67.4
Wanguri	2016	61
Wulagi	2006	71.9
Wulagi	2011	64.8
Wulagi	2016	67.2
Howard Springs	2006	73.6
Howard Springs	2011	69
Howard Springs	2016	50
Humpty Doo	2006	65.6
Humpty Doo	2011	68.6
Humpty Doo	2016	67.7
Koolpinyah	2006	0
Koolpinyah	2011	55
Koolpinyah	2016	80
Virginia	2006	68.5
Virginia	2011	65
Virginia	2016	66.1
Weddell	2006	55
Weddell	2011	56.1
Weddell	2016	57.3
Bakewell	2006	78.4
Bakewell	2011	76.5
Bakewell	2016	73.1
Driver	2006	70.3
Driver	2011	67.1
Driver	2016	66.6
Durack - Marlow Lagoon	2006	74
Durack - Marlow Lagoon	2011	77.2
Durack - Marlow Lagoon	2016	75.1
Gray	2006	53.9
Gray	2011	62.1
Gray	2016	56.7
Moulden	2006	53.9
Moulden	2011	55.8
Moulden	2016	54
Palmerston - North	2006	72.4
Palmerston - North	2011	79.5
Palmerston - North	2016	73.3
Palmerston - South	2006	0
Palmerston - South	2011	42.9
Palmerston - South	2016	78.7
Rosebery - Bellamack	2006	76.9
Rosebery - Bellamack	2011	76.7
Rosebery - Bellamack	2016	73.3
Woodroffe	2006	62.7
Woodroffe	2011	64.5
Woodroffe	2016	64
Charles	2006	64.5
Charles	2011	63.4
Charles	2016	60.3
East Side	2006	68.4
East Side	2011	69.2
East Side	2016	65.1
Flynn (NT)	2006	69
Flynn (NT)	2011	69.3
Flynn (NT)	2016	64.5
Larapinta	2006	71.5
Larapinta	2011	67.9
Larapinta	2016	69.8
Mount Johns	2006	70.4
Mount Johns	2011	71.9
Mount Johns	2016	70.1
Petermann - Simpson	2006	51.8
Petermann - Simpson	2011	54.4
Petermann - Simpson	2016	53.2
Ross	2006	58.9
Ross	2011	57.2
Ross	2016	52.7
Sandover - Plenty	2006	27.7
Sandover - Plenty	2011	23.8
Sandover - Plenty	2016	21.4
Tanami	2006	31.5
Tanami	2011	40.6
Tanami	2016	27.2
Yuendumu - Anmatjere	2006	31.9
Yuendumu - Anmatjere	2011	32.5
Yuendumu - Anmatjere	2016	25.5
Barkly	2006	36.4
Barkly	2011	34.8
Barkly	2016	33.3
Tennant Creek	2006	50.3
Tennant Creek	2011	50.4
Tennant Creek	2016	49.2
Alligator	2006	50.6
Alligator	2011	56.6
Alligator	2016	48.2
Daly	2006	58.8
Daly	2011	50.1
Daly	2016	39.2
Thamarrurr	2006	21.2
Thamarrurr	2011	28.1
Thamarrurr	2016	19
Tiwi Islands	2006	50.1
Tiwi Islands	2011	40.1
Tiwi Islands	2016	28.5
West Arnhem	2006	36.4
West Arnhem	2011	40.4
West Arnhem	2016	23.2
Anindilyakwa	2006	45.4
Anindilyakwa	2011	53.2
Anindilyakwa	2016	39.7
East Arnhem	2006	34.2
East Arnhem	2011	33.3
East Arnhem	2016	23.8
Nhulunbuy	2006	78.3
Nhulunbuy	2011	78.8
Nhulunbuy	2016	70.9
Elsey	2006	41.9
Elsey	2011	38.9
Elsey	2016	31.2
Gulf	2006	41.7
Gulf	2011	41.2
Gulf	2016	30.2
Katherine	2006	59.8
Katherine	2011	62.4
Katherine	2016	54.8
Victoria River	2006	49.3
Victoria River	2011	49.4
Victoria River	2016	34
Migratory - Offshore - Shipping (NT)	2006	74.5
Migratory - Offshore - Shipping (NT)	2011	77.6
Migratory - Offshore - Shipping (NT)	2016	40.3
No usual address (NT)	2006	33.7
No usual address (NT)	2011	33.9
No usual address (NT)	2016	25.1
Aranda	2006	62.6
Aranda	2011	60.2
Aranda	2016	60.3
Belconnen	2006	62.5
Belconnen	2011	59.4
Belconnen	2016	58.7
Bruce	2006	63.3
Bruce	2011	59
Bruce	2016	60.4
Charnwood	2006	65.7
Charnwood	2011	64.5
Charnwood	2016	60.4
Cook	2006	62.9
Cook	2011	64.4
Cook	2016	60.2
Dunlop	2006	77.9
Dunlop	2011	74.7
Dunlop	2016	71.5
Evatt	2006	72.4
Evatt	2011	71.9
Evatt	2016	63.9
Florey	2006	67.9
Florey	2011	65.7
Florey	2016	60
Flynn (ACT)	2006	71.3
Flynn (ACT)	2011	65.8
Flynn (ACT)	2016	63.3
Fraser	2006	72.3
Fraser	2011	69
Fraser	2016	61.5
Giralang	2006	70.5
Giralang	2011	69.7
Giralang	2016	64
Gooromon	2006	0
Gooromon	2011	0
Gooromon	2016	100
Hawker	2006	61.7
Hawker	2011	60.4
Hawker	2016	58.2
Higgins	2006	64
Higgins	2011	64.9
Higgins	2016	60.3
Holt	2006	63.8
Holt	2011	63.2
Holt	2016	56.7
Kaleen	2006	69.7
Kaleen	2011	67.7
Kaleen	2016	60.6
Latham	2006	68.7
Latham	2011	67
Latham	2016	63.1
Lawson	2006	0
Lawson	2011	0
Lawson	2016	50
Macgregor (ACT)	2006	70.6
Macgregor (ACT)	2011	73.9
Macgregor (ACT)	2016	72
Macquarie	2006	62.7
Macquarie	2011	62.6
Macquarie	2016	59.9
McKellar	2006	67.7
McKellar	2011	66.8
McKellar	2016	60.9
Melba	2006	66.7
Melba	2011	64.8
Melba	2016	59.1
Page	2006	53
Page	2011	54.3
Page	2016	50.3
Scullin	2006	62.6
Scullin	2011	63.3
Scullin	2016	58.7
Spence	2006	67
Spence	2011	67.9
Spence	2016	61.5
Weetangera	2006	64
Weetangera	2011	63.9
Weetangera	2016	59.5
Molonglo Corridor	2006	81.6
Molonglo Corridor	2011	71.4
Molonglo Corridor	2016	75
West Belconnen	2006	0
West Belconnen	2011	100
West Belconnen	2016	100
Hume	2006	50
Hume	2011	1
Hume	2016	0.7
Kowen	2006	69.4
Kowen	2011	88.5
Kowen	2016	78.3
Canberra East	2006	55.6
Canberra East	2011	54.5
Canberra East	2016	43.3
Canberra Airport	2006	98.1
Canberra Airport	2011	96.4
Canberra Airport	2016	72.8
Majura	2006	71
Majura	2011	69
Majura	2016	60
Amaroo	2006	79
Amaroo	2011	77.5
Amaroo	2016	72
Bonner	2006	0
Bonner	2011	84.3
Bonner	2016	75.7
Casey	2006	0
Casey	2011	81.6
Casey	2016	78.7
Crace	2006	0
Crace	2011	82.6
Crace	2016	76.4
Forde	2006	0
Forde	2011	81.1
Forde	2016	76.4
Franklin	2006	0
Franklin	2011	76.7
Franklin	2016	72.6
Gungahlin	2006	76
Gungahlin	2011	74.2
Gungahlin	2016	67.3
Hall	2006	69.8
Hall	2011	75
Hall	2016	58.1
Harrison	2006	80.4
Harrison	2011	76.9
Harrison	2016	74.4
Mitchell	2006	0
Mitchell	2011	150
Mitchell	2016	50
Ngunnawal	2006	72.8
Ngunnawal	2011	74.2
Ngunnawal	2016	70.8
Nicholls	2006	74.5
Nicholls	2011	71.4
Nicholls	2016	65.5
Palmerston	2006	72.5
Palmerston	2011	72.8
Palmerston	2016	66.1
Gungahlin - East	2006	58.8
Gungahlin - East	2011	0
Gungahlin - East	2016	0
Gungahlin - West	2006	0
Gungahlin - West	2011	0
Gungahlin - West	2016	0
Jacka	2006	0
Jacka	2011	0
Jacka	2016	76.2
Kenny	2006	0
Kenny	2011	8.6
Kenny	2016	50
Moncrieff	2006	0
Moncrieff	2011	0
Moncrieff	2016	65.2
Taylor	2006	0
Taylor	2011	0
Taylor	2016	0
Throsby	2006	0
Throsby	2011	0
Throsby	2016	0
Acton	2006	36.6
Acton	2011	33.9
Acton	2016	33.9
Ainslie	2006	62.7
Ainslie	2011	61.4
Ainslie	2016	57.2
Braddon	2006	58.9
Braddon	2011	63
Braddon	2016	65.4
Civic	2006	53.7
Civic	2011	50.2
Civic	2016	47.2
Dickson	2006	60.9
Dickson	2011	63.8
Dickson	2016	62.6
Downer	2006	58.6
Downer	2011	62.8
Downer	2016	60.2
Hackett	2006	61.8
Hackett	2011	63.8
Hackett	2016	61.6
Lyneham	2006	59.9
Lyneham	2011	59.9
Lyneham	2016	59.5
O'Connor (ACT)	2006	64.4
O'Connor (ACT)	2011	65.8
O'Connor (ACT)	2016	63.5
Turner	2006	65.7
Turner	2011	68.2
Turner	2016	62.2
Watson	2006	66.3
Watson	2011	69.3
Watson	2016	67.7
Black Mountain	2006	0
Black Mountain	2011	0
Black Mountain	2016	0
Campbell	2006	62.4
Campbell	2011	62
Campbell	2016	57.9
Duntroon	2006	90.3
Duntroon	2011	87
Duntroon	2016	87.4
Parkes (ACT) - North	2006	0
Parkes (ACT) - North	2011	0
Parkes (ACT) - North	2016	0
Reid	2006	49.7
Reid	2011	54.2
Reid	2016	54.1
Russell	2006	0
Russell	2011	0
Russell	2016	0
Deakin	2006	57
Deakin	2011	59.2
Deakin	2016	57
Forrest	2006	70.1
Forrest	2011	68.4
Forrest	2016	63.6
Griffith (ACT)	2006	64.9
Griffith (ACT)	2011	67.5
Griffith (ACT)	2016	63.2
Lake Burley Griffin	2006	0
Lake Burley Griffin	2011	0
Lake Burley Griffin	2016	0
Narrabundah	2006	60.5
Narrabundah	2011	63.2
Narrabundah	2016	57.3
Parkes (ACT) - South	2006	100
Parkes (ACT) - South	2011	0
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2006	57.4
Red Hill (ACT)	2011	58.8
Red Hill (ACT)	2016	56.6
Yarralumla	2006	60
Yarralumla	2011	61
Yarralumla	2016	54.8
Barton	2006	79.2
Barton	2011	70.6
Barton	2016	72
Fyshwick	2006	38
Fyshwick	2011	62.9
Fyshwick	2016	40
Kingston (ACT)	2006	73.9
Kingston (ACT)	2011	74.5
Kingston (ACT)	2016	74.4
Banks	2006	75.2
Banks	2011	74.3
Banks	2016	72.1
Bonython	2006	72.8
Bonython	2011	75.2
Bonython	2016	69.1
Calwell	2006	74.6
Calwell	2011	76.9
Calwell	2016	68.9
Chisholm	2006	73.2
Chisholm	2011	74.7
Chisholm	2016	67.8
Conder	2006	75.5
Conder	2011	75
Conder	2016	68.6
Fadden	2006	73.2
Fadden	2011	72.7
Fadden	2016	66.8
Gilmore	2006	71.6
Gilmore	2011	74.1
Gilmore	2016	66.9
Gordon (ACT)	2006	73.9
Gordon (ACT)	2011	73.6
Gordon (ACT)	2016	68.8
Gowrie (ACT)	2006	71.1
Gowrie (ACT)	2011	69.8
Gowrie (ACT)	2016	63.6
Greenway	2006	66
Greenway	2011	70.1
Greenway	2016	61.6
Isabella Plains	2006	72.6
Isabella Plains	2011	72.8
Isabella Plains	2016	65.4
Kambah	2006	68.9
Kambah	2011	68
Kambah	2016	60.3
Macarthur	2006	76.3
Macarthur	2011	78.6
Macarthur	2016	69.8
Monash	2006	71.8
Monash	2011	69.1
Monash	2016	59.2
Mount Taylor	2006	50
Mount Taylor	2011	0
Mount Taylor	2016	0
Oxley (ACT)	2006	72.5
Oxley (ACT)	2011	71.3
Oxley (ACT)	2016	64.2
Richardson	2006	72.2
Richardson	2011	69.6
Richardson	2016	66.8
Theodore	2006	76
Theodore	2011	76.9
Theodore	2016	72
Tuggeranong	2006	72.5
Tuggeranong	2011	93.1
Tuggeranong	2016	45.5
Wanniassa	2006	69.2
Wanniassa	2011	68.7
Wanniassa	2016	62.2
Tuggeranong - West	2006	0
Tuggeranong - West	2011	0
Tuggeranong - West	2016	0
Chapman	2006	67
Chapman	2011	66.6
Chapman	2016	59.8
Duffy	2006	69.3
Duffy	2011	67.4
Duffy	2016	62.2
Fisher	2006	61.7
Fisher	2011	61.9
Fisher	2016	59.9
Holder	2006	68.1
Holder	2011	65.8
Holder	2016	62.2
Rivett	2006	66.7
Rivett	2011	63.8
Rivett	2016	57.7
Stirling	2006	66.3
Stirling	2011	62.3
Stirling	2016	50.3
Waramanga	2006	62
Waramanga	2011	62.5
Waramanga	2016	59.9
Weston	2006	61.9
Weston	2011	59.1
Weston	2016	55.2
Scrivener	2006	62.5
Scrivener	2011	122.2
Scrivener	2016	100
Chifley	2006	65
Chifley	2011	65.6
Chifley	2016	62.8
Curtin	2006	62
Curtin	2011	64
Curtin	2016	60.2
Farrer	2006	62
Farrer	2011	62.8
Farrer	2016	61.6
Garran	2006	62
Garran	2011	61.8
Garran	2016	54.3
Hughes	2006	59.4
Hughes	2011	58.1
Hughes	2016	54.5
Isaacs	2006	59.9
Isaacs	2011	58.4
Isaacs	2016	55.3
Lyons (ACT)	2006	59.3
Lyons (ACT)	2011	60.7
Lyons (ACT)	2016	54.5
Mawson	2006	57.8
Mawson	2011	63.7
Mawson	2016	60.4
O'Malley	2006	62.5
O'Malley	2011	60.6
O'Malley	2016	56.9
Pearce	2006	58.6
Pearce	2011	62.7
Pearce	2016	58.2
Phillip	2006	71.6
Phillip	2011	73.7
Phillip	2016	69.5
Torrens	2006	64.2
Torrens	2011	63.9
Torrens	2016	63.7
Arboretum	2006	0
Arboretum	2011	0
Arboretum	2016	0
Coombs	2006	0
Coombs	2011	0
Coombs	2016	74.8
Denman Prospect	2006	0
Denman Prospect	2011	0
Denman Prospect	2016	0
Molonglo	2006	0
Molonglo	2011	0
Molonglo	2016	100
Molonglo - North	2006	0
Molonglo - North	2011	100
Molonglo - North	2016	0
Wright	2006	0
Wright	2011	42.9
Wright	2016	80.9
ACT - South West	2006	76.6
ACT - South West	2011	78.8
ACT - South West	2016	73
Namadgi	2006	71.4
Namadgi	2011	72.4
Namadgi	2016	63.6
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2006	51.8
No usual address (ACT)	2011	47.4
No usual address (ACT)	2016	41.1
Christmas Island	2006	65.8
Christmas Island	2011	44.8
Christmas Island	2016	53.8
Cocos (Keeling) Islands	2006	52
Cocos (Keeling) Islands	2011	53.3
Cocos (Keeling) Islands	2016	53
Jervis Bay	2006	55.8
Jervis Bay	2011	44.1
Jervis Bay	2016	41.3
Norfolk Island	2006	0
Norfolk Island	2011	0
Norfolk Island	2016	67.2
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	66.7
No usual address (OT)	2006	64
No usual address (OT)	2011	112.5
No usual address (OT)	2016	37
