SA4_NAME16	Year	Age	FOE	adults
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Engineering and related technologies	3
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Food hospitality and personal services	4
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	20-24	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Architecture and building	3
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Engineering and related technologies	4
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Field of study not stated	4
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Food hospitality and personal services	3
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Health	3
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	25-34	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Engineering and related technologies	3
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Field of study not stated	6
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Food hospitality and personal services	3
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	35-44	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Engineering and related technologies	3
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Field of study not stated	3
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Food hospitality and personal services	5
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Management and commerce	5
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	45-54	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Field of study not stated	3
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	55-64	Society and culture	3
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Field of study not stated	3
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	65-74	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	75-84	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Education	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Health	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Education	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Health	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2016	20-24	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2016	20-24	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2016	20-24	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2016	20-24	Education	0
Migratory - Offshore - Shipping (Tas.)	2016	20-24	Engineering and related technologies	0
